,CLA FP Equity_DX_SI_QTY,CLA FP Equity_DX_SHORT_INTEREST_VALUE,CLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CLA FP Equity_DX_SI_MV,CLA FP Equity_DX_DSS,CLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CLA FP Equity_DX_SUPPLY_SI_QTY,CLA FP Equity_DX_BROKER_SI_QTY,CLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CLA FP Equity_DX_BROKER_SI_MV_NEW_x,CLA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CLA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CLA FP Equity_DX_BROKER_SI_MV_INC_x,CLA FP Equity_DX_SUPPLY_SI_MV_NEW,CLA FP Equity_DX_BROKER_SI_QTY_ADD,CLA FP Equity_DX_BROKER_SI_QTY_NEW,CLA FP Equity_DX_SUPPLY_SI_MV_DEC,CLA FP Equity_DX_BROKER_SI_QTY_INC,CLA FP Equity_DX_SUPPLY_SI_QTY_DEC,CLA FP Equity_DX_BROKER_SI_MV_NEW_y,CLA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CLA FP Equity_DX_BROKER_SI_MV_INC_y,CLA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CLA FP Equity_DX_BROKER_SI_MV_ADD,CLA FP Equity_DX_SUPPLY_SI_QTY_ADD,CLA FP Equity_DX_BROKER_SI_QTY_DEC,CLA FP Equity_DX_SUPPLY_SI_MV,CLA FP Equity_DX_BROKER_SI_MV_DEC,CLA FP Equity_DX_SUPPLY_SI_MV_RMV,CLA FP Equity_DX_BROKER_SI_MV_RMV,CLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CLA FP Equity_DX_UTILIZATION_QUANTITY,CLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CLA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CLA FP Equity_DX_ACTIVE_UTILIZATION_MV,CLA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CLA FP Equity_DX_BROKER_SI_CON_RATIO,CLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CLA FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-02-17,641234.0,1410714.8,1.66,7.28,1.39,1.48,1.0,926024.0,384890.0,420920.0,846758.0,,,14380.0,0.0,,,,0.03,2118.0,12262.0,,,0.0,14380.0,,,,0.87,,,,100.0,36.48,0.0,0.0,,0.0,100.0,30.6,0.2703,33.92,0.6078
2023-02-20,623664.0,1328404.32,1.61,6.81,1.36,1.42,1.0,876782.55,376605.0,411635.0,802168.65,,,,,,,,0.03,,9285.0,,,,,,1000.0,9285.0,0.83,0.03,,,100.0,36.03,0.0,0.0,,0.0,100.0,31.94,0.2675,32.01,0.5966
2023-02-21,636318.0,1343903.62,1.65,6.44,1.38,1.4,1.0,887844.67,388213.0,420381.0,819905.86,,,12608.0,0.01,,,,0.0,8746.0,1000.0,,,0.01,12608.0,,,,0.83,,,,100.0,36.73,0.0,0.0,,0.0,100.0,30.12,0.2671,32.89,0.6021
2023-02-22,588596.0,1230165.64,1.52,5.7,1.28,1.28,1.0,791903.09,369271.0,378901.0,771776.39,,,,,,,,0.04,,18942.0,,,,,,,41480.0,0.79,0.1,,,100.0,35.48,0.0,0.0,,0.0,100.0,29.62,0.2643,32.87,0.5655
2023-02-23,561580.0,1219751.76,1.45,5.36,1.22,1.2,1.0,820132.0,343563.0,377593.0,746218.84,,,5000.0,,,,,0.07,,30708.0,,,,5000.0,,,1308.0,0.72,0.01,,,100.0,33.97,0.0,0.0,,0.0,100.0,25.96,0.2598,34.27,0.5552
2023-02-24,555535.0,1172178.85,1.44,5.25,1.21,1.24,1.0,777636.28,352518.0,368548.0,743812.98,,,13655.0,0.02,,,,0.0,5955.0,4700.0,,,0.02,13655.0,,,15000.0,0.77,0.02,,,100.0,34.85,0.0,0.0,,0.0,100.0,26.2,0.2549,32.03,0.5492
2023-02-27,492904.0,1020311.28,1.27,4.6,1.07,1.06,1.0,710109.36,316262.0,343048.0,654662.34,,,22862.0,0.0,,,,0.14,1900.0,59203.0,,,0.0,22862.0,,85.0,27400.0,0.67,0.08,,,100.0,31.68,0.0,0.0,,0.0,100.0,29.82,0.2732,30.18,0.4938
2023-02-28,490232.0,1021643.49,1.27,4.43,1.07,1.04,1.0,709343.58,313590.0,340376.0,653521.56,,,,,,,,0.01,,2672.0,,,,,,,2672.0,0.65,0.01,,,100.0,31.48,0.0,0.0,,0.0,100.0,29.81,0.2732,30.69,0.4922
2023-03-01,485282.0,980269.64,1.25,4.42,1.06,1.03,1.0,677073.7,308399.0,335185.0,622965.98,,,241.0,,,,,0.01,,5432.0,,,,241.0,,,5191.0,0.65,0.01,,,100.0,31.13,0.0,0.0,,0.0,100.0,30.26,0.2727,30.76,0.4899
2023-03-02,478811.0,971986.33,1.24,4.27,1.04,0.99,1.0,672739.97,304613.0,331399.0,618364.39,,,1177.0,0.0,,,,0.02,76.0,4963.0,,,0.0,1177.0,,,3862.0,0.62,0.01,,,100.0,30.86,0.0,0.0,,0.0,100.0,29.09,0.2723,31.45,0.485
2023-03-03,501495.0,1028064.75,1.3,4.39,1.09,1.04,1.0,719976.4,325622.0,351208.0,667525.1,,,25603.0,0.04,,,,0.01,19809.0,4594.0,,,0.04,25603.0,,,,0.67,,,,100.0,32.97,0.0,0.0,,0.0,100.0,29.88,0.2747,31.71,0.5078
2023-03-06,490799.0,986505.99,1.27,4.24,1.07,1.03,1.0,685978.83,315697.0,341283.0,634550.97,,,,0.01,,,,0.02,3222.0,9925.0,,,0.01,,,,13147.0,0.65,0.02,,,100.0,32.19,0.0,0.0,,0.0,100.0,30.31,0.2731,30.34,0.5005
2023-03-07,486721.0,966627.91,1.26,4.09,1.06,1.01,1.0,693503.26,323002.0,349196.0,641481.97,,,,0.01,,608.0,,0.04,7305.0,17695.0,,,0.01,,0.0,25000.0,,0.66,,,,44.94,33.13,395701.0,785862.19,,0.81,44.87,30.15,0.2727,30.94,0.4992
2023-03-08,513767.0,1017258.66,1.33,4.24,1.12,1.05,1.0,721193.22,335005.0,364239.0,663309.9,,,15043.0,0.03,,,,0.01,15043.0,3040.0,,,0.03,15043.0,,,,0.67,,,,45.85,34.47,395701.0,783487.98,,0.79,45.95,29.15,0.2788,32.84,0.5286
2023-03-09,498841.0,974735.31,1.29,4.09,1.08,1.01,1.0,687618.46,317541.0,351903.0,620475.11,,,,0.0,,,,0.04,2009.0,17464.0,,,0.0,,,,14345.0,0.63,0.03,,,43.61,32.76,410575.0,802263.55,,0.81,43.87,30.53,0.2806,30.96,0.5146
2023-03-10,501131.0,987228.07,1.3,4.0,1.09,1.0,1.0,697760.21,319831.0,354193.0,630067.07,,,23944.0,0.0,,,,0.04,2290.0,21654.0,,,0.0,23944.0,,,,0.63,,,,43.21,30.73,420330.0,828050.1,,0.82,43.58,30.47,0.2806,30.95,0.4815
2023-03-13,526141.0,1044389.89,1.36,4.13,1.14,1.06,1.0,740327.59,338882.0,372961.0,672680.77,,,26546.0,0.04,,,,0.01,18768.0,7495.0,,,0.04,26546.0,,,,0.67,,,,44.64,31.78,420330.0,834355.05,,0.82,44.92,30.94,0.2827,32.06,0.4934
2023-03-14,511463.0,982008.96,1.32,3.98,1.11,1.04,1.0,706087.68,332911.0,367754.0,639189.12,,,4702.0,,,,,0.02,,10673.0,,,,4702.0,,,5207.0,0.67,0.01,,,44.2,31.2,420330.0,807033.6,,0.83,44.39,30.26,0.2802,31.72,0.4794
2023-03-15,518455.0,969510.85,1.34,3.95,1.13,1.02,1.0,707331.24,341138.0,378252.0,637928.06,,,11733.0,0.01,,,,0.01,10498.0,3506.0,,,0.01,11733.0,,,,0.66,,,,100.0,32.04,0.0,0.0,,0.0,100.0,31.19,0.2849,31.46,0.487
2023-03-16,520893.0,1004281.7,1.35,3.84,1.13,0.99,1.0,718149.15,339536.0,372484.0,654625.41,,,10842.0,,,,,0.04,,14644.0,,,,10842.0,,2200.0,5768.0,0.63,0.02,,,100.0,32.34,0.0,0.0,,0.0,100.0,29.43,0.2835,33.3,0.4961
2023-03-17,525277.0,1013259.33,1.36,3.9,1.14,1.03,1.0,715032.08,345729.0,370675.0,666911.24,,,6193.0,0.01,,,,,200.0,,,,0.01,6193.0,,,2009.0,0.67,0.0,,,100.0,32.73,0.0,0.0,,0.0,100.0,28.51,0.2766,33.15,0.4973
2023-03-20,529293.0,988719.32,1.37,3.96,1.15,1.04,1.0,720885.48,350107.0,385913.0,653999.88,,,7040.0,0.03,,,,0.01,15238.0,2662.0,,,0.03,7040.0,,,,0.67,,,,100.0,32.93,0.0,0.0,,0.0,100.0,28.35,0.2891,35.53,0.4978
2023-03-21,509751.0,970565.9,1.32,3.86,1.11,0.97,1.0,699779.02,332458.0,367531.0,633000.03,,,,,,,,0.05,,17649.0,,,,,,,18382.0,0.62,0.04,,,100.0,31.74,0.0,0.0,,0.0,100.0,29.49,0.2841,32.94,0.4867
2023-03-22,535114.0,1015111.26,1.38,4.1,1.16,1.04,1.0,769504.77,373770.0,405643.0,709041.69,,,56911.0,0.08,,,,0.03,38112.0,15599.0,,,0.08,56911.0,,,,0.71,,,,100.0,35.82,0.0,0.0,,0.0,100.0,28.06,0.2874,35.71,0.5128
2023-03-23,539022.0,1015517.45,1.39,4.25,1.17,1.04,1.0,767157.26,375323.0,407196.0,707108.53,,,2355.0,0.0,,,,0.0,1553.0,802.0,,,0.0,2355.0,,,,0.71,,,,100.0,35.68,0.0,0.0,,0.0,100.0,27.77,0.2885,36.27,0.5125
2023-03-24,532927.0,1004034.47,1.38,4.61,1.16,1.03,1.0,734324.8,368131.0,389769.0,693558.8,,,50233.0,,,,,0.11,,57425.0,,,,50233.0,,,17427.0,0.69,0.03,,,100.0,34.59,0.0,0.0,,0.0,100.0,28.35,0.2915,36.28,0.5008
2023-03-27,531687.0,1032004.47,1.37,4.83,1.16,1.02,1.0,755338.21,352959.0,389149.0,685093.42,,,,,,,,0.03,,15172.0,,,,,,,620.0,0.67,0.0,,,100.0,34.94,0.0,0.0,,0.0,100.0,28.05,0.2909,36.19,0.5263
2023-03-28,523402.0,983995.76,1.35,4.67,1.14,1.03,1.0,720741.24,331350.0,383373.0,622938.0,,,,,,,,0.03,,21609.0,,,,,,,5776.0,0.64,0.0,,,100.0,32.5,0.0,0.0,,0.0,100.0,28.54,0.291,36.17,0.5134
2023-03-29,518562.0,985267.8,1.34,4.67,1.13,0.99,1.0,723810.7,348030.0,380953.0,661257.0,,,19100.0,,,,,0.01,,2420.0,,,,19100.0,,,2420.0,0.65,0.01,,,100.0,34.25,0.0,0.0,,0.0,100.0,28.73,0.2896,35.54,0.5104
2023-03-30,518664.0,1064298.53,1.34,4.68,1.13,1.0,1.0,777601.3,350137.0,378948.0,718481.12,,,4112.0,,,,,0.0,,2005.0,,,,4112.0,,,2005.0,0.67,0.0,,,100.0,34.56,0.0,0.0,,0.0,100.0,28.7,0.2847,34.69,0.5119
2023-03-31,503606.0,1052536.54,1.3,3.97,1.1,1.06,1.0,776265.71,342608.0,371419.0,716050.72,,,,,,,,0.0,,7529.0,,,,,,,7529.0,0.7,0.0,,,100.0,38.58,0.0,0.0,,0.0,100.0,29.06,0.2841,34.76,0.5671
2023-04-03,486978.0,983695.56,1.26,3.86,1.06,1.04,1.0,910945.26,384250.0,450963.0,776185.0,,,61898.0,0.19,,,,0.04,90100.0,20256.0,,,0.19,61898.0,,,10556.0,0.8,0.02,,,100.0,41.45,0.0,0.0,,0.0,100.0,32.44,0.3019,32.75,0.5253
2023-04-04,485203.0,960701.94,1.25,3.99,1.06,1.0,1.0,873203.76,363731.0,441012.0,720187.38,,,8176.0,,,,,0.08,,28695.0,,,,8176.0,,,9951.0,0.73,0.03,,,100.0,40.13,0.0,0.0,,0.0,100.0,32.41,0.3017,32.53,0.5353
2023-04-05,479017.0,938873.32,1.24,4.07,1.04,0.97,1.0,852258.96,385913.0,434826.0,756389.48,,,42985.0,0.0,,,,0.04,1911.0,20803.0,,,0.0,42985.0,,,8097.0,0.76,0.02,,,100.0,44.16,0.0,0.0,,0.0,100.0,31.28,0.3012,33.06,0.5481
2023-04-06,478105.0,965772.1,1.24,4.1,1.04,0.96,1.0,876506.28,385913.0,433914.0,779544.26,,,,,,,,,,,,,,,,,912.0,0.76,0.01,,,100.0,43.95,0.0,0.0,,0.0,100.0,31.3,0.301,32.81,0.5444
2023-04-07,478105.0,965772.1,1.24,4.16,1.04,0.97,1.0,876506.28,385913.0,433914.0,779544.26,,,,,,,,,,,,,,,,,,0.77,,,,100.0,44.57,0.0,0.0,,0.0,100.0,31.7,0.3011,32.95,0.5522
2023-04-10,478105.0,965772.1,1.24,4.16,1.04,0.98,1.0,876506.28,385913.0,433914.0,779544.26,,,,,,,,,,,,,,,,,,0.77,,,,100.0,44.56,0.0,0.0,,0.0,100.0,31.39,0.3012,32.75,0.5521
2023-04-11,489234.0,968683.32,1.26,4.26,1.06,1.0,1.0,866958.84,393348.0,437858.0,778829.04,,,42669.0,0.01,,,,0.07,3944.0,35234.0,,,0.01,42669.0,,,,0.79,,,,100.0,45.19,0.0,0.0,,0.0,100.0,30.76,0.3029,34.75,0.5621
2023-04-12,621678.0,1238382.58,1.61,5.46,1.35,1.25,1.0,851384.78,378489.0,427402.0,753950.09,,,,,,,,0.03,,14859.0,,,,,,,10456.0,0.75,0.03,,,100.0,43.85,0.0,0.0,,0.0,100.0,27.27,0.335,45.28,0.7203
2023-04-13,619932.0,1238624.14,1.6,5.62,1.35,1.25,1.0,850460.69,376743.0,425656.0,752732.51,,,,,,,,0.0,,1746.0,,,,,,,1746.0,0.75,0.0,,,100.0,43.96,0.0,0.0,,0.0,100.0,27.15,0.3358,45.5,0.7233
2023-04-14,610553.0,1197904.99,1.58,5.65,1.33,1.24,1.0,838611.77,378514.0,427427.0,742644.47,,,46659.0,0.0,,,,0.09,1771.0,44888.0,,,0.0,46659.0,,,,0.75,,,,100.0,44.16,0.0,0.0,,0.0,100.0,25.78,0.3374,46.07,0.7124
2023-04-17,628359.0,1212732.87,1.62,5.86,1.37,1.25,1.0,841036.1,386857.0,435770.0,746634.01,,,9463.0,0.01,,,,0.0,8343.0,1120.0,,,0.01,9463.0,,,,0.76,,,,100.0,45.92,0.0,0.0,,0.0,100.0,27.88,0.3334,44.74,0.7459
2023-04-18,633501.0,1207452.91,1.64,6.06,1.38,1.24,1.0,840378.27,391999.0,440912.0,747150.09,,,11300.0,0.0,,,,0.01,5142.0,6158.0,,,0.0,11300.0,,,,0.75,,,,100.0,45.98,0.0,0.0,,0.0,100.0,28.43,0.3332,44.53,0.7431
2023-04-19,633903.0,1205683.51,1.64,6.07,1.38,1.23,1.0,839379.23,392401.0,441314.0,746346.7,,,23710.0,0.0,,,,0.04,402.0,23308.0,,,0.0,23710.0,,,,0.75,,,,100.0,46.14,0.0,0.0,,0.0,100.0,28.67,0.333,44.44,0.7454
2023-04-20,633733.0,1197755.37,1.64,6.27,1.38,1.22,1.0,833843.43,392358.0,441187.0,741556.62,,,,,,,,0.0,,43.0,,,,,,,127.0,0.75,0.0,,,100.0,46.49,0.0,0.0,,0.0,100.0,28.64,0.3331,44.46,0.7509
2023-04-21,644664.0,1215836.3,1.67,6.47,1.4,1.24,1.0,852694.55,403205.0,452118.0,760444.63,,,17610.0,0.02,,,,0.03,10931.0,13155.0,,,0.02,17610.0,,6392.0,,0.76,,,,100.0,48.31,0.0,0.0,,0.0,100.0,29.86,0.3315,43.65,0.7724
2023-04-24,636053.0,1204684.38,1.64,6.38,1.38,1.22,1.0,840002.26,394594.0,443507.0,747361.04,,,2694.0,,,,,0.02,,11305.0,,,,2694.0,,,8611.0,0.74,0.02,,,100.0,48.59,0.0,0.0,,0.0,100.0,28.94,0.3327,44.27,0.7833
2023-04-25,636143.0,1197221.13,1.64,6.36,1.38,1.23,1.0,834849.55,394684.0,443597.0,742795.29,,,5700.0,0.0,,,,0.01,90.0,5610.0,,,0.0,5700.0,,,,0.75,,,,100.0,49.37,0.0,0.0,,0.0,100.0,28.98,0.3324,44.18,0.7957
2023-04-26,639643.0,1254979.57,1.65,6.58,1.39,1.22,1.0,877204.31,405142.0,447097.0,794888.6,,,10500.0,0.0,,,,0.0,3500.0,42.0,,,0.0,10500.0,,,,0.76,,,,100.0,50.02,0.0,0.0,,0.0,100.0,29.29,0.3321,44.02,0.7897
2023-04-27,578001.0,1117853.93,1.49,5.75,1.26,1.16,1.0,805037.17,391600.0,416255.0,757354.4,,,,,,,,0.05,,33542.0,,,,,,20000.0,30842.0,0.77,0.03,,,100.0,52.15,0.0,0.0,,0.0,100.0,32.55,0.3144,37.99,0.7697
2023-04-28,576941.0,1156766.71,1.49,5.49,1.25,1.14,1.0,832465.98,393282.0,415195.0,788530.41,,,6887.0,,,,,0.01,,5205.0,,,,6887.0,,,1060.0,0.76,0.01,,,100.0,53.73,0.0,0.0,,0.0,100.0,32.39,0.3144,38.15,0.7882
2023-05-01,576941.0,1156766.71,1.49,5.65,1.25,1.17,1.0,832465.98,393282.0,415195.0,788530.41,,,,,,,,,,,,,,,,,,0.78,,,,100.0,54.9,0.0,0.0,,0.0,100.0,32.61,0.3136,37.63,0.8054
2023-05-02,596883.0,1220625.74,1.54,5.85,1.3,1.22,1.0,866951.17,402024.0,423937.0,822139.08,,,11200.0,0.02,,,,0.0,11200.0,2458.0,,,0.02,11200.0,,,2458.0,0.81,0.01,,,100.0,55.31,0.0,0.0,,0.0,100.0,30.87,0.32,40.54,0.8211
2023-05-03,599665.0,1229313.25,1.55,5.82,1.3,1.25,1.0,874773.95,404806.0,426719.0,829852.3,,,22227.0,0.01,,,,0.03,2782.0,19445.0,,,0.01,22227.0,,,,0.83,,,,100.0,56.59,0.0,0.0,,0.0,100.0,31.05,0.3201,40.48,0.8383
2023-05-04,605362.0,1247045.72,1.57,5.92,1.32,1.26,1.0,890776.96,404503.0,432416.0,833276.18,,,,0.01,,,,0.0,6000.0,303.0,,,0.01,,,,303.0,0.83,0.0,,,100.0,56.84,0.0,0.0,,0.0,100.0,30.72,0.3185,40.03,0.8507
2023-05-05,604848.0,1258083.84,1.56,6.04,1.32,1.27,1.0,898356.16,403989.0,431902.0,840297.12,,,,,,,,0.0,,514.0,,,,,,,514.0,0.83,0.0,,,100.0,56.77,0.0,0.0,,0.0,100.0,30.66,0.3188,40.16,0.85
2023-05-08,604182.0,1407744.06,1.56,6.05,1.31,1.28,1.0,1004779.88,403323.0,431236.0,939742.59,,,21801.0,,,,,0.04,,22467.0,,,,21801.0,,,666.0,0.85,0.0,,,100.0,58.4,0.0,0.0,,0.0,100.0,30.67,0.3182,39.97,0.8749
2023-05-09,616898.0,1425034.38,1.6,5.43,1.34,1.46,1.0,1026222.12,416039.0,444252.0,961050.09,,,19499.0,0.07,,,,0.0,13016.0,6783.0,,,0.07,19499.0,,,,0.97,,,,100.0,63.68,0.0,0.0,,0.0,100.0,32.15,0.3188,39.28,0.9442
2023-05-10,648292.0,1549417.88,1.68,5.6,1.41,1.52,1.0,1087798.94,426933.0,455146.0,1020369.87,,,26755.0,0.04,,,,0.04,20500.0,15861.0,,,0.04,26755.0,,,9606.0,0.99,0.03,,,100.0,64.63,0.0,0.0,,0.0,100.0,29.03,0.3307,43.66,0.9814
2023-05-11,641732.0,1366889.16,1.66,5.49,1.4,1.56,1.0,966564.18,423573.0,453786.0,902210.49,,,17910.0,0.04,,,,0.06,4840.0,23098.0,,,0.04,17910.0,,1828.0,6200.0,1.0,0.0,,,100.0,65.61,0.0,0.0,,0.0,100.0,29.82,0.3259,42.15,0.9941
2023-05-12,637932.0,1269484.68,1.65,5.18,1.39,1.39,1.0,905422.14,424773.0,454986.0,845298.27,,,1200.0,0.0,,,,,6200.0,,,,0.0,1200.0,,,5000.0,0.9,0.05,,,100.0,65.68,0.0,0.0,,0.0,100.0,31.22,0.3224,40.64,0.9863
2023-05-15,631267.0,1243595.99,1.63,4.87,1.37,1.28,1.0,882366.94,404965.0,447902.0,797781.05,,,13303.0,,,,,0.07,,33111.0,,,,13303.0,,,7084.0,0.8,0.05,,,100.0,62.76,0.0,0.0,,0.0,100.0,30.19,0.3241,41.36,0.9784
2023-05-16,624244.0,1229760.68,1.61,4.77,1.36,1.25,1.0,886931.43,397942.0,450219.0,783945.74,,,13810.0,0.0,,,,0.04,2317.0,20833.0,,,0.0,13810.0,,,,0.78,,,,100.0,64.1,0.0,0.0,,0.0,100.0,31.04,0.3332,41.81,1.0056
2023-05-17,611446.0,1199657.05,1.58,5.6,1.33,1.22,1.0,850409.28,401663.0,433440.0,788062.81,,,3981.0,0.01,,900.0,,0.0,2821.0,260.0,,,0.01,3981.0,0.0,,20500.0,0.79,0.04,,,100.0,64.26,0.0,0.0,,0.0,100.0,32.61,0.3261,39.36,0.9782
2023-05-18,588961.0,1160253.17,1.52,5.57,1.28,1.18,1.0,850003.78,379197.0,431474.0,747018.09,,,,,,,,0.05,,22466.0,,,,,,,1966.0,0.74,0.01,,,100.0,62.82,0.0,0.0,,0.0,100.0,33.45,0.3218,37.33,0.9756
2023-05-19,588273.0,1153015.08,1.52,5.76,1.28,1.18,1.0,844340.56,378509.0,430786.0,741877.64,,,,,,,,0.0,,688.0,,,,,,,688.0,0.74,0.0,,,100.0,62.7,0.0,0.0,,0.0,100.0,33.35,0.3219,37.49,0.9745
2023-05-22,589756.0,1191307.12,1.52,5.83,1.28,1.18,1.0,873183.38,393941.0,432269.0,795760.82,,,23575.0,0.0,,,,0.02,1483.0,8143.0,,,0.0,23575.0,,,,0.78,,,,100.0,62.81,0.0,0.0,,0.0,100.0,33.31,0.3214,37.23,0.9403
2023-05-23,582821.0,1160979.43,1.51,5.86,1.27,1.28,1.0,847265.33,393706.0,425334.0,784262.35,,,,,,,,0.0,,235.0,,,,,,,6935.0,0.79,0.0,,,100.0,62.77,0.0,0.0,,0.0,100.0,31.63,0.318,35.29,0.9292
2023-05-24,574621.0,1133152.61,1.49,5.82,1.25,1.17,1.0,822588.25,392806.0,417134.0,774613.43,,,,,,,,0.0,,900.0,,,,,,,8200.0,0.78,0.11,,,100.0,62.63,0.0,0.0,,0.0,100.0,34.24,0.3249,38.23,0.9161
2023-05-25,574055.0,1102185.6,1.48,5.88,1.25,1.15,1.0,801730.56,392240.0,417568.0,753100.8,,,,0.0,,,,0.03,434.0,12577.0,,,0.0,,,12011.0,,0.77,,,,100.0,62.54,0.0,0.0,,0.0,100.0,34.44,0.3256,38.34,0.9152
2023-05-26,573189.0,1099376.5,1.48,5.83,1.25,1.13,1.0,799234.44,391374.0,416702.0,750655.33,,,,,,,,0.0,,866.0,,,,,,,866.0,0.75,0.01,,,100.0,62.36,0.0,0.0,,0.0,100.0,34.09,0.3244,38.12,0.9134
2023-05-29,566592.0,1082190.72,1.47,5.71,1.23,1.12,1.0,791154.47,384777.0,414217.0,734924.07,,,,,,,,0.01,,6597.0,,,,,,,2485.0,0.74,0.0,,,100.0,61.82,0.0,0.0,,0.0,100.0,34.04,0.3286,38.52,0.9103
2023-05-30,565462.0,1068723.18,1.46,5.8,1.23,1.1,1.0,780734.43,383647.0,413087.0,725092.83,,,1.0,,,,,0.0,,1131.0,,,,1.0,,,1130.0,0.73,0.0,,,100.0,62.34,0.0,0.0,,0.0,100.0,34.25,0.3303,39.05,0.9188
2023-05-31,581242.0,1081110.12,1.5,5.95,1.26,1.12,1.0,779092.62,393427.0,418867.0,731774.22,,,10000.0,0.01,,,,0.0,6000.0,220.0,,,0.01,10000.0,,,220.0,0.74,0.0,,,100.0,62.84,0.0,0.0,,0.0,100.0,33.17,0.3174,37.87,0.9284
2023-06-01,589101.0,1082767.64,1.52,6.1,1.28,1.12,1.0,776439.21,428436.0,422437.0,787465.37,,,289.0,0.02,,,,0.04,9570.0,19575.0,,,0.02,289.0,,54295.0,6000.0,0.8,0.02,,,100.0,69.51,0.0,0.0,,0.0,100.0,34.91,0.3195,37.29,0.9558
2023-06-02,588879.0,1089426.15,1.52,5.99,1.28,1.11,1.0,780897.95,428325.0,422107.0,792401.25,,,108.0,0.0,,,,0.0,108.0,219.0,,,0.0,108.0,,,438.0,0.79,0.0,,,100.0,69.53,0.0,0.0,,0.0,100.0,34.91,0.319,37.09,0.9559
2023-06-05,585495.0,1089020.7,1.51,5.99,1.27,1.11,1.0,774286.38,400843.0,416283.0,745567.98,,,2440.0,0.01,,,,0.05,2440.0,29922.0,,,0.01,2440.0,,,8264.0,0.74,0.02,,,100.0,65.81,0.0,0.0,,0.0,100.0,33.51,0.3193,38.32,0.9613
2023-06-06,593530.0,1098030.5,1.53,6.19,1.29,1.13,1.0,783284.45,409957.0,423397.0,758420.45,,,11910.0,0.01,,,,0.0,7114.0,2796.0,,,0.01,11910.0,,,,0.76,,,,100.0,67.21,0.0,0.0,,0.0,100.0,34.21,0.3189,37.86,0.973
2023-06-07,583761.0,1092800.59,1.51,6.35,1.27,1.1,1.0,779182.56,363439.0,416230.0,680357.81,,,21332.0,,,,,0.13,,67850.0,,,,21332.0,,,7167.0,0.67,0.02,,,100.0,59.58,0.0,0.0,,0.0,100.0,32.69,0.3181,38.69,0.957
2023-06-08,583884.0,1079017.63,1.51,6.26,1.27,1.11,1.0,769172.71,342913.0,416219.0,633703.22,,,134.0,,,,,0.04,,20660.0,,,,134.0,,,11.0,0.64,0.0,,,100.0,56.2,0.0,0.0,,0.0,100.0,32.58,0.3179,38.73,0.957
2023-06-09,582741.0,1080401.81,1.51,6.61,1.27,1.09,1.0,769550.9,341770.0,415076.0,633641.58,,,,,,,,0.0,,1143.0,,,,,,,1143.0,0.63,0.0,,,100.0,56.02,0.0,0.0,,0.0,100.0,32.59,0.318,38.76,0.9551
2023-06-12,583604.0,1099509.94,1.51,7.49,1.27,1.1,1.0,789637.15,359637.0,419128.0,677556.11,,,21056.0,0.01,,,,0.0,4160.0,3189.0,,,0.01,21056.0,,,108.0,0.67,0.0,,,100.0,58.96,0.0,0.0,,0.0,100.0,32.73,0.3181,38.72,0.9567
2023-06-13,570636.0,1072795.68,1.48,7.51,1.24,1.09,1.0,768168.0,335294.0,408600.0,630352.72,,,,,,,,0.04,,24343.0,,,,,,,10528.0,0.63,0.01,,,100.0,54.98,0.0,0.0,,0.0,100.0,31.92,0.3167,38.81,0.9357
2023-06-14,581050.0,1087725.6,1.5,7.9,1.26,1.11,1.0,787451.18,349568.0,420647.0,654391.3,,,15907.0,0.02,,,,0.0,12047.0,1633.0,,,0.02,15907.0,,,,0.66,,,,100.0,57.32,0.0,0.0,,0.0,100.0,33.15,0.3171,38.13,0.9528
2023-06-15,558163.0,1038183.18,1.44,7.61,1.21,1.06,1.0,758591.7,334539.0,407845.0,622242.54,,,,,,,,0.03,,15029.0,,,,,,,12802.0,0.63,0.02,,,100.0,54.8,0.0,0.0,,0.0,100.0,30.51,0.3171,39.71,0.9143
2023-06-16,577427.0,1001258.42,1.49,7.94,1.26,1.09,1.0,710236.0,337488.0,409594.0,585204.19,,,17515.0,0.0,,,,0.03,1749.0,14566.0,,,0.0,17515.0,,,,0.62,,,,100.0,55.25,0.0,0.0,,0.0,100.0,32.81,0.3168,38.26,0.9453
