,ALMDG FP Equity_DX_SI_QTY,ALMDG FP Equity_DX_SHORT_INTEREST_VALUE,ALMDG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMDG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMDG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMDG FP Equity_DX_SI_MV,ALMDG FP Equity_DX_DSS,ALMDG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMDG FP Equity_DX_SUPPLY_SI_QTY,ALMDG FP Equity_DX_BROKER_SI_QTY,ALMDG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMDG FP Equity_DX_BROKER_SI_MV_NEW_x,ALMDG FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMDG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMDG FP Equity_DX_BROKER_SI_MV_INC_x,ALMDG FP Equity_DX_SUPPLY_SI_MV_NEW,ALMDG FP Equity_DX_BROKER_SI_QTY_ADD,ALMDG FP Equity_DX_BROKER_SI_QTY_NEW,ALMDG FP Equity_DX_SUPPLY_SI_MV_DEC,ALMDG FP Equity_DX_BROKER_SI_QTY_INC,ALMDG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMDG FP Equity_DX_BROKER_SI_MV_NEW_y,ALMDG FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMDG FP Equity_DX_BROKER_SI_MV_INC_y,ALMDG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMDG FP Equity_DX_BROKER_SI_MV_ADD,ALMDG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMDG FP Equity_DX_BROKER_SI_QTY_DEC,ALMDG FP Equity_DX_SUPPLY_SI_MV,ALMDG FP Equity_DX_BROKER_SI_MV_DEC,ALMDG FP Equity_DX_BROKER_SI_MV_RMV,ALMDG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMDG FP Equity_DX_UTILIZATION_QUANTITY,ALMDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMDG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMDG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMDG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMDG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMDG FP Equity_DX_BROKER_SI_CON_RATIO,ALMDG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMDG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALMDG FP Equity_PX_LAST
2023-02-13,14445.0,478851.75,0.23,4.43,0.23,0.48,0.0,248492.4,7496.0,7496.0,248492.4,,,,,,,,,,,,,,,,,,0.25,,,10.95,2.59,60944.0,2020293.6,2.01,10.96,21.22,0.3158,48.15,0.0498,33.15
2023-02-14,14445.0,472351.5,0.23,4.47,0.23,0.48,0.0,245119.2,7496.0,7496.0,245119.2,,,,,,,,,,,,,,,,,,0.25,,,10.95,2.59,60944.0,1992868.8,2.02,10.94,21.32,0.3163,48.18,0.0498,32.7
2023-02-15,14945.0,485712.5,0.24,4.65,0.24,0.49,0.0,259870.0,7496.0,7996.0,243620.0,,,,,,500.0,,,,,,,,,0.02,,,0.25,,,10.95,2.59,60944.0,1980680.0,1.99,10.95,20.55,0.2952,46.43,0.0516,32.5
2023-02-16,14945.0,481229.0,0.24,4.67,0.24,0.49,0.0,257471.2,7496.0,7996.0,241371.2,,,,,,,,,,,,,,,,,,0.24,,,10.95,2.59,60944.0,1962396.8,1.98,10.95,20.57,0.2957,46.48,0.0516,32.2
2023-02-17,16945.0,537156.5,0.27,5.23,0.27,0.55,0.0,285173.2,8496.0,8996.0,269323.2,,,1000.0,,,1000.0,,,,,,,,1000.0,0.03,,,0.28,,,12.24,2.93,60944.0,1931924.8,1.98,12.18,18.24,0.2455,41.23,0.0585,31.7
2023-02-20,16945.0,542240.0,0.27,5.17,0.27,0.54,0.0,287872.0,8496.0,8996.0,271872.0,,,,,,,,,,,,,,,,,,0.27,,,12.24,2.93,60944.0,1950208.0,1.93,12.25,18.51,0.2424,40.66,0.0585,32.0
2023-02-21,17130.0,523321.5,0.27,5.32,0.27,0.55,0.0,274827.8,8681.0,8996.0,265204.55,,,,,,,,,,,,,,,,185.0,,0.28,,,12.47,3.0,60944.0,1861839.2,1.95,12.38,18.04,0.2403,40.77,0.0591,30.55
2023-02-22,17130.0,513900.0,0.27,5.02,0.27,0.52,0.0,275430.0,8681.0,9181.0,260430.0,,,,,,185.0,,,,,,,,,0.01,,,0.26,,,100.0,3.0,0.0,0.0,0.0,100.0,17.97,0.2392,40.61,0.0591,30.0
2023-02-23,17130.0,513900.0,0.27,5.06,0.27,0.51,0.0,275430.0,8681.0,9181.0,260430.0,,,,,,,,,,,,,,,,,,0.26,,,100.0,3.0,0.0,0.0,0.0,100.0,17.92,0.2385,40.51,0.0591,30.0
2023-02-24,15183.0,449416.8,0.24,4.47,0.24,0.46,0.0,240204.0,7615.0,8115.0,225404.0,,,,,,,,0.03,,1066.0,,,,,,,1066.0,0.23,0.03,,100.0,2.63,0.0,0.0,0.0,100.0,20.24,0.2867,45.75,0.0524,29.6
2023-02-27,15183.0,457008.3,0.24,4.49,0.24,0.45,0.0,244261.5,7615.0,8115.0,229211.5,,,,,,,,,,,,,,,,,,0.23,,,100.0,2.63,0.0,0.0,0.0,100.0,20.19,0.2857,45.62,0.0524,30.1
2023-02-28,15183.0,455490.0,0.24,4.54,0.24,0.46,0.0,243450.0,7615.0,8115.0,228450.0,,,,,,,,,,,,,,,,,,0.23,,,100.0,2.63,0.0,0.0,0.0,100.0,20.22,0.2863,45.7,0.0524,30.0
2023-03-01,15183.0,454730.85,0.24,4.71,0.24,0.46,0.0,243044.25,7615.0,8115.0,228069.25,,,,,,,,,,,,,,,,,,0.23,,,100.0,2.63,0.0,0.0,0.0,100.0,20.23,0.2864,45.71,0.0524,29.95
2023-03-02,15181.0,454670.95,0.24,5.66,0.24,0.46,0.0,246548.4,7732.0,8232.0,231573.4,,,34.0,0.0,,,,,117.0,,,,0.0,34.0,,83.0,,0.23,,,100.0,2.67,0.0,0.0,0.0,100.0,20.21,0.286,45.68,0.0524,29.95
2023-03-03,15222.0,461226.6,0.24,5.88,0.24,0.46,0.0,250671.9,7773.0,8273.0,235521.9,,,41.0,0.0,,,,,41.0,,,,0.0,41.0,,,,0.23,,,100.0,2.68,0.0,0.0,0.0,100.0,20.15,0.2845,45.53,0.0525,30.3
2023-03-06,15288.0,453289.2,0.24,6.41,0.24,0.46,0.0,247251.35,7839.0,8339.0,232426.35,,,66.0,0.0,,,,,66.0,,,,0.0,66.0,,,,0.24,,,100.0,2.7,0.0,0.0,0.0,100.0,20.13,0.2834,45.48,0.0527,29.65
2023-03-07,15288.0,455582.4,0.24,6.45,0.24,0.45,0.0,248502.2,7839.0,8339.0,233602.2,,,,,,,,,,,,,,,,,,0.23,,,100.0,2.7,0.0,0.0,0.0,100.0,20.06,0.2821,45.33,0.0527,29.8
2023-03-08,15288.0,450996.0,0.24,6.67,0.24,0.46,0.0,246000.5,7839.0,8339.0,231250.5,,,,,,,,,,,,,,,,,,0.23,,,100.0,2.7,0.0,0.0,0.0,100.0,20.11,0.2831,45.44,0.0527,29.5
2023-03-09,15488.0,459219.2,0.25,6.9,0.25,0.46,0.0,253181.35,8039.0,8539.0,238356.35,,,200.0,0.01,,,,,200.0,,,,0.01,200.0,,,,0.24,,,100.0,2.77,0.0,0.0,0.0,100.0,19.81,0.276,44.78,0.0534,29.65
2023-03-10,15318.0,454944.6,0.24,6.82,0.24,0.45,0.0,248559.3,7869.0,8369.0,233709.3,,,,,,,,0.01,,170.0,,,,,,,170.0,0.23,0.01,,100.0,2.71,0.0,0.0,0.0,100.0,20.04,0.2816,45.29,0.0528,29.7
2023-03-13,17559.0,514478.7,0.28,7.88,0.28,0.52,0.0,272577.9,8803.0,9303.0,257927.9,,,1000.0,,,1000.0,,0.0,,66.0,,,,1000.0,0.03,,66.0,0.26,0.0,,100.0,3.04,0.0,0.0,0.0,100.0,17.53,0.2287,39.61,0.0605,29.3
2023-03-14,17559.0,523258.2,0.28,7.69,0.28,0.52,0.0,277229.4,8803.0,9303.0,262329.4,,,,,,,,,,,,,,,,,,0.26,,,100.0,3.04,0.0,0.0,0.0,100.0,17.37,0.229,39.69,0.0605,29.8
2023-03-15,17037.0,494073.0,0.27,7.35,0.27,0.51,0.0,255838.0,8762.0,8822.0,254098.0,,,,,,,,0.0,,41.0,,,,,,,481.0,0.26,0.01,,100.0,3.02,0.0,0.0,0.0,100.0,18.12,0.2427,40.94,0.0587,29.0
2023-03-16,16905.0,495316.5,0.27,7.24,0.27,0.49,0.0,256550.8,8696.0,8756.0,254792.8,,,,,,,,0.0,,66.0,,,,,,,66.0,0.25,0.0,,100.0,3.0,0.0,0.0,0.0,100.0,18.16,0.2445,41.04,0.0583,29.3
2023-03-17,16905.0,493626.0,0.27,7.24,0.27,0.5,0.0,255675.2,8696.0,8756.0,253923.2,,,,,,,,,,,,,,,,,,0.25,,,100.0,3.0,0.0,0.0,0.0,100.0,18.2,0.2451,41.12,0.0583,29.2
2023-03-20,16767.0,482889.6,0.27,6.95,0.27,0.49,0.0,253958.4,8758.0,8818.0,252230.4,,,,0.0,,,,,62.0,,,,0.0,,,62.0,,0.26,,,100.0,3.02,0.0,0.0,0.0,100.0,18.37,0.2492,41.52,0.0578,28.8
2023-03-21,16767.0,481212.9,0.27,6.78,0.27,0.48,0.0,253076.6,8758.0,8818.0,251354.6,,,,,,,,,,,,,,,,,,0.25,,,100.0,3.02,0.0,0.0,0.0,100.0,18.35,0.2489,41.46,0.0578,28.7
2023-03-22,14905.0,430009.25,0.24,5.77,0.24,0.43,0.0,223760.6,7696.0,7756.0,222029.6,,,,,,,,0.03,,1062.0,,,,,,,1062.0,0.22,0.03,,100.0,2.65,0.0,0.0,0.0,100.0,20.62,0.2969,46.59,0.0514,28.85
2023-03-23,14905.0,429264.0,0.24,5.76,0.24,0.43,0.0,223372.8,7696.0,7756.0,221644.8,,,,,,,,,,,,,,,,,,0.22,,,100.0,2.65,0.0,0.0,0.0,100.0,20.63,0.2972,46.62,0.0514,28.8
2023-03-24,14505.0,409766.25,0.23,6.03,0.23,0.42,0.0,213457.0,7496.0,7556.0,211762.0,,,,,,,,0.01,,200.0,,,,,,,200.0,0.22,0.01,,100.0,2.59,0.0,0.0,0.0,100.0,21.24,0.3138,47.99,0.05,28.25
2023-03-27,14843.0,423025.5,0.24,6.01,0.24,0.42,0.0,220162.5,7665.0,7725.0,218452.5,,,,,,169.0,,,,,,,,,0.0,169.0,,0.22,,,100.0,2.64,0.0,0.0,0.0,100.0,20.69,0.299,46.76,0.0512,28.5
2023-03-28,15843.0,449941.2,0.25,6.35,0.25,0.45,0.0,233590.0,8165.0,8225.0,231886.0,,,500.0,0.01,,,,,500.0,,,,0.01,500.0,,,,0.23,,,100.0,2.81,0.0,0.0,0.0,100.0,19.41,0.2696,43.87,0.0546,28.4
2023-03-29,15843.0,448356.9,0.25,6.3,0.25,0.45,0.0,232767.5,8165.0,8225.0,231069.5,,,,,,,,,,,,,,,,,,0.23,,,100.0,2.81,0.0,0.0,0.0,100.0,19.41,0.2697,43.87,0.0546,28.3
2023-03-30,15843.0,450733.35,0.25,6.39,0.25,0.45,0.0,234001.25,8165.0,8225.0,232294.25,,,,,,,,,,,,,,,,,,0.23,,,100.0,2.81,0.0,0.0,0.0,100.0,19.39,0.2692,43.82,0.0546,28.45
2023-03-31,15843.0,449941.2,0.25,6.46,0.25,0.45,0.0,233590.0,8165.0,8225.0,231886.0,,,,,,,,,,,,,,,,,,0.23,,,100.0,2.81,0.0,0.0,0.0,100.0,19.41,0.2696,43.86,0.0546,28.4
2023-04-03,15843.0,451525.5,0.25,6.22,0.25,0.45,0.0,234412.5,8165.0,8225.0,232702.5,,,,,,,,,,,,,,,,,,0.23,,,100.0,2.81,0.0,0.0,0.0,100.0,19.4,0.2693,43.83,0.0546,28.5
2023-04-04,17043.0,484873.35,0.27,6.02,0.27,0.49,0.0,251071.25,8765.0,8825.0,249364.25,,,600.0,0.02,,,,,600.0,,,,0.02,600.0,,,,0.25,,,100.0,3.01,0.0,0.0,0.0,100.0,18.04,0.249,40.78,0.0586,28.45
2023-04-05,16158.0,451616.1,0.26,6.05,0.26,0.46,0.0,226646.55,8049.0,8109.0,224969.55,,,,,,,,0.02,,716.0,,,,,,,716.0,0.23,0.02,,100.0,2.77,0.0,0.0,0.0,100.0,19.06,0.2702,43.07,0.0556,27.95
2023-04-06,16158.0,428187.0,0.26,6.08,0.26,0.45,0.0,214888.5,8049.0,8109.0,213298.5,,,,,,,,,,,,,,,,,,0.23,,,100.0,2.77,0.0,0.0,0.0,100.0,19.35,0.2709,43.09,0.0556,26.5
2023-04-07,16158.0,428187.0,0.26,5.74,0.26,0.44,0.0,214888.5,8049.0,8109.0,213298.5,,,,,,,,,,,,,,,,,,0.21,,,100.0,2.77,0.0,0.0,0.0,100.0,19.96,0.2662,42.2,0.0555,
2023-04-10,16158.0,428187.0,0.26,5.74,0.26,0.43,0.0,214888.5,8049.0,8109.0,213298.5,,,,,,,,,,,,,,,,,,0.22,,,100.0,2.77,0.0,0.0,0.0,100.0,18.91,0.2685,42.82,0.0555,
2023-04-11,15158.0,390318.5,0.24,5.38,0.24,0.4,0.0,195931.75,7549.0,7609.0,194386.75,,,,,,,,0.01,,500.0,,,,,,,500.0,0.2,0.01,,100.0,2.6,0.0,0.0,0.0,100.0,20.34,0.2928,45.98,0.0522,25.75
2023-04-12,15158.0,388044.8,0.24,5.02,0.24,0.39,0.0,194790.4,7549.0,7609.0,193254.4,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.6,0.0,0.0,0.0,100.0,20.29,0.2918,45.86,0.0522,25.6
2023-04-13,15158.0,386529.0,0.24,5.68,0.24,0.39,0.0,194029.5,7549.0,7609.0,192499.5,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.59,0.0,0.0,0.0,100.0,20.29,0.2917,45.85,0.0519,25.5
2023-04-14,15466.0,408302.4,0.25,5.55,0.25,0.4,0.0,204943.2,7703.0,7763.0,203359.2,,,154.0,0.0,,,,,154.0,,,,0.0,154.0,,,,0.2,,,100.0,2.64,0.0,0.0,0.0,100.0,19.81,0.2823,44.76,0.0529,26.4
2023-04-17,16358.0,429397.5,0.26,5.52,0.26,0.43,0.0,215486.25,8149.0,8209.0,213911.25,,,446.0,0.01,,,,,446.0,,,,0.01,446.0,,,,0.22,,,100.0,2.79,0.0,0.0,0.0,100.0,18.8,0.2667,42.49,0.0559,26.25
2023-04-18,16358.0,422036.4,0.26,5.36,0.26,0.43,0.0,211792.2,8149.0,8209.0,210244.2,,,,,,,,,,,,,,,,,,0.21,,,100.0,2.78,0.0,0.0,0.0,100.0,18.83,0.2671,42.54,0.0559,25.8
2023-04-19,16358.0,413857.4,0.26,5.39,0.26,0.42,0.0,207687.7,8149.0,8209.0,206169.7,,,,,,,,,,,,,,,,,,0.21,,,100.0,2.78,0.0,0.0,0.0,100.0,18.83,0.2671,42.55,0.0559,25.3
2023-04-20,16490.0,421319.5,0.26,5.39,0.26,0.42,0.0,211426.25,8215.0,8275.0,209893.25,,,,,,66.0,,,,,,,,,0.0,66.0,,0.21,,,100.0,2.81,0.0,0.0,0.0,100.0,18.63,0.2619,42.09,0.0563,25.55
2023-04-21,15230.0,385319.0,0.24,4.9,0.24,0.39,0.0,192659.5,7615.0,7615.0,192659.5,,,,,,,,0.02,,600.0,,,,,,,660.0,0.19,0.02,,100.0,2.6,0.0,0.0,0.0,100.0,20.21,0.2893,45.67,0.0521,25.3
2023-04-24,19011.0,475275.0,0.3,5.97,0.3,0.48,0.0,284900.0,11396.0,11396.0,284900.0,,,,,,3781.0,,,,,,,,,0.09,3781.0,,0.29,,,100.0,3.9,0.0,0.0,0.0,100.0,19.71,0.2253,36.66,0.0651,25.0
2023-04-25,15203.0,370953.2,0.24,4.57,0.24,0.38,0.0,191344.8,7842.0,7842.0,191344.8,,,,,,,,0.09,,3554.0,,,,,,,3554.0,0.2,0.09,,100.0,2.69,0.0,0.0,0.0,100.0,20.29,0.288,45.85,0.0521,24.4
2023-04-26,15203.0,357270.5,0.24,4.49,0.24,0.37,0.0,184287.0,7842.0,7842.0,184287.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.69,0.0,0.0,0.0,100.0,20.32,0.2887,45.92,0.0521,23.5
2023-04-27,15373.0,378175.8,0.25,4.27,0.25,0.36,0.0,195004.2,7927.0,7927.0,195004.2,,,85.0,0.0,,,,,85.0,,,,0.0,85.0,,,,0.19,,,100.0,2.72,0.0,0.0,0.0,100.0,19.87,0.279,44.91,0.0527,24.6
2023-04-28,15841.0,386520.4,0.25,4.15,0.25,0.39,0.0,199128.4,8161.0,8161.0,199128.4,,,234.0,0.01,,,,,234.0,,,,0.01,234.0,,,,0.2,,,100.0,2.79,0.0,0.0,0.0,100.0,19.43,0.2696,43.9,0.0542,24.4
2023-05-01,15841.0,386520.4,0.25,4.1,0.25,0.39,0.0,199128.4,8161.0,8161.0,199128.4,,,,,,,,,,,,,,,,,,0.2,,,100.0,2.79,0.0,0.0,0.0,100.0,19.35,0.27,44.0,0.0542,
2023-05-02,15495.0,385050.75,0.25,4.01,0.25,0.38,0.0,182249.9,8161.0,7334.0,202800.85,,,,,,,,,,,,,,,,,827.0,0.2,0.02,,100.0,2.79,0.0,0.0,0.0,100.0,19.79,0.2771,44.73,0.053,24.85
2023-05-03,14668.0,365966.6,0.23,3.76,0.23,0.36,0.0,182983.3,7334.0,7334.0,182983.3,,,,,,,,0.02,,827.0,,,,,,,,0.18,,,100.0,2.51,0.0,0.0,0.0,100.0,20.95,0.3064,47.35,0.0502,24.95
2023-05-04,16668.0,413366.4,0.27,4.34,0.27,0.42,0.0,206683.2,8334.0,8334.0,206683.2,,,,,,1000.0,,,,,,,,,0.03,1000.0,,0.21,,,100.0,2.85,0.0,0.0,0.0,100.0,18.46,0.2521,41.72,0.0571,24.8
2023-05-05,16668.0,411699.6,0.27,4.36,0.27,0.41,0.0,205849.8,8334.0,8334.0,205849.8,,,,,,,,,,,,,,,,,,0.21,,,100.0,2.86,0.0,0.0,0.0,100.0,18.46,0.252,41.71,0.0571,24.7
2023-05-08,16498.0,406675.7,0.26,4.41,0.26,0.41,0.0,203337.85,8249.0,8249.0,203337.85,,,,,,,,0.0,,85.0,,,,,,,85.0,0.2,0.0,,100.0,2.83,0.0,0.0,0.0,100.0,18.64,0.2564,42.13,0.0565,24.65
2023-05-09,18298.0,443726.5,0.29,4.88,0.29,0.45,0.0,221863.25,9149.0,9149.0,221863.25,,,900.0,0.02,,,,,900.0,,,,0.02,900.0,,,,0.23,,,100.0,3.13,0.0,0.0,0.0,100.0,16.84,0.2237,38.06,0.0625,24.25
2023-05-10,17830.0,433269.0,0.28,4.62,0.28,0.43,0.0,216634.5,8915.0,8915.0,216634.5,,,,,,,,0.01,,234.0,,,,,,,234.0,0.22,0.01,,100.0,3.05,0.0,0.0,0.0,100.0,17.24,0.2289,38.95,0.061,24.3
2023-05-11,15830.0,383877.5,0.25,4.14,0.25,0.38,0.0,191938.75,7915.0,7915.0,191938.75,,,,,,,,0.02,,1000.0,,,,,,,1000.0,0.19,0.02,,100.0,2.71,0.0,0.0,0.0,100.0,19.42,0.2746,43.89,0.0541,24.25
2023-05-12,15830.0,383086.0,0.25,4.15,0.25,0.38,0.0,191543.0,7915.0,7915.0,191543.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.71,0.0,0.0,0.0,100.0,19.42,0.2745,43.89,0.0542,24.2
2023-05-15,15830.0,379920.0,0.25,4.09,0.25,0.38,0.0,189960.0,7915.0,7915.0,189960.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.71,0.0,0.0,0.0,100.0,19.44,0.2748,43.92,0.0542,24.0
2023-05-16,15830.0,375171.0,0.25,4.03,0.25,0.38,0.0,187585.5,7915.0,7915.0,187585.5,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.71,0.0,0.0,0.0,100.0,19.44,0.2749,43.94,0.0542,23.7
2023-05-17,14930.0,350108.5,0.24,3.77,0.24,0.35,0.0,164501.75,7915.0,7015.0,185606.75,,,,,,,,,,,,,,,,,900.0,0.19,0.02,,100.0,2.71,0.0,0.0,0.0,100.0,20.61,0.298,46.58,0.0511,23.45
2023-05-18,14030.0,329705.0,0.22,3.53,0.22,0.33,0.0,164852.5,7015.0,7015.0,164852.5,,,,,,,,0.02,,900.0,,,,,,,,0.16,,,100.0,2.42,0.0,0.0,0.0,100.0,21.9,0.3327,49.49,0.0483,23.5
2023-05-19,16230.0,370855.5,0.26,4.11,0.26,0.38,0.0,185427.75,8115.0,8115.0,185427.75,,,,,,1100.0,,,,,,,,,0.03,1100.0,,0.19,,,100.0,2.8,0.0,0.0,0.0,100.0,18.99,0.268,42.91,0.0559,22.85
2023-05-22,16230.0,365986.5,0.26,4.01,0.26,0.38,0.0,182993.25,8115.0,8115.0,182993.25,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.8,0.0,0.0,0.0,100.0,19.18,0.2703,43.26,0.0561,22.55
2023-05-23,16230.0,375724.5,0.26,3.76,0.26,0.37,0.0,187862.25,8115.0,8115.0,187862.25,,,,,,,,,,,,,,,,,,0.18,,,100.0,2.84,0.0,0.0,0.0,100.0,19.7,0.2647,42.25,0.0567,23.15
2023-05-24,16230.0,376536.0,0.26,3.89,0.26,0.38,0.0,188268.0,8115.0,8115.0,188268.0,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.83,0.0,0.0,0.0,100.0,19.33,0.2663,42.58,0.0567,23.2
2023-05-25,16230.0,381405.0,0.26,3.92,0.26,0.38,0.0,190702.5,8115.0,8115.0,190702.5,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.89,0.0,0.0,0.0,100.0,18.91,0.2667,42.74,0.0577,23.5
2023-05-26,18235.0,438551.75,0.29,4.34,0.29,0.43,0.0,243386.0,10120.0,10120.0,243386.0,,,,0.05,,,,,2005.0,,,,0.05,,,2005.0,,0.24,,,100.0,3.6,0.0,0.0,0.0,100.0,23.81,0.2515,38.09,0.0648,24.05
2023-05-29,16260.0,394305.0,0.26,3.7,0.26,0.39,0.0,197516.25,8145.0,8145.0,197516.25,,,,,,,,0.05,,1975.0,,,,,,,1975.0,0.19,0.05,,100.0,2.93,0.0,0.0,0.0,100.0,18.58,0.2645,42.43,0.0584,24.25
2023-05-30,16576.0,401139.2,0.26,3.88,0.26,0.4,0.0,204756.2,8915.0,8461.0,215743.0,,,800.0,0.02,,,,0.0,770.0,30.0,,,0.02,800.0,,,454.0,0.22,0.01,,100.0,3.21,0.0,0.0,0.0,100.0,18.93,0.2678,41.92,0.0596,24.2
2023-05-31,13922.0,331343.6,0.22,3.31,0.22,0.34,0.0,175191.8,7361.0,7361.0,175191.8,,,,,,,,0.04,,1554.0,,,,,,,1100.0,0.18,0.03,,100.0,2.7,0.0,0.0,0.0,100.0,22.57,0.3238,46.7,0.051,23.8
2023-06-01,13529.0,312519.9,0.22,3.19,0.22,0.32,0.0,160960.8,7361.0,6968.0,170039.1,,,,,,,,,,,,,,,,,393.0,0.18,0.01,,100.0,2.7,0.0,0.0,0.0,100.0,23.23,0.3392,48.06,0.0496,23.1
2023-06-02,14136.0,318060.0,0.23,3.27,0.23,0.33,0.0,168030.0,7468.0,7468.0,168030.0,,,500.0,0.01,,,,0.01,500.0,393.0,,,0.01,500.0,,,,0.17,,,100.0,2.73,0.0,0.0,0.0,100.0,22.24,0.2977,43.24,0.0517,22.5
2023-06-05,14136.0,344918.4,0.23,2.99,0.23,0.32,0.0,182219.2,7468.0,7468.0,182219.2,,,,,,,,,,,,,,,,,,0.17,,,100.0,2.73,0.0,0.0,0.0,100.0,22.03,0.2944,42.83,0.0517,24.4
2023-06-06,13641.0,330794.25,0.22,2.8,0.22,0.33,0.0,169095.25,7468.0,6973.0,181099.0,,,,,,,,,,,,,,,,,495.0,0.18,0.01,,100.0,2.83,0.0,0.0,0.0,100.0,23.01,0.3115,44.73,0.0517,24.25
2023-06-07,14522.0,346349.7,0.23,2.94,0.23,0.35,0.0,182714.85,7661.0,7661.0,182714.85,,,688.0,0.02,,,,0.01,688.0,495.0,,,0.02,688.0,,,,0.19,,,100.0,2.99,0.0,0.0,0.0,100.0,21.64,0.2721,38.66,0.0567,23.85
2023-06-08,14522.0,355062.9,0.23,2.81,0.23,0.35,0.0,187311.45,7661.0,7661.0,187311.45,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.99,0.0,0.0,0.0,100.0,21.4,0.273,38.94,0.0566,24.45
2023-06-09,14522.0,370311.0,0.23,2.88,0.23,0.36,0.0,195355.5,7661.0,7661.0,195355.5,,,,,,,,,,,,,,,,,,0.19,,,100.0,2.93,0.0,0.0,0.0,100.0,21.52,0.2711,38.44,0.0556,25.5
2023-06-12,16522.0,409745.6,0.26,3.23,0.26,0.42,0.0,239592.8,8661.0,9661.0,214792.8,,,,,,2000.0,,,,,,,,,0.05,1000.0,,0.22,,,7.47,3.35,107231.0,2659328.8,2.41,8.3,19.03,0.2175,34.0,0.0639,24.8
2023-06-13,18522.0,463050.0,0.3,3.5,0.3,0.46,0.0,291525.0,10661.0,11661.0,266525.0,,,,,,2000.0,,,,,,,,,0.04,2000.0,,0.26,,,9.04,4.13,107231.0,2680775.0,2.43,9.59,17.07,0.1856,30.48,0.0717,25.0
2023-06-14,17659.0,482090.7,0.28,3.3,0.28,0.45,0.0,294785.4,9991.0,10798.0,272754.3,,,,,,,,0.01,,670.0,,,,,,,863.0,0.25,0.01,,8.52,3.88,107231.0,2927406.3,2.69,8.51,17.62,0.1915,31.47,0.0686,27.3
2023-06-15,17359.0,475636.6,0.28,2.98,0.28,0.47,0.0,287645.2,9691.0,10498.0,265533.4,,,,0.02,,,,0.0,500.0,300.0,,,0.02,,,,800.0,0.26,0.01,,8.29,3.8,107231.0,2938129.4,2.69,8.79,17.68,0.1899,32.23,0.0681,27.4
2023-06-16,17368.0,467199.2,0.28,2.9,0.28,0.48,0.0,282396.2,9700.0,10498.0,260930.0,,,202.0,,,,,0.0,,193.0,,,,202.0,,,,0.26,,,8.3,3.84,107231.0,2884513.9,2.7,8.81,18.84,0.1868,31.13,0.0687,26.9
2023-06-19,17768.0,468186.8,0.28,2.93,0.28,0.48,0.0,250272.3,10100.0,9498.0,266135.0,,,400.0,,,,,,,,,,,400.0,,,1000.0,0.27,0.03,,8.61,3.99,107231.0,2825536.85,2.64,9.16,21.07,0.1895,30.57,0.0701,26.35
2023-06-20,15672.0,416091.6,0.25,2.57,0.25,0.41,0.0,223073.1,8402.0,8402.0,223073.1,,,,0.01,,,,0.04,602.0,1698.0,,,0.01,,,,1698.0,0.22,0.05,,100.0,3.37,0.0,0.0,0.0,100.0,27.29,0.2443,34.53,0.0629,26.55
2023-06-21,15470.0,415369.5,0.25,2.55,0.25,0.41,0.0,220170.0,8402.0,8200.0,225593.7,,,,,,,,,,,,,,,,,202.0,0.22,0.0,,100.0,3.37,0.0,0.0,0.0,100.0,26.34,0.2437,34.97,0.0621,26.85
2023-06-22,15568.0,402432.8,0.25,2.59,0.25,0.42,0.0,219725.0,8500.0,8500.0,219725.0,,,98.0,0.01,,,,,300.0,,,,0.01,98.0,,,,0.23,,,100.0,3.41,0.0,0.0,0.0,100.0,24.97,0.2378,34.88,0.0624,25.85
