,ALPOU FP Equity_DX_SI_QTY,ALPOU FP Equity_DX_SHORT_INTEREST_VALUE,ALPOU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPOU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPOU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPOU FP Equity_DX_SI_MV,ALPOU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPOU FP Equity_DX_SUPPLY_SI_QTY,ALPOU FP Equity_DX_BROKER_SI_QTY,ALPOU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPOU FP Equity_DX_SUPPLY_SI_MV,ALPOU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPOU FP Equity_DX_UTILIZATION_QUANTITY,ALPOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPOU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPOU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPOU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPOU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALPOU FP Equity_DX_BROKER_SI_CON_RATIO,ALPOU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPOU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPOU FP Equity_PX_LAST
2020-10-16,,,,,,,,,,,,,,,,,,,,,,3.88
2020-10-19,,,,,,,,,,,,,,,,,,,,,,3.96
2020-10-20,,,,,,,,,,,,,,,,,,,,,,3.86
2020-10-21,,,,,,,,,,,,,,,,,,,,,,4.0
2020-10-22,,,,,,,,,,,,,,,,,,,,,,3.94
2020-10-23,,,,,,,,,,,,,,,,,,,,,,3.86
2020-10-26,,,,,,,,,,,,,,,,,,,,,,3.88
2020-10-27,,,,,,,,,,,,,,,,,,,,,,3.84
2020-10-28,,,,,,,,,,,,,,,,,,,,,,3.86
2020-10-29,,,,,,,,,,,,,,,,,,,,,,3.62
2020-10-30,,,,,,,,,,,,,,,,,,,,,,3.56
2020-11-02,,,,,,,,,,,,,,,,,,,,,,3.6
2020-11-03,,,,,,,,,,,,,,,,,,,,,,3.64
2020-11-04,,,,,,,,,,,,,,,,,,,,,,3.66
2020-11-05,,,,,,,,,,,,,,,,,,,,,,3.58
2020-11-06,,,,,,,,,,,,,,,,,,,,,,3.6
2020-11-09,,,,,,,,,,,,,,,,,,,,,,3.78
2020-11-10,,,,,,,,,,,,,,,,,,,,,,4.08
2020-11-11,,,,,,,,,,,,,,,,,,,,,,3.76
2020-11-12,,,,,,,,,,,,,,,,,,,,,,3.8
2020-11-13,,,,,,,,,,,,,,,,,,,,,,3.8
2020-11-16,,,,,,,,,,,,,,,,,,,,,,3.98
2020-11-17,,,,,,,,,,,,,,,,,,,,,,3.84
2020-11-18,,,,,,,,,,,,,,,,,,,,,,4.06
2020-11-19,,,,,,,,,,,,,,,,,,,,,,3.96
2020-11-20,,,,,,,,,,,,,,,,,,,,,,3.9
2020-11-23,,,,,,,,,,,,,,,,,,,,,,3.88
2020-11-24,,,,,,,,,,,,,,,,,,,,,,4.0
2020-11-25,,,,,,,,,,,,,,,,,,,,,,4.08
2020-11-26,,,,,,,,,,,,,,,,,,,,,,4.12
2020-11-27,,,,,,,,,,,,,,,,,,,,,,4.2
2020-11-30,,,,,,,,,,,,,,,,,,,,,,4.5
2020-12-01,,,,,,,,,,,,,,,,,,,,,,4.06
2020-12-02,,,,,,,,,,,,,,,,,,,,,,4.24
2020-12-03,,,,,,,,,,,,,,,,,,,,,,4.32
2020-12-04,,,,,,,,,,,,,,,,,,,,,,4.18
2020-12-07,,,,,,,,,,,,,,,,,,,,,,4.18
2020-12-08,,,,,,,,,,,,,,,,,,,,,,3.94
2020-12-09,,,,,,,,,,,,,,,,,,,,,,4.0
2020-12-10,,,,,,,,,,,,,,,,,,,,,,4.14
2020-12-14,,,,,,,,,,,,,,,,,,,,,,4.08
2020-12-15,,,,,,,,,,,,,,,,,,,,,,4.04
2020-12-16,,,,,,,,,,,,,,,,,,,,,,4.02
2020-12-17,,,,,,,,,,,,,,,,,,,,,,3.96
2020-12-18,,,,,,,,,,,,,,,,,,,,,,4.04
2020-12-21,,,,,,,,,,,,,,,,,,,,,,3.94
2020-12-22,,,,,,,,,,,,,,,,,,,,,,3.98
2020-12-23,,,,,,,,,,,,,,,,,,,,,,4.0
2020-12-24,,,,,,,,,,,,,,,,,,,,,,4.0
2020-12-28,,,,,,,,,,,,,,,,,,,,,,3.98
2020-12-29,,,,,,,,,,,,,,,,,,,,,,3.96
2020-12-30,,,,,,,,,,,,,,,,,,,,,,3.92
2020-12-31,,,,,,,,,,,,,,,,,,,,,,3.94
2021-01-04,,,,,,,,,,,,,,,,,,,,,,3.92
2021-01-05,,,,,,,,,,,,,,,,,,,,,,3.92
2021-01-06,,,,,,,,,,,,,,,,,,,,,,3.98
2021-01-07,,,,,,,,,,,,,,,,,,,,,,4.28
2021-01-08,,,,,,,,,,,,,,,,,,,,,,4.24
2021-01-11,,,,,,,,,,,,,,,,,,,,,,4.14
2021-01-12,,,,,,,,,,,,,,,,,,,,,,4.04
2021-01-13,,,,,,,,,,,,,,,,,,,,,,4.08
2021-01-14,,,,,,,,,,,,,,,,,,,,,,4.1
2021-01-15,,,,,,,,,,,,,,,,,,,,,,4.44
2021-01-18,,,,,,,,,,,,,,,,,,,,,,4.4
2021-01-19,,,,,,,,,,,,,,,,,,,,,,4.34
2021-01-20,,,,,,,,,,,,,,,,,,,,,,4.28
2021-01-21,,,,,,,,,,,,,,,,,,,,,,4.34
2021-01-22,,,,,,,,,,,,,,,,,,,,,,4.2
2021-01-25,,,,,,,,,,,,,,,,,,,,,,4.06
2021-01-26,,,,,,,,,,,,,,,,,,,,,,4.24
2021-01-27,,,,,,,,,,,,,,,,,,,,,,4.1
2021-01-28,,,,,,,,,,,,,,,,,,,,,,4.26
2021-01-29,,,,,,,,,,,,,,,,,,,,,,4.1
2021-02-01,,,,,,,,,,,,,,,,,,,,,,4.06
2021-02-02,,,,,,,,,,,,,,,,,,,,,,4.1
2021-02-03,,,,,,,,,,,,,,,,,,,,,,4.08
2021-02-04,,,,,,,,,,,,,,,,,,,,,,4.12
2021-02-05,,,,,,,,,,,,,,,,,,,,,,4.12
2021-02-08,,,,,,,,,,,,,,,,,,,,,,4.1
2021-02-09,,,,,,,,,,,,,,,,,,,,,,4.1
2021-02-10,,,,,,,,,,,,,,,,,,,,,,3.98
2021-02-11,,,,,,,,,,,,,,,,,,,,,,4.0
2021-02-12,,,,,,,,,,,,,,,,,,,,,,3.98
2021-02-15,,,,,,,,,,,,,,,,,,,,,,4.0
2021-02-16,,,,,,,,,,,,,,,,,,,,,,4.04
2021-02-17,,,,,,,,,,,,,,,,,,,,,,4.06
2021-02-18,,,,,,,,,,,,,,,,,,,,,,4.06
2021-02-19,,,,,,,,,,,,,,,,,,,,,,4.0
2021-02-22,,,,,,,,,,,,,,,,,,,,,,4.02
2021-02-23,,,,,,,,,,,,,,,,,,,,,,4.04
2021-02-24,,,,,,,,,,,,,,,,,,,,,,4.06
2021-02-25,,,,,,,,,,,,,,,,,,,,,,4.06
2021-02-26,,,,,,,,,,,,,,,,,,,,,,4.2
2021-03-01,,,,,,,,,,,,,,,,,,,,,,4.14
2021-03-02,,,,,,,,,,,,,,,,,,,,,,4.14
2021-03-03,,,,,,,,,,,,,,,,,,,,,,4.06
2021-03-04,,,,,,,,,,,,,,,,,,,,,,4.08
2021-03-05,,,,,,,,,,,,,,,,,,,,,,4.1
2021-03-08,,,,,,,,,,,,,,,,,,,,,,4.0
2021-03-09,,,,,,,,,,,,,,,,,,,,,,4.1
2021-03-10,,,,,,,,,,,,,,,,,,,,,,4.14
2021-03-11,,,,,,,,,,,,,,,,,,,,,,4.1
2021-03-12,,,,,,,,,,,,,,,,,,,,,,4.1
2021-03-15,,,,,,,,,,,,,,,,,,,,,,4.08
2021-03-16,,,,,,,,,,,,,,,,,,,,,,4.24
2021-03-17,,,,,,,,,,,,,,,,,,,,,,4.2
2021-03-18,,,,,,,,,,,,,,,,,,,,,,4.22
2021-03-19,,,,,,,,,,,,,,,,,,,,,,4.16
2021-03-22,,,,,,,,,,,,,,,,,,,,,,4.06
2021-03-23,,,,,,,,,,,,,,,,,,,,,,4.14
2021-03-24,,,,,,,,,,,,,,,,,,,,,,4.14
2021-03-25,,,,,,,,,,,,,,,,,,,,,,4.04
2021-03-26,,,,,,,,,,,,,,,,,,,,,,4.08
2021-03-29,,,,,,,,,,,,,,,,,,,,,,4.14
2021-03-30,,,,,,,,,,,,,,,,,,,,,,4.04
2021-03-31,,,,,,,,,,,,,,,,,,,,,,4.0
2021-04-01,,,,,,,,,,,,,,,,,,,,,,3.95
2021-04-06,,,,,,,,,,,,,,,,,,,,,,4.06
2021-04-07,,,,,,,,,,,,,,,,,,,,,,4.12
2021-04-08,,,,,,,,,,,,,,,,,,,,,,4.1
2021-04-09,,,,,,,,,,,,,,,,,,,,,,4.03
2021-04-12,,,,,,,,,,,,,,,,,,,,,,4.05
2021-04-13,,,,,,,,,,,,,,,,,,,,,,4.02
2021-04-14,,,,,,,,,,,,,,,,,,,,,,4.0
2021-04-15,,,,,,,,,,,,,,,,,,,,,,4.15
2021-04-16,,,,,,,,,,,,,,,,,,,,,,4.07
2021-04-19,,,,,,,,,,,,,,,,,,,,,,4.05
2021-04-20,,,,,,,,,,,,,,,,,,,,,,3.96
2021-04-21,,,,,,,,,,,,,,,,,,,,,,4.05
2021-04-22,,,,,,,,,,,,,,,,,,,,,,4.08
2021-04-23,,,,,,,,,,,,,,,,,,,,,,4.0
2021-04-26,,,,,,,,,,,,,,,,,,,,,,4.08
2021-04-27,,,,,,,,,,,,,,,,,,,,,,4.14
2021-04-28,,,,,,,,,,,,,,,,,,,,,,4.11
2021-04-29,,,,,,,,,,,,,,,,,,,,,,4.0
2021-04-30,,,,,,,,,,,,,,,,,,,,,,4.06
2021-05-03,,,,,,,,,,,,,,,,,,,,,,4.06
2021-05-04,,,,,,,,,,,,,,,,,,,,,,4.03
2021-05-05,,,,,,,,,,,,,,,,,,,,,,3.98
2021-05-06,,,,,,,,,,,,,,,,,,,,,,4.11
2021-05-07,,,,,,,,,,,,,,,,,,,,,,3.96
2021-05-10,,,,,,,,,,,,,,,,,,,,,,3.95
2021-05-11,,,,,,,,,,,,,,,,,,,,,,3.92
2021-05-12,,,,,,,,,,,,,,,,,,,,,,3.93
2021-05-13,,,,,,,,,,,,,,,,,,,,,,4.0
2021-05-14,,,,,,,,,,,,,,,,,,,,,,4.02
2021-05-17,,,,,,,,,,,,,,,,,,,,,,4.02
2021-05-18,,,,,,,,,,,,,,,,,,,,,,4.0
2021-05-20,,,,,,,,,,,,,,,,,,,,,,4.03
2021-05-21,,,,,,,,,,,,,,,,,,,,,,4.02
2021-05-24,,,,,,,,,,,,,,,,,,,,,,4.0
2021-05-25,,,,,,,,,,,,,,,,,,,,,,3.95
2021-05-26,,,,,,,,,,,,,,,,,,,,,,3.95
2021-05-27,,,,,,,,,,,,,,,,,,,,,,3.95
2021-05-28,,,,,,,,,,,,,,,,,,,,,,4.0
2021-05-31,,,,,,,,,,,,,,,,,,,,,,4.0
2021-06-01,,,,,,,,,,,,,,,,,,,,,,4.0
2021-06-02,,,,,,,,,,,,,,,,,,,,,,4.03
2021-06-07,,,,,,,,,,,,,,,,,,,,,,4.0
2021-06-08,,,,,,,,,,,,,,,,,,,,,,4.05
2021-06-09,,,,,,,,,,,,,,,,,,,,,,4.05
2021-06-10,,,,,,,,,,,,,,,,,,,,,,4.19
2021-06-11,,,,,,,,,,,,,,,,,,,,,,4.46
2021-06-14,,,,,,,,,,,,,,,,,,,,,,4.34
2021-06-15,,,,,,,,,,,,,,,,,,,,,,4.4
2021-06-16,,,,,,,,,,,,,,,,,,,,,,4.64
2021-06-17,,,,,,,,,,,,,,,,,,,,,,4.7
2021-06-18,,,,,,,,,,,,,,,,,,,,,,4.57
2021-06-21,,,,,,,,,,,,,,,,,,,,,,4.74
2021-06-22,,,,,,,,,,,,,,,,,,,,,,4.61
2021-06-23,,,,,,,,,,,,,,,,,,,,,,4.5
2021-06-24,,,,,,,,,,,,,,,,,,,,,,4.54
2021-06-25,,,,,,,,,,,,,,,,,,,,,,4.61
2021-06-28,,,,,,,,,,,,,,,,,,,,,,4.76
2021-06-29,,,,,,,,,,,,,,,,,,,,,,4.67
2021-06-30,,,,,,,,,,,,,,,,,,,,,,4.65
2021-07-02,,,,,,,,,,,,,,,,,,,,,,4.55
2021-07-05,,,,,,,,,,,,,,,,,,,,,,4.9
2021-07-06,,,,,,,,,,,,,,,,,,,,,,5.04
2021-07-07,,,,,,,,,,,,,,,,,,,,,,5.02
2021-07-08,,,,,,,,,,,,,,,,,,,,,,5.06
2021-07-09,,,,,,,,,,,,,,,,,,,,,,5.3
2021-07-12,,,,,,,,,,,,,,,,,,,,,,4.98
2021-07-13,,,,,,,,,,,,,,,,,,,,,,5.1
2021-07-14,,,,,,,,,,,,,,,,,,,,,,4.98
2021-07-15,,,,,,,,,,,,,,,,,,,,,,4.98
2021-07-16,,,,,,,,,,,,,,,,,,,,,,4.85
2021-07-19,,,,,,,,,,,,,,,,,,,,,,4.97
2021-07-20,,,,,,,,,,,,,,,,,,,,,,4.98
2021-07-21,,,,,,,,,,,,,,,,,,,,,,4.8
2021-07-22,,,,,,,,,,,,,,,,,,,,,,4.95
2021-07-23,,,,,,,,,,,,,,,,,,,,,,4.81
2021-07-26,,,,,,,,,,,,,,,,,,,,,,5.02
2021-07-28,,,,,,,,,,,,,,,,,,,,,,4.95
2021-07-29,,,,,,,,,,,,,,,,,,,,,,4.63
2021-07-30,,,,,,,,,,,,,,,,,,,,,,5.02
2021-08-02,,,,,,,,,,,,,,,,,,,,,,4.66
2021-08-03,,,,,,,,,,,,,,,,,,,,,,4.98
2021-08-04,,,,,,,,,,,,,,,,,,,,,,4.95
2021-08-05,,,,,,,,,,,,,,,,,,,,,,4.72
2021-08-06,,,,,,,,,,,,,,,,,,,,,,4.84
2021-08-09,,,,,,,,,,,,,,,,,,,,,,4.8
2021-08-10,,,,,,,,,,,,,,,,,,,,,,4.79
2021-08-11,,,,,,,,,,,,,,,,,,,,,,4.8
2021-08-12,,,,,,,,,,,,,,,,,,,,,,4.8
2021-08-16,,,,,,,,,,,,,,,,,,,,,,4.75
2021-08-17,,,,,,,,,,,,,,,,,,,,,,4.8
2021-08-20,,,,,,,,,,,,,,,,,,,,,,4.7
2021-08-23,,,,,,,,,,,,,,,,,,,,,,4.6
2021-08-24,,,,,,,,,,,,,,,,,,,,,,4.52
2021-08-25,,,,,,,,,,,,,,,,,,,,,,4.49
2021-08-26,,,,,,,,,,,,,,,,,,,,,,4.5
2021-08-27,,,,,,,,,,,,,,,,,,,,,,4.63
2021-08-30,,,,,,,,,,,,,,,,,,,,,,4.63
2021-08-31,,,,,,,,,,,,,,,,,,,,,,4.64
2021-09-01,,,,,,,,,,,,,,,,,,,,,,4.64
2021-09-02,,,,,,,,,,,,,,,,,,,,,,4.53
2021-09-03,,,,,,,,,,,,,,,,,,,,,,4.49
2021-09-06,,,,,,,,,,,,,,,,,,,,,,4.38
2021-09-07,,,,,,,,,,,,,,,,,,,,,,4.55
2021-09-08,,,,,,,,,,,,,,,,,,,,,,4.54
2021-09-09,,,,,,,,,,,,,,,,,,,,,,4.42
2021-09-10,,,,,,,,,,,,,,,,,,,,,,4.4
2021-09-13,,,,,,,,,,,,,,,,,,,,,,4.3
2021-09-14,,,,,,,,,,,,,,,,,,,,,,4.4
2021-09-15,,,,,,,,,,,,,,,,,,,,,,4.4
2021-09-16,,,,,,,,,,,,,,,,,,,,,,4.36
2021-09-17,,,,,,,,,,,,,,,,,,,,,,4.3
2021-09-20,,,,,,,,,,,,,,,,,,,,,,4.2
2021-09-21,,,,,,,,,,,,,,,,,,,,,,4.33
2021-09-22,,,,,,,,,,,,,,,,,,,,,,4.35
2021-09-23,,,,,,,,,,,,,,,,,,,,,,4.21
2021-09-24,,,,,,,,,,,,,,,,,,,,,,4.36
2021-09-27,,,,,,,,,,,,,,,,,,,,,,4.52
2021-09-29,,,,,,,,,,,,,,,,,,,,,,4.44
2021-09-30,,,,,,,,,,,,,,,,,,,,,,4.49
2021-10-01,,,,,,,,,,,,,,,,,,,,,,4.5
2021-10-04,,,,,,,,,,,,,,,,,,,,,,4.53
2021-10-05,,,,,,,,,,,,,,,,,,,,,,4.45
2021-10-06,,,,,,,,,,,,,,,,,,,,,,4.33
2021-10-07,,,,,,,,,,,,,,,,,,,,,,4.69
2021-10-08,,,,,,,,,,,,,,,,,,,,,,4.91
2021-10-11,,,,,,,,,,,,,,,,,,,,,,5.08
2021-10-12,,,,,,,,,,,,,,,,,,,,,,5.02
2021-10-13,,,,,,,,,,,,,,,,,,,,,,4.99
2021-10-14,,,,,,,,,,,,,,,,,,,,,,4.81
2021-10-15,,,,,,,,,,,,,,,,,,,,,,4.67
2021-10-18,,,,,,,,,,,,,,,,,,,,,,4.43
2021-10-19,,,,,,,,,,,,,,,,,,,,,,4.32
2021-10-20,,,,,,,,,,,,,,,,,,,,,,4.3
2021-10-21,,,,,,,,,,,,,,,,,,,,,,4.34
2021-10-22,,,,,,,,,,,,,,,,,,,,,,4.41
2021-10-25,,,,,,,,,,,,,,,,,,,,,,4.36
2021-10-26,,,,,,,,,,,,,,,,,,,,,,4.56
2021-10-27,,,,,,,,,,,,,,,,,,,,,,4.67
2021-10-28,,,,,,,,,,,,,,,,,,,,,,4.57
2021-10-29,,,,,,,,,,,,,,,,,,,,,,4.58
2021-11-01,,,,,,,,,,,,,,,,,,,,,,4.66
2021-11-02,,,,,,,,,,,,,,,,,,,,,,4.58
2021-11-03,,,,,,,,,,,,,,,,,,,,,,4.55
2021-11-04,,,,,,,,,,,,,,,,,,,,,,4.67
2021-11-05,,,,,,,,,,,,,,,,,,,,,,4.66
2021-11-08,,,,,,,,,,,,,,,,,,,,,,4.68
2021-11-09,,,,,,,,,,,,,,,,,,,,,,4.67
2021-11-10,,,,,,,,,,,,,,,,,,,,,,4.5
2021-11-11,,,,,,,,,,,,,,,,,,,,,,4.64
2021-11-12,,,,,,,,,,,,,,,,,,,,,,4.6
2021-11-15,,,,,,,,,,,,,,,,,,,,,,4.55
2021-11-16,,,,,,,,,,,,,,,,,,,,,,4.66
2021-11-18,,,,,,,,,,,,,,,,,,,,,,4.67
2021-11-19,,,,,,,,,,,,,,,,,,,,,,4.69
2021-11-22,,,,,,,,,,,,,,,,,,,,,,4.44
2021-11-23,,,,,,,,,,,,,,,,,,,,,,4.65
2021-11-24,,,,,,,,,,,,,,,,,,,,,,4.81
2021-11-25,,,,,,,,,,,,,,,,,,,,,,4.5
2021-11-26,,,,,,,,,,,,,,,,,,,,,,4.44
2021-11-29,,,,,,,,,,,,,,,,,,,,,,4.42
2021-11-30,,,,,,,,,,,,,,,,,,,,,,4.51
2021-12-01,,,,,,,,,,,,,,,,,,,,,,4.51
2021-12-02,,,,,,,,,,,,,,,,,,,,,,4.5
2021-12-03,,,,,,,,,,,,,,,,,,,,,,4.55
2021-12-06,,,,,,,,,,,,,,,,,,,,,,4.5
2021-12-07,,,,,,,,,,,,,,,,,,,,,,4.52
2021-12-08,,,,,,,,,,,,,,,,,,,,,,4.42
2021-12-09,,,,,,,,,,,,,,,,,,,,,,4.49
2021-12-10,,,,,,,,,,,,,,,,,,,,,,4.54
2021-12-13,,,,,,,,,,,,,,,,,,,,,,4.5
2021-12-14,,,,,,,,,,,,,,,,,,,,,,4.49
2021-12-15,,,,,,,,,,,,,,,,,,,,,,4.5
2021-12-16,,,,,,,,,,,,,,,,,,,,,,4.46
2021-12-17,,,,,,,,,,,,,,,,,,,,,,4.41
2021-12-20,,,,,,,,,,,,,,,,,,,,,,4.21
2021-12-21,,,,,,,,,,,,,,,,,,,,,,4.07
2021-12-22,,,,,,,,,,,,,,,,,,,,,,4.23
2021-12-23,,,,,,,,,,,,,,,,,,,,,,4.21
2021-12-24,,,,,,,,,,,,,,,,,,,,,,4.36
2021-12-27,,,,,,,,,,,,,,,,,,,,,,4.35
2021-12-28,,,,,,,,,,,,,,,,,,,,,,4.3
2021-12-29,,,,,,,,,,,,,,,,,,,,,,4.31
2021-12-30,,,,,,,,,,,,,,,,,,,,,,4.48
2022-01-03,,,,,,,,,,,,,,,,,,,,,,4.42
2022-01-04,,,,,,,,,,,,,,,,,,,,,,4.43
2022-01-05,,,,,,,,,,,,,,,,,,,,,,4.43
2022-01-06,,,,,,,,,,,,,,,,,,,,,,4.53
2022-01-07,,,,,,,,,,,,,,,,,,,,,,4.46
2022-01-10,,,,,,,,,,,,,,,,,,,,,,4.54
2022-01-11,,,,,,,,,,,,,,,,,,,,,,4.54
2022-01-12,,,,,,,,,,,,,,,,,,,,,,4.46
2022-01-13,,,,,,,,,,,,,,,,,,,,,,4.4
2022-01-14,,,,,,,,,,,,,,,,,,,,,,4.33
2022-01-17,,,,,,,,,,,,,,,,,,,,,,4.48
2022-01-18,,,,,,,,,,,,,,,,,,,,,,4.46
2022-01-19,,,,,,,,,,,,,,,,,,,,,,4.34
2022-01-20,,,,,,,,,,,,,,,,,,,,,,4.36
2022-01-21,,,,,,,,,,,,,,,,,,,,,,4.37
2022-01-24,,,,,,,,,,,,,,,,,,,,,,4.1
2022-01-25,,,,,,,,,,,,,,,,,,,,,,4.2
2022-01-26,,,,,,,,,,,,,,,,,,,,,,4.19
2022-01-27,,,,,,,,,,,,,,,,,,,,,,4.3
2022-01-28,,,,,,,,,,,,,,,,,,,,,,4.5
2022-01-31,,,,,,,,,,,,,,,,,,,,,,4.9
2022-02-01,,,,,,,,,,,,,,,,,,,,,,4.75
2022-02-02,,,,,,,,,,,,,,,,,,,,,,4.71
2022-02-03,,,,,,,,,,,,,,,,,,,,,,4.96
2022-02-04,,,,,,,,,,,,,,,,,,,,,,4.8
2022-02-07,,,,,,,,,,,,,,,,,,,,,,4.8
2022-02-08,,,,,,,,,,,,,,,,,,,,,,4.81
2022-02-09,,,,,,,,,,,,,,,,,,,,,,4.87
2022-02-10,,,,,,,,,,,,,,,,,,,,,,4.99
2022-02-11,,,,,,,,,,,,,,,,,,,,,,4.91
2022-02-14,,,,,,,,,,,,,,,,,,,,,,4.87
2022-02-15,,,,,,,,,,,,,,,,,,,,,,4.95
2022-02-16,,,,,,,,,,,,,,,,,,,,,,5.06
2022-02-17,,,,,,,,,,,,,,,,,,,,,,5.12
2022-02-18,,,,,,,,,,,,,,,,,,,,,,4.91
2022-02-21,,,,,,,,,,,,,,,,,,,,,,4.88
2022-02-22,,,,,,,,,,,,,,,,,,,,,,4.85
2022-02-23,,,,,,,,,,,,,,,,,,,,,,5.02
2022-02-24,,,,,,,,,,,,,,,,,,,,,,4.86
2022-02-25,,,,,,,,,,,,,,,,,,,,,,5.02
2022-02-28,,,,,,,,,,,,,,,,,,,,,,5.02
2022-03-01,,,,,,,,,,,,,,,,,,,,,,5.04
2022-03-02,,,,,,,,,,,,,,,,,,,,,,4.97
2022-03-03,,,,,,,,,,,,,,,,,,,,,,5.0
2022-03-04,,,,,,,,,,,,,,,,,,,,,,4.73
2022-03-07,,,,,,,,,,,,,,,,,,,,,,4.6
2022-03-08,,,,,,,,,,,,,,,,,,,,,,4.55
2022-03-09,,,,,,,,,,,,,,,,,,,,,,4.78
2022-03-10,,,,,,,,,,,,,,,,,,,,,,4.66
2022-03-11,,,,,,,,,,,,,,,,,,,,,,4.6
2022-03-14,,,,,,,,,,,,,,,,,,,,,,4.68
2022-03-15,,,,,,,,,,,,,,,,,,,,,,4.69
2022-03-16,,,,,,,,,,,,,,,,,,,,,,4.9
2022-03-17,,,,,,,,,,,,,,,,,,,,,,4.72
2022-03-18,,,,,,,,,,,,,,,,,,,,,,4.8
2022-03-21,,,,,,,,,,,,,,,,,,,,,,4.89
2022-03-22,,,,,,,,,,,,,,,,,,,,,,4.88
2022-03-23,,,,,,,,,,,,,,,,,,,,,,4.75
2022-03-25,,,,,,,,,,,,,,,,,,,,,,4.8
2022-03-28,,,,,,,,,,,,,,,,,,,,,,4.85
2022-03-29,,,,,,,,,,,,,,,,,,,,,,4.87
2022-03-31,,,,,,,,,,,,,,,,,,,,,,4.67
2022-04-01,,,,,,,,,,,,,,,,,,,,,,4.7
2022-04-05,,,,,,,,,,,,,,,,,,,,,,4.7
2022-04-06,,,,,,,,,,,,,,,,,,,,,,4.72
2022-04-07,,,,,,,,,,,,,,,,,,,,,,4.7
2022-04-08,,,,,,,,,,,,,,,,,,,,,,4.7
2022-04-11,,,,,,,,,,,,,,,,,,,,,,4.55
2022-04-12,,,,,,,,,,,,,,,,,,,,,,4.5
2022-04-13,,,,,,,,,,,,,,,,,,,,,,4.32
2022-04-14,,,,,,,,,,,,,,,,,,,,,,4.59
2022-04-19,,,,,,,,,,,,,,,,,,,,,,4.59
2022-04-20,,,,,,,,,,,,,,,,,,,,,,4.59
2022-04-21,,,,,,,,,,,,,,,,,,,,,,4.68
2022-04-22,,,,,,,,,,,,,,,,,,,,,,4.68
2022-04-27,,,,,,,,,,,,,,,,,,,,,,4.78
2022-04-28,,,,,,,,,,,,,,,,,,,,,,4.78
2022-04-29,,,,,,,,,,,,,,,,,,,,,,4.78
2022-05-02,,,,,,,,,,,,,,,,,,,,,,4.89
2022-05-03,,,,,,,,,,,,,,,,,,,,,,4.7
2022-05-04,,,,,,,,,,,,,,,,,,,,,,4.6
2022-05-05,,,,,,,,,,,,,,,,,,,,,,4.7
2022-05-06,,,,,,,,,,,,,,,,,,,,,,4.53
2022-05-09,,,,,,,,,,,,,,,,,,,,,,4.59
2022-05-10,,,,,,,,,,,,,,,,,,,,,,4.59
2022-05-11,,,,,,,,,,,,,,,,,,,,,,4.65
2022-05-12,,,,,,,,,,,,,,,,,,,,,,4.65
2022-05-13,,,,,,,,,,,,,,,,,,,,,,4.67
2022-05-16,,,,,,,,,,,,,,,,,,,,,,4.77
2022-05-17,,,,,,,,,,,,,,,,,,,,,,4.86
2022-05-18,,,,,,,,,,,,,,,,,,,,,,4.69
2022-05-19,,,,,,,,,,,,,,,,,,,,,,4.61
2022-05-20,,,,,,,,,,,,,,,,,,,,,,4.64
2022-05-23,,,,,,,,,,,,,,,,,,,,,,4.53
2022-05-24,,,,,,,,,,,,,,,,,,,,,,4.55
2022-05-25,,,,,,,,,,,,,,,,,,,,,,4.47
2022-05-26,,,,,,,,,,,,,,,,,,,,,,4.47
2022-05-27,,,,,,,,,,,,,,,,,,,,,,4.5
2022-05-30,,,,,,,,,,,,,,,,,,,,,,4.46
2022-05-31,,,,,,,,,,,,,,,,,,,,,,4.48
2022-06-01,,,,,,,,,,,,,,,,,,,,,,4.45
2022-06-02,,,,,,,,,,,,,,,,,,,,,,4.45
2022-06-03,,,,,,,,,,,,,,,,,,,,,,4.47
2022-06-06,,,,,,,,,,,,,,,,,,,,,,4.48
2022-06-07,,,,,,,,,,,,,,,,,,,,,,4.45
2022-06-08,,,,,,,,,,,,,,,,,,,,,,4.45
2022-06-09,,,,,,,,,,,,,,,,,,,,,,4.45
2022-06-10,,,,,,,,,,,,,,,,,,,,,,4.52
2022-06-13,,,,,,,,,,,,,,,,,,,,,,4.31
2022-06-14,,,,,,,,,,,,,,,,,,,,,,4.4
2022-06-15,,,,,,,,,,,,,,,,,,,,,,4.4
2022-06-16,,,,,,,,,,,,,,,,,,,,,,4.2
2022-06-17,,,,,,,,,,,,,,,,,,,,,,4.23
2022-06-20,,,,,,,,,,,,,,,,,,,,,,4.36
2022-06-21,,,,,,,,,,,,,,,,,,,,,,4.2
