,MSE FP Equity_DX_SI_QTY,MSE FP Equity_DX_SHORT_INTEREST_VALUE,MSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MSE FP Equity_DX_SI_MV,MSE FP Equity_DX_DSS,MSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MSE FP Equity_DX_SUPPLY_SI_QTY,MSE FP Equity_DX_BROKER_SI_QTY,MSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MSE FP Equity_DX_BROKER_SI_MV_NEW_x,MSE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MSE FP Equity_DX_SUPPLY_SI_QTY_INC_x,MSE FP Equity_DX_BROKER_SI_MV_INC_x,MSE FP Equity_DX_SUPPLY_SI_MV_NEW,MSE FP Equity_DX_BROKER_SI_QTY_ADD,MSE FP Equity_DX_BROKER_SI_QTY_NEW,MSE FP Equity_DX_SUPPLY_SI_MV_DEC,MSE FP Equity_DX_BROKER_SI_QTY_INC,MSE FP Equity_DX_SUPPLY_SI_QTY_DEC,MSE FP Equity_DX_BROKER_SI_MV_NEW_y,MSE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MSE FP Equity_DX_BROKER_SI_MV_INC_y,MSE FP Equity_DX_SUPPLY_SI_QTY_INC_y,MSE FP Equity_DX_BROKER_SI_MV_ADD,MSE FP Equity_DX_SUPPLY_SI_QTY_ADD,MSE FP Equity_DX_BROKER_SI_QTY_DEC,MSE FP Equity_DX_SUPPLY_SI_MV,MSE FP Equity_DX_BROKER_SI_MV_DEC,MSE FP Equity_DX_SUPPLY_SI_MV_RMV,MSE FP Equity_DX_BROKER_SI_MV_RMV,MSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MSE FP Equity_DX_UTILIZATION_QUANTITY,MSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MSE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MSE FP Equity_DX_ACTIVE_UTILIZATION_MV,MSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MSE FP Equity_DX_BROKER_SI_CON_RATIO,MSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MSE FP Equity_DX_DEMAND_SUPPLY_RATIO,MSE FP Equity_PX_LAST
2024-08-15,99600.0,5180196.0,1.26,0.19,5.08,,3028386.27,53061.0,58227.0,2759702.61,,,,,,,,0.33,,6662.0,,,,,,,1495.0,2.7,0.06,,,7.08,5.15,696141.0,36206293.41,,35.35,7.09,31.07,0.5275,65.56,0.0967,52.01
2024-08-16,14235.0,744205.8,0.18,0.03,0.74,,588777.36,11262.0,11262.0,588777.36,,,873.0,,,,,2.15,,42672.0,,,,873.0,,,46965.0,0.58,2.38,,,6.49,1.09,162220.0,8480861.6,,8.4,6.47,17.43,0.7122,82.57,0.0138,52.28
2024-08-19,14235.0,749188.05,0.15,0.03,0.74,,592719.06,11262.0,11262.0,592719.06,,,,,,,,,,,,,,,,,,0.58,,,,6.49,1.09,162220.0,8537638.6,,8.45,6.45,17.4,0.7125,82.6,0.0138,52.63
2024-08-20,60033.0,3149931.51,0.63,0.11,3.15,,1928797.2,36760.0,36760.0,1928797.2,,,5198.0,0.27,,20300.0,,,5198.0,,,,0.27,5198.0,1.07,20300.0,,1.93,,,,18.47,3.49,162220.0,8511683.4,,8.53,18.45,25.32,0.5726,71.23,0.057,52.47
2024-08-21,220400.0,11630508.0,2.35,0.42,11.6,,6339101.79,120127.0,120127.0,6339101.79,,,6367.0,4.39,,,,,83367.0,,,,4.39,6367.0,,77000.0,,6.32,,,,11.41,11.41,932352.0,49200215.04,,48.65,11.49,35.4,0.427,54.06,0.2094,52.77
2024-08-22,312836.0,16511484.08,3.34,0.6,16.4,,8779689.1,166345.0,166345.0,8779689.1,,,46218.0,2.43,,,,,46218.0,,,,2.43,46218.0,,,,8.72,,,,58.92,15.81,116002.0,6122585.56,,6.07,58.96,29.2,0.3835,51.28,0.2972,52.78
2024-08-23,248207.0,13157453.07,2.64,0.48,13.12,,5391965.16,166345.0,101716.0,8817948.45,,,,,,,,,,,,,,,,,64629.0,8.79,3.37,,,58.92,15.82,116002.0,6149266.02,,6.15,58.85,35.51,0.3376,38.75,0.236,53.01
2024-08-26,181902.0,9618977.76,1.92,0.35,9.64,,5334428.64,100878.0,100878.0,5334428.64,,,,,,,,3.46,,65467.0,,,,,,,838.0,5.35,0.04,,,34.61,9.59,190619.0,10079932.72,,10.09,34.64,37.24,0.423,52.58,0.1729,52.88
2024-08-27,158836.0,8402424.4,1.68,0.3,8.44,,4726350.5,89345.0,89345.0,4726350.5,,,,,,,,0.61,,11533.0,,,,,,,11533.0,4.74,0.62,,,43.51,8.49,116002.0,6136505.8,,6.17,43.48,45.1,0.4857,53.1,0.1509,52.9
2024-08-28,155239.0,8235428.95,1.65,0.3,8.27,,5482611.4,103348.0,103348.0,5482611.4,,,31603.0,1.68,,,,0.94,31603.0,17600.0,,,1.68,31603.0,,,17600.0,5.5,0.95,,,13.22,9.82,678592.0,35999305.6,,36.05,13.25,32.77,0.5386,65.65,0.1475,53.05
2024-08-29,114639.0,6146943.18,1.27,0.22,6.15,,4453033.76,83048.0,83048.0,4453033.76,,,,,,,,1.08,,20300.0,,,,,,,20300.0,4.43,1.08,,,10.9,7.89,678592.0,36386103.04,,36.09,10.93,2.34,0.9542,97.66,0.1089,53.62
2024-08-30,114639.0,6136625.67,1.27,0.22,6.14,,4445559.44,76650.0,83048.0,4103074.5,,,,,,,,0.34,,6398.0,,,,,,,,4.11,,,,10.15,7.28,678592.0,36325029.76,,36.33,10.16,2.37,0.9536,97.63,0.1089,53.53
2024-09-02,9348.0,501894.12,0.11,0.02,0.5,,261148.16,4864.0,4864.0,261148.16,,,,,,,,3.85,,71786.0,,,,,,,78184.0,0.26,4.19,,,2.94,0.46,160709.0,8628466.21,,8.62,2.93,40.41,0.5184,59.59,0.0089,53.69
2024-09-03,14148.0,750409.92,0.16,0.03,0.76,,385282.56,7264.0,7264.0,385282.56,,,2400.0,,,2400.0,,,,,,,,2400.0,0.13,,,0.39,,,,4.39,0.69,158309.0,8396709.36,,8.47,4.39,33.21,0.3409,39.54,0.0135,53.04
2024-09-04,18548.0,970431.36,0.22,0.04,0.98,,495156.48,9464.0,9464.0,495156.48,,,2200.0,0.12,,,,,2200.0,,,,0.12,2200.0,,,,0.5,,,,5.72,0.9,156109.0,8167622.88,,8.26,5.71,30.3,0.3736,48.8,0.0177,52.32
2024-09-05,38016.0,1976832.0,0.43,0.07,1.99,,1504464.0,28993.0,28932.0,1507636.0,,,,1.01,,,,,19468.0,,,,1.01,,,19529.0,,1.53,,,,14.12,2.76,176348.0,9170096.0,,9.32,14.15,15.99,0.6256,77.16,0.0362,52.0
2024-09-06,33216.0,1698001.92,0.4,0.06,1.72,,1356315.84,26593.0,26532.0,1359434.16,,,,,,,,0.13,,2400.0,,,,,,,2400.0,1.38,0.13,,,14.37,2.58,158509.0,8102980.08,,8.28,14.32,8.41,0.7195,84.07,0.0323,51.12
2024-09-09,37616.0,1941361.76,0.46,0.07,1.94,,1482858.52,28732.0,28732.0,1482858.52,,,2200.0,0.11,,,,0.0,2200.0,61.0,,,0.11,2200.0,,,,1.48,,,,15.53,2.79,156309.0,8067107.49,,7.99,15.61,15.2,0.6361,78.0,0.0365,51.61
2024-09-10,177816.0,9111291.84,2.15,0.34,9.17,,5064151.68,98832.0,98832.0,5064151.68,,,,,,70100.0,,,,,,,,,3.62,70100.0,,5.1,,,,34.73,9.46,185759.0,9518291.16,,9.59,34.72,31.52,0.3832,51.55,0.1702,51.24
2024-09-11,222688.0,11450616.96,2.7,0.43,11.34,,7389259.68,143704.0,143704.0,7389259.68,,,44872.0,2.29,,,,,44872.0,,,,2.29,44872.0,,,,7.31,,,,16.69,13.75,717480.0,36892821.6,,36.52,16.69,31.52,0.3269,40.65,0.213,51.42
2024-09-12,622688.0,32373549.12,7.5,1.19,32.02,,28267170.96,337312.0,543704.0,17536850.88,,,200000.0,10.27,,200000.0,,0.33,200000.0,6392.0,,,10.27,200000.0,10.27,,,17.32,,,,31.98,27.22,717480.0,37301785.2,,36.85,31.97,32.55,0.2563,33.26,0.5026,51.99
2024-09-13,726146.0,37984697.26,8.82,1.39,38.15,,25916100.23,489041.0,495433.0,25581734.71,,,,,,,,2.32,,48271.0,,,,,,200000.0,48271.0,25.84,2.33,,,39.51,34.72,748851.0,39172395.81,,38.79,39.99,27.25,0.3976,55.85,0.5155,52.31
2024-09-16,537689.0,28035104.46,7.66,1.03,28.12,,25117558.62,275341.0,481733.0,14356279.74,,,44600.0,2.02,,5886.0,,13.82,38714.0,258300.0,,,2.02,44600.0,0.31,,58300.0,14.4,2.95,,,28.11,23.68,704251.0,36719647.14,,36.87,28.09,27.81,0.2806,39.25,0.4624,52.14
2024-09-17,616457.0,32382486.21,9.85,1.18,32.59,,22111978.2,414902.0,420940.0,21794802.06,,,5578.0,0.33,,,,0.41,6290.0,7717.0,,,0.33,5578.0,,141700.0,67083.0,22.03,3.53,,,37.0,32.11,706390.0,37106666.7,,36.88,37.39,23.98,0.3338,49.14,0.4771,52.53
2024-09-18,686765.0,35883471.25,9.82,1.31,36.28,,23691769.75,452719.0,453431.0,23654567.75,,,37817.0,1.99,,,,,37817.0,,,,1.99,37817.0,,,5326.0,24.06,0.31,,,40.23,34.93,672573.0,35141939.25,,35.2,40.6,21.47,0.2783,44.01,0.5299,52.25
2024-09-19,1077565.0,57574297.95,13.23,2.05,57.17,,37872840.33,648119.0,708831.0,34628998.17,,,195400.0,7.06,,120000.0,,,135400.0,,,,7.06,195400.0,6.66,,,34.22,,,,57.41,49.6,480714.0,25684549.02,,25.12,57.67,28.3,0.2091,30.98,0.8247,53.43
2024-09-20,816265.0,42951864.3,10.22,1.55,44.03,,31005335.22,386819.0,589231.0,20354415.78,,,,,,,,14.04,,261300.0,,,,,,,119600.0,20.8,6.1,,,41.15,34.22,553214.0,29110120.68,,29.76,41.14,21.42,0.1578,22.02,0.7221,52.62
2024-09-23,718765.0,37943604.35,7.29,1.37,37.98,,24791820.49,408919.0,469631.0,21586834.01,,,,,,,,,,,,,,,,22100.0,119600.0,21.43,6.41,,,45.96,38.31,480714.0,25376892.06,,25.13,46.04,17.54,0.1594,25.58,0.6733,52.79
2024-09-24,692456.0,36956376.72,7.06,1.32,37.14,,23590714.14,381310.0,442022.0,20350514.7,,,3800.0,0.31,,,,1.6,3800.0,31409.0,,,0.31,3800.0,,,31409.0,20.25,1.6,,,54.4,43.39,319623.0,17058279.51,,16.93,54.46,16.26,0.1612,27.23,0.788,53.37
2024-09-25,704506.0,37437448.84,7.08,1.34,37.86,,24129386.08,393360.0,454072.0,20903150.4,,,12050.0,0.69,,,,,12050.0,,,,0.69,12050.0,,,,20.99,,,,56.12,44.8,307573.0,16344429.22,,16.37,56.19,15.96,0.1666,28.9,0.8023,53.14
2024-09-26,762468.0,41424886.44,7.45,1.45,41.19,,28103550.75,456900.0,517275.0,24823377.0,,,68781.0,3.83,,,,0.31,68781.0,5578.0,,,3.83,68781.0,,337.0,5578.0,23.75,0.3,,,64.39,52.0,252629.0,13725333.57,,13.45,63.84,22.48,0.1709,25.73,0.8677,54.33
2024-09-27,943426.0,51624270.72,8.04,1.8,52.5,,26435450.88,660429.0,483104.0,36138674.88,,,215129.0,,,,,0.0,,11600.0,,,,215129.0,,,34171.0,36.64,1.55,,,73.44,61.44,238792.0,13066698.24,,13.02,73.78,18.7,0.1807,30.02,0.8776,54.72
2024-09-30,951326.0,51343064.22,9.3,1.82,52.61,,25954388.88,670529.0,480904.0,36188450.13,,,30500.0,,,,,1.09,,20400.0,,,,30500.0,,,2200.0,36.98,0.1,,,72.29,60.69,256992.0,13869858.24,,14.14,72.34,18.53,0.1781,30.18,0.8611,53.97
2024-10-01,477600.0,25527720.0,4.65,0.91,26.02,,10487852.1,449132.0,196218.0,24006105.4,,,,,,,,12.69,,221397.0,,,,,,,284686.0,24.39,15.97,,,50.03,42.11,448597.0,23977509.65,,24.27,50.12,25.72,0.3714,53.34,0.4477,53.45
2024-10-02,405850.0,21741384.5,3.82,0.78,21.81,,6651679.76,377382.0,124168.0,20216353.74,,,,,,,,4.28,,77750.0,,,,,,6000.0,72050.0,20.28,4.05,,,41.11,35.38,540547.0,28957102.79,,28.93,41.21,31.05,0.5028,63.67,0.3805,53.57
2024-10-03,298913.0,15878258.56,2.81,0.57,16.15,,1269302.4,276809.0,23895.0,14704094.08,,,1500.0,,,7500.0,,5.49,,102073.0,,,,1500.0,0.4,,107773.0,14.97,5.82,,,33.39,27.93,552086.0,29326808.32,,29.73,33.49,5.51,0.7561,86.66,0.3016,53.12
2024-10-04,298913.0,15994834.63,2.82,0.57,15.96,,1278621.45,276809.0,23895.0,14812049.59,,,,,,,,,,,,,,,,,,14.78,,,,33.39,28.3,552086.0,29542121.86,,29.32,33.51,5.59,0.7541,86.54,0.3056,53.51
2024-10-07,68932.0,3698891.12,0.65,0.13,3.14,,1282205.7,46828.0,23895.0,2512790.48,,,,,,,,12.83,,230000.0,,,,,,19.0,,1.96,,,,7.82,6.15,552086.0,29624934.76,,29.55,6.22,26.26,0.2904,41.62,0.0906,53.66
2024-10-08,68595.0,3669832.5,0.64,0.13,3.14,,1278382.5,46491.0,23895.0,2487268.5,,,,,,,,0.02,,337.0,,,,,,,,1.95,,,,7.77,6.12,551786.0,29520551.0,,29.73,6.17,26.54,0.2951,41.88,0.0903,53.5
2024-10-09,68595.0,3695212.65,0.58,0.13,3.14,,1287223.65,46491.0,23895.0,2504470.17,,,,,,,,,,,,,,,,,,1.95,,,,7.77,6.12,551786.0,29724711.82,,29.54,6.18,26.4,0.2958,42.03,0.0903,53.87
2024-10-10,207823.0,11164251.56,1.76,0.4,10.63,,5023303.48,116105.0,93509.0,6237160.6,,,69614.0,2.66,,20000.0,,,49614.0,,,,2.66,69614.0,1.08,,,5.71,,,,19.41,15.29,482172.0,25902279.84,,26.0,18.0,18.86,0.2943,47.25,0.2737,53.72
2024-10-11,246006.0,13304004.48,2.1,0.47,13.29,,7359098.24,123493.0,136078.0,6678501.44,,,15800.0,1.51,,15800.0,,0.55,27667.0,20186.0,,,1.51,15800.0,0.85,11774.0,898.0,6.66,0.04,,,39.79,15.85,186906.0,10107876.48,,10.08,39.79,27.94,0.2405,31.91,0.3157,54.08
2024-10-14,274367.0,14947514.16,2.32,0.52,14.9,,8087719.44,167654.0,148453.0,9133789.92,,,59961.0,1.55,,,,0.85,28175.0,15800.0,,,1.55,59961.0,,,15800.0,9.09,0.85,,,59.7,18.29,113173.0,6165665.04,,6.12,59.76,32.55,0.3488,47.19,0.2993,54.48
2024-10-15,289274.0,15484837.22,2.45,0.55,15.73,,8771051.09,167161.0,163853.0,8948128.33,,,,0.75,,,,0.0,15400.0,493.0,,,0.75,,,,,9.14,,,,59.52,18.24,113666.0,6084540.98,,6.21,59.55,29.94,0.3717,51.48,0.3156,53.53
2024-10-16,405874.0,21547850.66,3.41,0.78,21.74,,11794102.77,225461.0,222153.0,11969724.49,,,58300.0,,,58300.0,,,,,,,,58300.0,3.1,,,12.11,,,,77.92,24.14,63886.0,3391707.74,,3.43,77.93,31.07,0.2734,35.6,0.4346,53.09
2024-10-17,383874.0,20537259.0,3.24,0.73,20.38,,10199935.5,234961.0,190653.0,12570413.5,,,9500.0,,,,,,,,,,,9500.0,,,31500.0,12.45,1.66,,,26.83,22.46,640855.0,34285742.5,,33.93,26.84,24.27,0.2739,39.43,0.3669,53.5
2024-10-18,237605.0,12804533.45,1.99,0.45,12.78,,6450525.22,147873.0,119698.0,7968875.97,,,,,,,,4.57,,87088.0,,,,,,,70955.0,7.95,3.78,,,17.28,14.22,707630.0,38134180.7,,38.07,17.27,25.76,0.2621,38.33,0.2285,53.89
2024-10-21,174425.0,9317783.5,1.46,0.33,9.4,,4706729.36,88108.0,88108.0,4706729.36,,,,,,,,3.2,,59765.0,,,,,,,31590.0,4.76,1.71,,,47.27,8.62,98276.0,5249903.92,,5.3,47.35,31.17,0.2969,37.43,0.1706,53.42
2024-10-22,171197.0,9141919.8,1.44,0.33,9.17,,4618779.6,86494.0,86494.0,4618779.6,,,,,,,,0.14,,1614.0,,,,,,,1614.0,4.63,0.09,,,46.41,8.46,99890.0,5334126.0,,5.34,46.44,29.91,0.2967,38.21,0.1674,53.4
2024-10-23,169406.0,9014093.26,1.42,0.32,9.01,,4507046.63,84703.0,84703.0,4507046.63,,,,,,,,0.1,,1791.0,,,,,,,1791.0,4.51,0.11,,,45.89,8.28,99890.0,5315146.9,,5.31,45.91,30.61,0.2934,36.84,0.1657,53.21
2024-10-24,154006.0,8216220.1,1.3,0.29,8.22,,4518905.05,69303.0,84703.0,3697315.05,,,,,,,,0.83,,15400.0,,,,,,,,3.7,,,,37.54,6.78,115290.0,6150721.5,,6.16,37.5,30.6,0.2936,36.96,0.1506,53.35
2024-10-25,138606.0,7407104.64,1.18,0.26,7.4,,3703552.32,69303.0,69303.0,3703552.32,,,,,,,,,,,,,,,,,15400.0,3.7,0.82,,,37.54,6.78,115290.0,6161097.6,,6.14,37.6,28.89,0.2874,37.36,0.1355,53.44
2024-10-28,134104.0,7205407.92,1.15,0.26,7.16,,3723650.19,64801.0,69303.0,3481757.73,,,,,,,,0.24,,4502.0,,,,,,,4502.0,3.46,0.24,,,35.1,6.34,119792.0,6436424.16,,6.4,35.08,28.86,0.2873,37.35,0.1311,53.73
2024-10-29,79578.0,4258218.78,0.69,0.15,4.26,,2129109.39,39789.0,39789.0,2129109.39,,,,,,,,1.32,,25012.0,,,,,,,29514.0,2.13,1.57,,,21.55,3.89,144804.0,7748462.04,,7.76,21.55,28.59,0.3712,50.37,0.0778,53.51
2024-10-30,79578.0,4204901.52,0.79,0.15,4.24,,2102450.76,39789.0,39789.0,2102450.76,,,,,,,,,,,,,,,,,,2.12,,,,21.55,3.89,144804.0,7651443.36,,7.74,21.52,28.4,0.3706,50.33,0.0778,52.84
2024-10-31,87328.0,4559394.88,0.96,0.17,4.59,,2482011.19,47539.0,47539.0,2482011.19,,,,0.4,,,,,7750.0,,,,0.4,,,7750.0,,2.5,,,,24.72,4.65,144804.0,7560216.84,,7.64,24.68,39.94,0.3631,42.13,0.0854,52.21
2024-11-01,87328.0,4609171.84,0.96,0.17,4.57,,2509108.42,47539.0,47539.0,2509108.42,,,,,,,,,,,,,,,,,,2.48,,,,24.72,4.64,144804.0,7642755.12,,7.53,24.79,40.38,0.3641,41.9,0.0853,52.78
2024-11-04,47328.0,2485193.28,0.66,0.09,2.53,,1446072.89,27539.0,27539.0,1446072.89,,,,,,,,1.05,,20000.0,,,,,,,20000.0,1.47,1.06,,,15.33,2.69,152104.0,7986981.04,,8.15,15.32,27.12,0.559,69.6,0.0462,52.51
2024-11-05,47328.0,2493712.32,0.66,0.09,2.54,,1451029.91,27539.0,27539.0,1451029.91,,,,,,,,,,,,,,,,,,1.47,,,,15.33,2.69,152104.0,8014359.76,,8.13,15.33,27.27,0.5582,69.48,0.0462,52.69
2024-11-06,47328.0,2458216.32,0.63,0.09,2.47,,1430375.66,27539.0,27539.0,1430375.66,,,,,,,,,,,,,,,,,,1.45,,,,15.33,2.7,152104.0,7900281.76,,7.97,15.41,27.44,0.5562,69.27,0.0465,51.94
2024-11-07,46828.0,2458470.0,0.64,0.09,2.47,,1419547.5,27039.0,27039.0,1419547.5,,,,,,,,0.04,,500.0,,,,,,,500.0,1.41,0.01,,,15.09,2.65,152104.0,7985460.0,,7.97,15.07,27.82,0.5532,68.9,0.046,52.5
2024-11-08,46828.0,2432714.6,0.79,0.09,2.46,,1404676.05,27039.0,27039.0,1404676.05,,,,,,,,,,,,,,,,,,1.43,,,,15.09,2.98,152104.0,7901802.8,,8.04,15.1,27.73,0.5531,68.93,0.0517,51.95
2024-11-11,46328.0,2432683.28,0.78,0.09,2.43,,1393562.89,26539.0,26539.0,1393562.89,,,,,,,,0.03,,500.0,,,,,,,500.0,1.39,0.02,,,14.86,2.95,152104.0,7986981.04,,7.93,14.88,28.27,0.5487,68.39,0.0514,52.51
2024-11-12,46328.0,2378479.52,0.8,0.09,2.43,,1362512.26,26539.0,26539.0,1362512.26,,,,,,,,,,,,,,,,,,1.4,,,,14.86,2.95,152104.0,7809019.36,,8.04,14.87,28.7,0.5441,67.87,0.0514,51.34
2024-11-13,46328.0,2375236.56,1.35,0.09,2.38,,1360654.53,26539.0,26539.0,1360654.53,,,,,,,,,,,,,,,,,,1.37,,,,14.86,2.95,152104.0,7798372.08,,7.83,14.87,28.29,0.548,68.33,0.0514,51.27
2024-11-14,31544.0,1649435.76,0.55,0.06,1.62,,824717.88,15772.0,15772.0,824717.88,,,,,,,,0.56,,10767.0,,,,,,,10767.0,0.81,0.55,,,9.18,1.75,156121.0,8163567.09,,8.0,9.18,47.12,0.4484,47.25,0.0351,52.29
2024-11-15,31544.0,1636818.16,0.55,0.06,1.63,,818409.08,15772.0,15772.0,818409.08,,,,,,,,,,,,,,,,,,0.82,,,,9.18,1.76,156121.0,8101118.69,,8.12,9.15,47.0,0.4473,47.23,0.0351,51.89
2024-11-18,31544.0,1637133.6,0.51,0.06,1.64,,818566.8,15772.0,15772.0,818566.8,,,,,,,,,,,,,,,,,,0.82,,,,9.18,1.76,156121.0,8102679.9,,8.11,9.18,46.78,0.4483,47.57,0.0351,51.9
2024-11-19,91378.0,4704139.44,1.48,0.17,4.75,,2352069.72,45689.0,45689.0,2352069.72,,,29917.0,1.54,,,,,29917.0,,,,1.54,29917.0,,,,2.38,,,,26.58,5.08,126204.0,6496981.92,,6.58,26.6,16.55,0.6917,81.48,0.1017,51.48
2024-11-20,91378.0,4683122.5,1.78,0.17,4.74,,2341561.25,45689.0,45689.0,2341561.25,,,,,,,,,,,,,,,,,,2.38,,,,26.58,5.08,126204.0,6467955.0,,6.53,26.67,16.66,0.6902,81.37,0.1016,51.25
2024-11-21,78414.0,4039105.14,1.52,0.15,4.04,,2019552.57,39207.0,39207.0,2019552.57,,,,,,,,0.35,,6482.0,,,,,,,6482.0,2.02,0.33,,,22.81,4.36,132686.0,6834655.86,,6.79,22.92,19.01,0.6563,78.72,0.0872,51.51
2024-11-22,78414.0,4068902.46,1.48,0.15,4.04,,2034451.23,39207.0,39207.0,2034451.23,,,,,,,,,,,,,,,,,,2.02,,,,22.81,4.36,132686.0,6885076.54,,6.79,22.93,18.97,0.6567,78.75,0.0872,51.89
2024-11-25,69130.0,3594068.7,1.29,0.13,3.58,,1991996.85,30915.0,38315.0,1607270.85,,,,,,,,0.43,,8392.0,,,,,,100.0,892.0,1.59,0.03,,,18.79,3.52,133578.0,6944720.22,,6.95,18.66,19.56,0.6488,78.1,0.0787,51.99
2024-11-26,114130.0,5883401.5,2.09,0.22,5.89,,3135013.25,53415.0,60815.0,2753543.25,,,22500.0,1.16,,,,,22500.0,,,,1.16,22500.0,,,,2.76,,,,32.47,6.08,111078.0,5726070.9,,5.74,32.5,48.94,0.4856,49.58,0.13,51.55
2024-11-27,106740.0,5480031.6,1.92,0.2,5.48,,2740015.8,53370.0,53370.0,2740015.8,,,55.0,0.0,,,,0.01,55.0,100.0,,,0.0,55.0,,,7500.0,2.74,0.39,,,32.46,6.09,111023.0,5699920.82,,5.73,32.33,42.27,0.4919,55.94,0.1218,51.34
2024-11-28,328536.0,16952457.6,5.03,0.62,16.97,,8469778.8,327553.0,164143.0,16901734.8,,,111023.0,5.74,,,,,110773.0,,,,5.74,111023.0,,163160.0,,16.89,,,,50.58,37.19,320000.0,16512000.0,,16.49,50.59,22.22,0.4785,64.05,0.373,51.6
2024-11-29,753236.0,39228530.88,11.66,1.43,39.25,,13699279.44,658453.0,263043.0,34292232.24,,,320000.0,0.07,,105800.0,,0.36,898.0,6900.0,,,0.07,320000.0,5.51,17800.0,7798.0,33.98,0.39,,,100.0,74.08,0.0,0.0,,0.0,100.0,12.85,0.5261,70.85,0.8474,52.08
2024-12-02,892536.0,46893841.44,13.76,1.69,45.8,,17660953.22,731553.0,336143.0,38435794.62,,,66200.0,2.11,,33100.0,,,40000.0,,,,2.11,66200.0,1.73,6900.0,,37.35,,,,100.0,76.6,0.0,0.0,,0.0,100.0,12.66,0.3802,58.53,0.9345,52.54
2024-12-03,877536.0,46439205.12,13.18,1.67,46.16,,17788687.56,716553.0,336143.0,37919984.76,,,,,,,,0.75,,15000.0,,,,,,,,37.72,,,,100.0,75.66,0.0,0.0,,0.0,100.0,12.36,0.3658,57.11,0.9266,52.92
2024-12-04,898336.0,47926225.6,13.46,1.71,47.33,,19352339.05,710753.0,362743.0,37918672.55,,,,1.43,,,,0.29,26600.0,5800.0,,,1.43,,,,,37.49,,,,100.0,75.51,0.0,0.0,,0.0,100.0,14.83,0.353,55.48,0.9544,53.35
2024-12-05,681986.0,36622648.2,9.95,1.3,35.14,,20859657.6,632438.0,388448.0,33961920.6,,,104800.0,6.63,,,,9.36,121800.0,183115.0,,,6.63,104800.0,,,96095.0,32.49,4.98,,,76.89,60.48,190115.0,10209175.5,,10.23,76.06,27.32,0.2942,43.67,0.6522,53.7
2024-12-06,1101140.0,59461560.0,15.96,2.09,59.56,,24619950.0,663725.0,455925.0,35841150.0,,,31677.0,4.59,,,,0.02,84124.0,390.0,,,4.59,31677.0,,,16647.0,35.94,0.87,,,80.94,63.11,156260.0,8438040.0,,8.41,81.05,30.91,0.2524,33.38,1.047,54.0
2024-12-09,1061610.0,57380020.5,15.45,2.02,57.74,,24027441.05,629069.0,444541.0,34001179.45,,,,,,,,1.77,,34656.0,,,,,,,11384.0,34.3,0.61,,,69.81,55.64,271998.0,14701491.9,,14.72,69.97,32.0,0.2531,32.15,0.9389,54.05
2024-12-10,1051376.0,56458891.2,14.74,2.0,57.12,,22259025.9,636869.0,414507.0,34199865.3,,,7800.0,,,,,,,,,,,7800.0,,,30034.0,34.75,1.72,,,70.46,56.42,266998.0,14337792.6,,14.45,70.63,30.78,0.2511,32.76,0.9315,53.7
2024-12-11,725710.0,39014169.6,10.2,1.38,39.17,,13103516.16,481969.0,243741.0,25910653.44,,,,,,,,8.74,,154900.0,,,,,,,170766.0,26.01,9.27,,,63.92,48.69,271998.0,14622612.48,,14.65,63.97,18.76,0.3256,50.93,0.7331,53.76
2024-12-12,749768.0,40367509.12,10.92,1.42,40.19,,10575468.16,553344.0,196424.0,29792040.96,,,110000.0,,,,,2.24,,41317.0,,,,110000.0,,2692.0,47317.0,29.66,2.54,,,73.99,56.38,194515.0,10472687.6,,10.41,74.03,13.4,0.4417,63.63,0.7639,53.84
2024-12-13,665068.0,35793959.76,9.96,1.26,35.74,,6879487.68,537244.0,127824.0,28914472.08,,,17000.0,,,17000.0,,1.77,,33100.0,,,,17000.0,0.91,,85600.0,28.88,4.59,,,75.16,54.74,177515.0,9553857.3,,9.56,75.12,14.11,0.6455,78.92,0.6776,53.82
2024-12-16,673068.0,36083175.48,9.68,1.28,36.26,,6852644.64,545244.0,127824.0,29230530.84,,,8000.0,,,,,,,,,,,8000.0,,,,29.38,,,,75.93,57.49,172842.0,9266059.62,,9.32,75.92,14.05,0.6374,78.41,0.7097,53.61
2024-12-17,511447.0,27408444.73,7.27,0.97,27.72,,2777248.16,459623.0,51824.0,24631196.57,,,,,,,,4.8,,85621.0,,,,,,,76000.0,24.91,4.14,,,64.01,48.46,258463.0,13851032.17,,14.0,64.01,6.01,0.8324,91.02,0.5393,53.59
