,LEM FP Equity_DX_SI_QTY,LEM FP Equity_DX_SHORT_INTEREST_VALUE,LEM FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LEM FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LEM FP Equity_DX_SI_MV,LEM FP Equity_DX_DSS,LEM FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LEM FP Equity_DX_SUPPLY_SI_QTY,LEM FP Equity_DX_BROKER_SI_QTY,LEM FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LEM FP Equity_DX_BROKER_SI_MV_NEW_x,LEM FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LEM FP Equity_DX_SUPPLY_SI_QTY_INC_x,LEM FP Equity_DX_BROKER_SI_MV_INC_x,LEM FP Equity_DX_SUPPLY_SI_MV_NEW,LEM FP Equity_DX_BROKER_SI_QTY_ADD,LEM FP Equity_DX_BROKER_SI_QTY_NEW,LEM FP Equity_DX_SUPPLY_SI_MV_DEC,LEM FP Equity_DX_BROKER_SI_QTY_INC,LEM FP Equity_DX_SUPPLY_SI_QTY_DEC,LEM FP Equity_DX_BROKER_SI_MV_NEW_y,LEM FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LEM FP Equity_DX_BROKER_SI_MV_INC_y,LEM FP Equity_DX_SUPPLY_SI_QTY_INC_y,LEM FP Equity_DX_BROKER_SI_MV_ADD,LEM FP Equity_DX_SUPPLY_SI_QTY_ADD,LEM FP Equity_DX_BROKER_SI_QTY_DEC,LEM FP Equity_DX_SUPPLY_SI_MV,LEM FP Equity_DX_BROKER_SI_MV_DEC,LEM FP Equity_DX_SUPPLY_SI_MV_RMV,LEM FP Equity_DX_BROKER_SI_MV_RMV,LEM FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LEM FP Equity_DX_UTILIZATION_QUANTITY,LEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LEM FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LEM FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LEM FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LEM FP Equity_DX_ACTIVE_UTILIZATION_MV,LEM FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LEM FP Equity_DX_BROKER_SI_CON_RATIO,LEM FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LEM FP Equity_DX_DEMAND_SUPPLY_RATIO,LEM FP Equity_PX_LAST
2022-01-12,24359.0,314401.61,0.28,0.03,0.31,,308477.3,459.0,23900.0,5924.31,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,1.79,0.9633,98.13,0.0634,12.907
2022-01-13,24359.0,312355.46,0.34,0.03,0.31,,306469.7,459.0,23900.0,5885.76,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,1.81,0.9629,98.11,0.0634,12.823
2022-01-14,24359.0,310699.05,0.37,0.03,0.31,,304844.5,459.0,23900.0,5854.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,1.82,0.9627,98.1,0.0634,12.755
2022-01-17,24359.0,311259.3,0.37,0.03,0.31,,305394.2,459.0,23900.0,5865.1,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,1.8,0.963,98.12,0.0634,12.778
2022-01-18,459.0,5821.5,0.01,0.0,0.01,,0.0,459.0,0.0,5821.5,,,,,,,,,,,,,,,,,23900.0,0.01,0.31,,,100.0,0.12,0.0,0.0,,0.0,100.0,4.15,0.9204,95.85,0.0012,12.683
2022-01-19,459.0,5833.89,0.01,0.0,0.01,,0.0,459.0,0.0,5833.89,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,4.14,0.9206,95.86,0.0012,12.71
2022-01-20,459.0,5950.48,0.01,0.0,0.01,,0.0,459.0,0.0,5950.48,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,4.17,0.9202,95.83,0.0012,12.964
2022-01-21,459.0,5831.14,0.01,0.0,0.01,,0.0,459.0,0.0,5831.14,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,4.14,0.9206,95.86,0.0012,12.704
2022-01-24,459.0,5636.06,0.01,0.0,0.01,,0.0,459.0,0.0,5636.06,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,4.11,0.9211,95.89,0.0012,12.279
2022-01-25,459.0,5684.72,0.01,0.0,0.01,,0.0,459.0,0.0,5684.72,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,4.05,0.9222,95.95,0.0012,12.385
2022-01-26,459.0,5720.98,0.01,0.0,0.01,,0.0,459.0,0.0,5720.98,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,4.16,0.9202,95.84,0.0012,12.464
2022-01-27,459.0,5711.8,0.01,0.0,0.01,,0.0,459.0,0.0,5711.8,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.12,0.0,0.0,,0.0,100.0,4.14,0.9206,95.86,0.0012,12.444
2022-01-28,18259.0,224549.18,0.26,0.02,0.23,,109452.2,9359.0,8900.0,115096.98,,,8900.0,,,8900.0,,,,,,,,8900.0,0.11,,,0.12,,,,100.0,2.38,0.0,0.0,,0.0,100.0,2.38,0.9516,97.52,0.0465,12.298
2022-01-31,36259.0,456754.62,0.49,0.05,0.45,,326262.3,10359.0,25900.0,130492.32,,,1000.0,0.21,,,,,17000.0,,,,0.21,1000.0,,,,0.13,,,,100.0,2.63,0.0,0.0,,0.0,100.0,2.76,0.9222,95.99,0.0921,12.597
2022-02-01,36259.0,461033.19,0.49,0.05,0.46,,329318.5,10359.0,25900.0,131714.69,,,,,,,,,,,,,,,,,,0.13,,,,100.0,2.63,0.0,0.0,,0.0,100.0,2.76,0.922,95.97,0.0921,12.715
2022-02-02,36259.0,457153.47,0.42,0.05,0.46,,326547.2,10359.0,25900.0,130606.27,,,,,,,,,,,,,,,,,,0.13,,,,100.0,2.63,0.0,0.0,,0.0,100.0,2.76,0.9221,95.98,0.0921,12.608
2022-02-03,36259.0,449829.15,0.43,0.05,0.46,,321315.4,10359.0,25900.0,128513.75,,,,,,,,,,,,,,,,,,0.13,,,,100.0,2.63,0.0,0.0,,0.0,100.0,2.75,0.9219,95.97,0.0921,12.406
2022-02-04,36259.0,448415.05,0.42,0.05,0.45,,320305.3,10359.0,25900.0,128109.75,,,,,,,,,,,,,,,,,,0.13,,,,100.0,2.63,0.0,0.0,,0.0,100.0,2.78,0.9213,95.94,0.0921,12.367
2022-02-07,18459.0,228688.55,0.21,0.02,0.23,,210613.0,1459.0,17000.0,18075.55,,,,,,,,0.11,,8900.0,,,,,,,8900.0,0.02,0.11,,,100.0,0.38,0.0,0.0,,0.0,100.0,5.41,0.8518,92.1,0.0476,12.389
2022-02-08,1459.0,18249.17,0.02,0.0,0.02,,0.0,1459.0,0.0,18249.17,,,,,,,,,,,,,,,,,17000.0,0.02,0.21,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.07,0.5615,68.62,0.0038,12.508
2022-02-09,1459.0,18498.66,0.02,0.0,0.02,,0.0,1459.0,0.0,18498.66,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,29.91,0.5627,68.78,0.0038,12.679
2022-02-10,1459.0,18503.04,0.02,0.0,0.02,,0.0,1459.0,0.0,18503.04,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.02,0.5619,68.68,0.0038,12.682
2022-02-11,1459.0,18497.2,0.02,0.0,0.02,,0.0,1459.0,0.0,18497.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.02,0.5619,68.68,0.0038,12.678
2022-02-14,1459.0,18249.17,0.02,0.0,0.02,,0.0,1459.0,0.0,18249.17,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.25,0.5602,68.45,0.0038,12.508
2022-02-15,1459.0,18469.48,0.02,0.0,0.02,,0.0,1459.0,0.0,18469.48,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.03,0.5619,68.67,0.0038,12.659
2022-02-16,1459.0,18555.56,0.02,0.0,0.02,,0.0,1459.0,0.0,18555.56,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.01,0.562,68.69,0.0038,12.718
2022-02-17,1459.0,18564.32,0.02,0.0,0.02,,0.0,1459.0,0.0,18564.32,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.14,0.561,68.56,0.0038,12.724
2022-02-18,1459.0,18310.45,0.02,0.0,0.02,,0.0,1459.0,0.0,18310.45,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.14,0.561,68.56,0.0038,12.55
2022-02-21,1459.0,18158.71,0.02,0.0,0.02,,0.0,1459.0,0.0,18158.71,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.21,0.5605,68.49,0.0038,12.446
2022-02-22,1459.0,18047.83,0.02,0.0,0.02,,0.0,1459.0,0.0,18047.83,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.49,0.5585,68.22,0.0038,12.37
2022-02-23,1459.0,17980.72,0.02,0.0,0.02,,0.0,1459.0,0.0,17980.72,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,29.98,0.5622,68.72,0.0038,12.324
2022-02-24,25459.0,302885.72,0.25,0.03,0.31,,142764.0,13459.0,12000.0,160121.72,,,12000.0,,,12000.0,,,,,,,,12000.0,0.15,,,0.17,,,,100.0,3.4,0.0,0.0,,0.0,100.0,3.93,0.89,94.24,0.0643,11.897
2022-02-25,25459.0,309810.57,0.24,0.03,0.31,,146028.0,13459.0,12000.0,163782.57,,,,,,,,,,,,,,,,,,0.17,,,,100.0,3.4,0.0,0.0,,0.0,100.0,3.98,0.8885,94.16,0.0643,12.169
2022-02-28,25459.0,308588.54,0.24,0.03,0.31,,145452.0,13459.0,12000.0,163136.54,,,,,,,,,,,,,,,,,,0.16,,,,100.0,3.4,0.0,0.0,,0.0,100.0,3.93,0.8908,94.29,0.0643,12.121
2022-03-01,25459.0,310574.34,0.23,0.03,0.31,,146388.0,13459.0,12000.0,164186.34,,,,,,,,,,,,,,,,,,0.16,,,,100.0,3.4,0.0,0.0,,0.0,100.0,3.93,0.8906,94.27,0.0643,12.199
2022-03-02,1459.0,17753.11,0.01,0.0,0.02,,0.0,1459.0,0.0,17753.11,,,,,,,,0.15,,12000.0,,,,,,,12000.0,0.02,0.15,,,100.0,0.37,0.0,0.0,,0.0,100.0,30.36,0.5594,68.34,0.0037,12.168
2022-03-03,1459.0,17543.02,0.01,0.0,0.02,,0.0,1459.0,0.0,17543.02,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.24,0.5603,68.46,0.0038,12.024
2022-03-04,1459.0,17350.43,0.01,0.0,0.02,,0.0,1459.0,0.0,17350.43,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.24,0.5603,68.46,0.0038,11.892
2022-03-07,1459.0,17049.87,0.01,0.0,0.02,,0.0,1459.0,0.0,17049.87,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.54,0.5581,68.16,0.0038,11.686
2022-03-08,1459.0,16796.01,0.01,0.0,0.02,,0.0,1459.0,0.0,16796.01,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,29.98,0.5622,68.71,0.0038,11.512
2022-03-09,25659.0,298876.03,0.24,0.03,0.29,,140940.8,13559.0,12100.0,157935.23,,,12100.0,,,12100.0,,,,,,,,12100.0,0.14,,,0.16,,,,100.0,3.44,0.0,0.0,,0.0,100.0,3.9,0.8912,94.31,0.0651,11.648
2022-03-10,25659.0,294642.3,0.23,0.03,0.3,,138944.3,13559.0,12100.0,155698.0,,,,,,,,,,,,,,,,,,0.16,,,,100.0,3.44,0.0,0.0,,0.0,100.0,3.9,0.8917,94.34,0.0651,11.483
2022-03-11,25659.0,293282.37,0.23,0.03,0.3,,138303.0,13559.0,12100.0,154979.37,,,,,,,,,,,,,,,,,,0.16,,,,100.0,3.44,0.0,0.0,,0.0,100.0,3.93,0.891,94.29,0.0651,11.43
2022-03-14,1459.0,16243.05,0.01,0.0,0.02,,0.0,1459.0,0.0,16243.05,,,,,,,,0.14,,12100.0,,,,,,,12100.0,0.02,0.14,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.4,0.5591,68.3,0.0038,11.133
2022-03-15,1459.0,16107.36,0.01,0.0,0.02,,0.0,1459.0,0.0,16107.36,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.26,0.5601,68.44,0.0038,11.04
2022-03-16,1459.0,17052.79,0.01,0.0,0.02,,0.0,1459.0,0.0,17052.79,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,29.7,0.5643,68.98,0.0038,11.688
2022-03-17,1459.0,17038.2,0.01,0.0,0.02,,0.0,1459.0,0.0,17038.2,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,29.62,0.565,69.07,0.0038,11.678
2022-03-18,136359.0,1628262.82,1.23,0.17,1.59,,1600094.0,2359.0,134000.0,28168.82,,,900.0,,,134000.0,,,,,,,,900.0,1.56,,,0.03,,,,100.0,0.62,0.0,0.0,,0.0,100.0,0.73,0.9787,98.93,0.3557,11.941
2022-03-21,136359.0,1604809.07,1.19,0.17,1.63,,1577046.0,2359.0,134000.0,27763.07,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.62,0.0,0.0,,0.0,100.0,0.73,0.9788,98.93,0.3557,11.769
2022-03-22,335159.0,4025929.91,2.95,0.43,3.94,,3833029.2,16059.0,319100.0,192900.71,,,13700.0,2.16,,,,,185100.0,,,,2.16,13700.0,,,,0.19,,,,100.0,4.04,0.0,0.0,,0.0,100.0,0.3,0.9913,99.56,0.844,12.012
2022-03-23,355259.0,4277318.36,3.09,0.45,4.26,,4083968.0,16059.0,339200.0,193350.36,,,,0.31,,,,,20100.0,,,,0.31,,,,,0.19,,,,100.0,4.04,0.0,0.0,,0.0,100.0,0.28,0.992,99.6,0.8946,12.04
2022-03-24,341559.0,4097000.21,2.89,0.44,4.11,,3904372.5,16059.0,325500.0,192627.71,,,,,,,,,,,,,,,,,13700.0,0.19,0.16,,,100.0,4.04,0.0,0.0,,0.0,100.0,0.29,0.9917,99.58,0.8601,11.995
2022-03-25,341559.0,4061819.63,2.78,0.44,4.09,,3870846.0,16059.0,325500.0,190973.63,,,,,,,,,,,,,,,,,,0.19,,,,100.0,4.04,0.0,0.0,,0.0,100.0,0.29,0.9917,99.58,0.8601,11.892
2022-03-28,193859.0,2308666.83,1.57,0.25,2.3,,2291291.6,1459.0,192400.0,17375.23,,,,,,,,0.17,,14600.0,,,,,,,133100.0,0.02,1.61,,,100.0,0.38,0.0,0.0,,0.0,100.0,0.52,0.9851,99.25,0.5068,11.909
2022-03-29,193859.0,2329603.6,1.54,0.25,2.31,,2312070.8,1459.0,192400.0,17532.8,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,0.52,0.985,99.25,0.5068,12.017
2022-03-30,1459.0,17528.43,0.01,0.0,0.02,,0.0,1459.0,0.0,17528.43,,,,,,,,,,,,,,,,,192400.0,0.02,2.28,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.14,0.5611,68.56,0.0038,12.014
2022-03-31,1459.0,17378.15,0.01,0.0,0.02,,0.0,1459.0,0.0,17378.15,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.38,0.0,0.0,,0.0,100.0,30.18,0.5607,68.52,0.0038,11.911
2022-04-01,1459.0,17610.13,0.01,0.0,0.02,,0.0,1459.0,0.0,17610.13,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.37,0.0,0.0,,0.0,100.0,30.18,0.5607,68.52,0.0037,12.07
2022-04-04,1459.0,18012.81,0.01,0.0,0.02,,0.0,1459.0,0.0,18012.81,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.37,0.0,0.0,,0.0,100.0,30.18,0.5607,68.52,0.0037,12.346
2022-04-05,1459.0,17861.08,0.01,0.0,0.02,,0.0,1459.0,0.0,17861.08,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.37,0.0,0.0,,0.0,100.0,30.01,0.562,68.69,0.0037,12.242
2022-04-06,1459.0,17601.38,0.01,0.0,0.02,,0.0,1459.0,0.0,17601.38,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.37,0.0,0.0,,0.0,100.0,30.49,0.5585,68.22,0.0037,12.064
2022-04-07,1459.0,17423.38,0.01,0.0,0.02,,0.0,1459.0,0.0,17423.38,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.37,0.0,0.0,,0.0,100.0,30.51,0.5583,68.19,0.0037,11.942
2022-04-08,1459.0,17602.84,0.01,0.0,0.02,,0.0,1459.0,0.0,17602.84,,,,,,,,,,,,,,,,,,0.02,,,,100.0,0.37,0.0,0.0,,0.0,100.0,30.51,0.5583,68.19,0.0037,12.065
2022-04-11,4359.0,51854.66,0.05,0.01,0.05,,0.0,4359.0,0.0,51854.66,,,2900.0,,,,,,,,,,,2900.0,,,,0.05,,,,100.0,1.11,0.0,0.0,,0.0,100.0,10.1,0.8106,89.46,0.0111,11.896
2022-04-12,4359.0,52225.18,0.05,0.01,0.05,,0.0,4359.0,0.0,52225.18,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.11,0.0,0.0,,0.0,100.0,10.09,0.8108,89.47,0.0111,11.981
2022-04-13,4359.0,52395.18,0.04,0.01,0.05,,0.0,4359.0,0.0,52395.18,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.11,0.0,0.0,,0.0,100.0,10.06,0.8112,89.5,0.0111,12.02
2022-04-14,4359.0,52212.1,0.05,0.01,0.05,,0.0,4359.0,0.0,52212.1,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.11,0.0,0.0,,0.0,100.0,10.06,0.8112,89.5,0.0111,11.978
2022-04-15,4359.0,52212.1,0.05,0.01,0.05,,0.0,4359.0,0.0,52212.1,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.11,0.0,0.0,,0.0,100.0,10.06,0.8112,89.5,0.0111,
2022-04-18,4359.0,52212.1,0.05,0.01,0.05,,0.0,4359.0,0.0,52212.1,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.11,0.0,0.0,,0.0,100.0,10.05,0.8113,89.51,0.0111,
2022-04-19,4359.0,51488.51,0.05,0.01,0.05,,0.0,4359.0,0.0,51488.51,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.13,0.0,0.0,,0.0,100.0,10.09,0.8108,89.48,0.0113,11.812
2022-04-20,4359.0,51109.28,0.05,0.01,0.05,,0.0,4359.0,0.0,51109.28,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.13,0.0,0.0,,0.0,100.0,10.08,0.8109,89.49,0.0113,11.725
2022-04-21,4359.0,50555.68,0.05,0.01,0.05,,0.0,4359.0,0.0,50555.68,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.13,0.0,0.0,,0.0,100.0,10.09,0.8108,89.47,0.0113,11.598
2022-04-22,4359.0,50368.25,0.05,0.01,0.05,,0.0,4359.0,0.0,50368.25,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.13,0.0,0.0,,0.0,100.0,10.09,0.8108,89.47,0.0113,11.555
2022-04-25,4359.0,49522.6,0.06,0.01,0.05,,0.0,4359.0,0.0,49522.6,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.13,0.0,0.0,,0.0,100.0,10.12,0.8103,89.45,0.0113,11.361
2022-04-26,4359.0,49361.32,0.06,0.01,0.05,,0.0,4359.0,0.0,49361.32,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.13,0.0,0.0,,0.0,100.0,10.08,0.8109,89.48,0.0113,11.324
2022-04-27,4359.0,50093.63,0.07,0.01,0.05,,0.0,4359.0,0.0,50093.63,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.13,0.0,0.0,,0.0,100.0,10.19,0.8091,89.37,0.0113,11.492
2022-04-28,4359.0,50520.81,0.07,0.01,0.05,,0.0,4359.0,0.0,50520.81,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.13,0.0,0.0,,0.0,100.0,10.07,0.8111,89.49,0.0113,11.59
2022-04-29,4359.0,51793.64,0.07,0.01,0.05,,0.0,4359.0,0.0,51793.64,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.13,0.0,0.0,,0.0,100.0,10.07,0.8111,89.49,0.0113,11.882
2022-05-02,4359.0,50982.86,0.08,0.01,0.05,,0.0,4359.0,0.0,50982.86,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.13,0.0,0.0,,0.0,100.0,10.07,0.8111,89.49,0.0113,11.696
2022-05-03,4340.0,51198.98,0.08,0.01,0.05,,0.0,4340.0,0.0,51198.98,,,,,,,,0.0,,19.0,,,,,,,,0.05,,,,100.0,1.12,0.0,0.0,,0.0,100.0,10.15,0.8176,89.85,0.0112,11.797
2022-05-04,4340.0,50378.72,0.08,0.01,0.05,,0.0,4340.0,0.0,50378.72,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.12,0.0,0.0,,0.0,100.0,10.15,0.8176,89.85,0.0112,11.608
2022-05-05,4340.0,49862.26,0.08,0.01,0.05,,0.0,4340.0,0.0,49862.26,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.12,0.0,0.0,,0.0,100.0,10.15,0.8176,89.85,0.0112,11.489
2022-05-06,4340.0,49180.88,0.09,0.01,0.05,,0.0,4340.0,0.0,49180.88,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.12,0.0,0.0,,0.0,100.0,10.15,0.8176,89.85,0.0112,11.332
2022-05-09,4340.0,47952.66,0.09,0.01,0.05,,0.0,4340.0,0.0,47952.66,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.12,0.0,0.0,,0.0,100.0,10.13,0.8179,89.87,0.0112,11.049
2022-05-10,4340.0,47783.4,0.1,0.01,0.05,,0.0,4340.0,0.0,47783.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.12,0.0,0.0,,0.0,100.0,10.25,0.816,89.75,0.0112,11.01
2022-05-11,24940.0,278529.92,0.59,0.03,0.27,,115030.4,14640.0,10300.0,163499.52,,,10300.0,,,10300.0,,,,,,,,10300.0,0.11,,,0.16,,,,100.0,3.65,0.0,0.0,,0.0,100.0,15.64,0.7067,82.58,0.0621,11.168
2022-05-12,34040.0,377912.08,0.84,0.04,0.38,,215378.8,14640.0,19400.0,162533.28,,,,0.1,,,,,9100.0,,,,0.1,,,,,0.16,,,,100.0,3.65,0.0,0.0,,0.0,100.0,11.42,0.7749,87.28,0.0848,11.102
2022-05-13,23740.0,269069.16,0.59,0.03,0.26,,103139.4,14640.0,9100.0,165929.76,,,,,,,,,,,,,,,,,10300.0,0.16,0.11,,,100.0,3.65,0.0,0.0,,0.0,100.0,16.44,0.6946,81.68,0.0591,11.334
2022-05-16,23740.0,268404.44,0.55,0.03,0.27,,102884.6,14640.0,9100.0,165519.84,,,,,,,,,,,,,,,,,,0.16,,,,100.0,3.65,0.0,0.0,,0.0,100.0,16.33,0.6962,81.81,0.0591,11.306
2022-05-17,13440.0,153740.16,0.31,0.02,0.15,,104094.9,4340.0,9100.0,49645.26,,,,,,,,0.11,,10300.0,,,,,,,,0.05,,,,100.0,1.11,0.0,0.0,,0.0,100.0,29.02,0.544,67.73,0.0343,11.439
2022-05-18,34040.0,386183.8,0.81,0.04,0.39,,220093.0,14640.0,19400.0,166090.8,,,10300.0,0.12,,,,,10300.0,,,,0.12,10300.0,,,,0.17,,,,100.0,3.65,0.0,0.0,,0.0,100.0,11.46,0.7745,87.25,0.0848,11.345
2022-05-19,93440.0,1054937.6,2.25,0.12,1.06,,889652.0,14640.0,78800.0,165285.6,,,,0.67,,,,,59400.0,,,,0.67,,,,,0.17,,,,100.0,3.65,0.0,0.0,,0.0,100.0,4.17,0.911,95.35,0.2327,11.29
2022-05-20,74040.0,841982.88,1.71,0.09,0.84,,675496.8,14640.0,59400.0,166486.08,,,,,,,,,,,,,,,,,19400.0,0.17,0.22,,,100.0,3.65,0.0,0.0,,0.0,100.0,5.3,0.8883,94.1,0.1843,11.372
2022-05-23,267840.0,3042662.4,6.15,0.35,3.05,,2880896.0,14240.0,253600.0,161766.4,,,,2.22,,,,0.0,194200.0,400.0,,,2.22,,,,,0.16,,,,100.0,3.55,0.0,0.0,,0.0,100.0,1.46,0.968,98.38,0.6675,11.36
2022-05-24,267840.0,2950257.6,6.34,0.35,3.04,,2793404.0,14240.0,253600.0,156853.6,,,,,,,,,,,,,,,,,,0.16,,,,100.0,3.55,0.0,0.0,,0.0,100.0,1.46,0.9681,98.38,0.6675,11.015
2022-05-25,457840.0,5106747.36,10.13,0.6,5.05,,4947914.4,14240.0,443600.0,158832.96,,,,1.99,,,,,190000.0,,,,1.99,,,,,0.16,,,,100.0,3.55,0.0,0.0,,0.0,100.0,0.85,0.9812,99.05,1.1411,11.154
2022-05-26,443040.0,5002364.64,9.78,0.58,4.95,,4953361.7,4340.0,438700.0,49002.94,,,,,,,,0.11,,9900.0,,,,,,,4900.0,0.05,0.0,,,100.0,1.11,0.0,0.0,,0.0,100.0,0.88,0.9806,99.02,1.1313,11.291
2022-05-27,383640.0,4403803.56,9.16,0.5,4.34,,4353984.7,4340.0,379300.0,49818.86,,,,,,,,,,,,,,,,,59400.0,0.05,0.61,,,100.0,1.11,0.0,0.0,,0.0,100.0,1.01,0.9779,98.88,0.9796,11.479
2022-05-30,383640.0,4450607.64,9.21,0.5,4.4,,4400259.3,4340.0,379300.0,50348.34,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.11,0.0,0.0,,0.0,100.0,1.02,0.9776,98.87,0.9804,11.601
2022-05-31,383200.0,4470794.4,9.22,0.5,4.45,,4425293.1,3900.0,379300.0,45501.3,,,,,,,,0.0,,440.0,,,,,,,,0.05,,,,100.0,1.0,0.0,0.0,,0.0,100.0,1.02,0.9799,98.98,0.9803,11.667
2022-06-01,438600.0,5091707.4,10.71,0.57,5.13,,5046432.3,3900.0,434700.0,45275.1,,,,0.64,,,,,55400.0,,,,0.64,,,,,0.05,,,,100.0,1.0,0.0,0.0,,0.0,100.0,0.88,0.9825,99.12,1.1221,11.609
2022-06-02,438600.0,5126795.4,10.83,0.57,5.09,,5081208.3,3900.0,434700.0,45587.1,,,,,,,,,,,,,,,,,,0.05,,,,100.0,1.0,0.0,0.0,,0.0,100.0,0.89,0.9824,99.11,1.1221,11.689
2022-06-03,264500.0,3056033.0,5.69,0.34,3.09,,3010972.4,3900.0,260600.0,45060.6,,,,,,,,,,,,,,,,,174100.0,0.04,2.01,,,100.0,1.0,0.0,0.0,,0.0,100.0,1.45,0.9714,98.55,0.6767,11.554
