,RXL FP Equity_DX_SI_QTY,RXL FP Equity_DX_SHORT_INTEREST_VALUE,RXL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RXL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RXL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RXL FP Equity_DX_SI_MV,RXL FP Equity_DX_DSS,RXL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RXL FP Equity_DX_SUPPLY_SI_QTY,RXL FP Equity_DX_BROKER_SI_QTY,RXL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RXL FP Equity_DX_BROKER_SI_MV_NEW_x,RXL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RXL FP Equity_DX_SUPPLY_SI_QTY_INC_x,RXL FP Equity_DX_BROKER_SI_MV_INC_x,RXL FP Equity_DX_SUPPLY_SI_MV_NEW,RXL FP Equity_DX_BROKER_SI_QTY_ADD,RXL FP Equity_DX_BROKER_SI_QTY_NEW,RXL FP Equity_DX_SUPPLY_SI_MV_DEC,RXL FP Equity_DX_BROKER_SI_QTY_INC,RXL FP Equity_DX_SUPPLY_SI_QTY_DEC,RXL FP Equity_DX_BROKER_SI_MV_NEW_y,RXL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RXL FP Equity_DX_BROKER_SI_MV_INC_y,RXL FP Equity_DX_SUPPLY_SI_QTY_INC_y,RXL FP Equity_DX_BROKER_SI_MV_ADD,RXL FP Equity_DX_SUPPLY_SI_QTY_ADD,RXL FP Equity_DX_BROKER_SI_QTY_DEC,RXL FP Equity_DX_SUPPLY_SI_MV,RXL FP Equity_DX_BROKER_SI_MV_DEC,RXL FP Equity_DX_SUPPLY_SI_MV_RMV,RXL FP Equity_DX_BROKER_SI_MV_RMV,RXL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RXL FP Equity_DX_UTILIZATION_QUANTITY,RXL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RXL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RXL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RXL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RXL FP Equity_DX_ACTIVE_UTILIZATION_MV,RXL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RXL FP Equity_DX_BROKER_SI_CON_RATIO,RXL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RXL FP Equity_DX_DEMAND_SUPPLY_RATIO,RXL FP Equity_PX_LAST
2023-11-22,12832748.0,273979169.8,4.24,16.19,4.22,278.54,1.0,213334943.15,10650332.0,9992269.0,227384588.2,,,361974.0,3.28,,206017.0,,1.54,155100.0,72567.0,,,3.28,361974.0,4.4,437764.0,513131.0,227.14,10.99,,,11.37,11.37,83030016.0,1772690841.6,,1769.24,11.38,28.4,0.247,29.51,0.137,21.35
2023-11-23,13315665.0,283756821.15,4.4,17.06,4.38,289.24,1.0,216588233.9,11126845.0,10163690.0,237113066.95,,,303337.0,4.13,,,,1.07,191670.0,50469.0,,,4.13,303337.0,,223645.0,20249.0,237.06,0.43,,,11.77,11.77,83429672.0,1777886310.32,,1777.45,11.77,27.4,0.2429,29.88,0.1408,21.31
2023-11-24,12081573.0,260961976.8,3.99,15.9,3.97,264.23,1.0,252193586.4,11554598.0,11675629.0,249579316.8,,,402001.0,31.44,,212683.0,,2.7,1425080.0,125824.0,,,31.44,402001.0,4.67,151576.0,125824.0,246.1,2.56,,,12.2,12.2,83117376.0,1795335321.6,,1779.19,12.15,29.21,0.2361,30.56,0.1276,21.6
2023-11-27,12547412.0,269392935.64,4.14,17.45,4.12,276.44,1.0,260619348.96,11773373.0,12138768.0,252774318.31,,,59644.0,12.94,,,,0.45,508888.0,65491.0,,,12.94,59644.0,,224622.0,45749.0,254.11,0.88,,,12.44,12.44,82880680.0,1779448199.6,,1785.43,12.46,30.29,0.2404,30.59,0.1326,21.47
2023-11-28,12590913.0,272467357.32,4.16,17.66,4.14,276.77,1.0,263148848.72,11726856.0,12160298.0,253769163.84,,,49718.0,1.63,,,,2.7,74418.0,96235.0,,,1.63,49718.0,,,52888.0,251.19,1.62,,,12.43,12.43,82645688.0,1788452688.32,,1776.94,12.39,30.02,0.2417,31.0,0.1334,21.64
2023-11-29,12234629.0,267204297.36,4.04,17.24,4.02,271.51,1.0,258189597.12,11645330.0,11821868.0,254334007.2,,,38393.0,1.57,,,,1.58,38352.0,119919.0,,,1.57,38393.0,,,376782.0,252.44,6.72,,,12.34,12.34,82742128.0,1807088075.52,,1797.18,12.32,28.58,0.2411,31.55,0.1296,21.84
2023-11-30,12011051.0,265804558.63,3.97,17.19,3.95,269.89,1.0,256726035.95,11570228.0,11600815.0,256049145.64,,,12156.0,0.3,,,,0.73,12156.0,87258.0,,,0.3,12156.0,,,233209.0,254.44,2.2,,,12.26,12.26,82822448.0,1832860774.24,,1821.12,12.26,29.03,0.2411,31.06,0.1272,22.13
2023-12-01,12288231.0,275133492.09,4.06,17.49,4.04,279.13,1.0,251240832.02,11643768.0,11221118.0,260703965.52,,,393763.0,8.04,,,,13.44,307046.0,621231.0,,,8.04,393763.0,,301008.0,686743.0,258.48,14.47,,,12.33,12.33,82774384.0,1853318457.76,,1840.51,12.31,26.67,0.2457,33.75,0.1301,22.39
2023-12-04,11682476.0,258650018.64,3.86,18.36,3.84,266.35,1.0,244263114.54,11484760.0,11032661.0,254272586.4,,,174539.0,6.94,,,,8.87,334629.0,438513.0,,,6.94,174539.0,,104966.0,523086.0,257.18,10.58,,,12.13,12.13,83159792.0,1841157794.88,,1853.61,12.18,30.06,0.2528,31.24,0.1234,22.14
2023-12-05,11460495.0,261986915.7,3.78,18.34,3.77,261.69,1.0,246894720.84,11379356.0,10800294.0,260132078.16,,,454756.0,0.19,,,,15.46,45156.0,656770.0,,,0.19,454756.0,,96610.0,277523.0,252.69,4.03,,,12.01,12.01,83368016.0,1905792845.76,,1868.51,11.91,29.78,0.2545,31.68,0.121,22.86
2023-12-06,11555039.0,266343648.95,3.82,18.22,3.8,271.11,1.0,251126015.9,10951880.0,10894838.0,252440834.0,,,22551.0,15.43,,,,9.57,536862.0,450027.0,,,15.43,22551.0,,,442318.0,250.25,7.19,,,11.56,11.56,83805048.0,1931706356.4,,1923.48,11.51,28.72,0.2653,36.5,0.1219,23.05
2023-12-07,10645062.0,249733154.52,3.52,16.57,3.5,252.24,1.0,234244839.06,10275001.0,9984861.0,241051523.46,,,12661.0,,,,,15.58,,689540.0,,,,12661.0,,,909977.0,236.98,19.84,,,10.84,10.84,84473600.0,1981750656.0,,1959.38,10.79,28.49,0.2782,39.57,0.1124,23.46
2023-12-08,10317147.0,246167127.42,3.41,16.06,3.39,248.62,1.0,224629445.08,9854494.0,9414478.0,235128226.84,,,69660.0,0.4,,,,13.93,8260.0,625297.0,,,0.4,69660.0,,135130.0,578643.0,231.45,11.6,,,10.41,10.41,84845264.0,2024407999.04,,2003.04,10.36,27.32,0.2795,40.83,0.1089,23.86
2023-12-11,10390285.0,253211245.45,3.43,16.08,3.41,254.49,1.0,229133831.67,9816943.0,9402291.0,239238900.91,,,184231.0,4.4,,9800.0,,4.52,186518.0,224755.0,,,4.4,184231.0,0.23,2973.0,208505.0,234.53,4.13,,,10.32,10.32,85294640.0,2078630376.8,,2050.91,10.26,26.99,0.2672,40.16,0.1092,24.37
2023-12-12,9855673.0,242745225.99,3.25,14.51,3.24,245.49,1.0,219043062.72,9373530.0,8893344.0,230870043.9,,,173859.0,0.8,,62596.0,,14.6,2920.0,621575.0,,,0.8,173859.0,1.49,4303.0,574463.0,227.79,12.89,,,9.88,9.88,85537128.0,2106779462.64,,2089.23,9.83,28.13,0.2772,42.07,0.1038,24.63
2023-12-13,9942921.0,241811838.72,3.28,14.19,3.27,247.79,1.0,221382163.2,9082248.0,9102885.0,220880271.36,,,36710.0,13.26,,55172.0,,8.01,574281.0,335371.0,,,13.26,36710.0,1.34,7379.0,419912.0,222.03,10.14,,,9.51,9.51,86373648.0,2100607119.36,,2110.75,9.52,27.61,0.2688,41.99,0.1042,24.32
2023-12-14,9057723.0,228254619.6,2.99,12.41,2.98,226.19,1.0,206124458.4,8756488.0,8179542.0,220663497.6,,,522532.0,13.01,,,,27.3,451316.0,1073955.0,,,13.01,522532.0,,225663.0,1374659.0,210.91,35.67,,,9.2,9.2,86375832.0,2176670966.4,,2116.05,9.06,34.75,0.2835,38.95,0.0952,25.2
2023-12-15,13382830.0,336979659.4,4.42,17.57,4.4,338.2,1.0,310673634.98,11806964.0,12338111.0,297299353.52,,,2394474.0,107.8,,,,9.19,4234380.0,393735.0,,,107.8,2394474.0,,1049737.0,75811.0,299.0,1.84,,,12.45,12.45,83031648.0,2090736896.64,,2096.34,12.48,23.45,0.215,31.19,0.1411,25.18
2023-12-18,10510962.0,264771132.78,3.47,13.2,3.45,265.41,1.0,239547856.79,9636875.0,9509641.0,242752881.25,,,66189.0,0.83,,,,57.47,46392.0,2255246.0,,,0.83,66189.0,,18968.0,2874862.0,242.49,72.32,,,10.18,10.18,85053720.0,2142503206.8,,2140.71,10.18,30.19,0.263,39.61,0.111,25.19
2023-12-19,9780615.0,246667110.3,3.23,12.16,3.21,247.02,1.0,226867720.56,8806034.0,8995548.0,222088177.48,,,65271.0,0.56,,,,31.96,20822.0,1263612.0,,,0.56,65271.0,,367500.0,534915.0,220.82,13.3,,,9.34,9.34,85487496.0,2155994649.12,,2149.99,9.31,31.22,0.2892,42.4,0.1037,25.22
2023-12-20,8949621.0,225798937.83,2.96,11.0,2.94,226.53,1.0,209092237.35,8324400.0,8287445.0,210024612.0,,,99449.0,,,190059.0,,16.22,,651281.0,,,,99449.0,4.8,70198.0,898162.0,210.58,22.48,,,8.79,8.79,86369808.0,2179110255.84,,2180.79,8.81,34.2,0.3117,42.94,0.0945,25.23
2023-12-21,7556620.0,187933139.4,2.5,9.52,2.48,191.01,1.0,183470839.65,7019286.0,7377195.0,174569642.82,,,,,,,,33.46,,1305114.0,,,,,,,910250.0,176.61,23.13,,,7.41,7.41,87682016.0,2180651737.92,,2197.48,7.44,39.7,0.3357,40.98,0.0798,24.87
2023-12-22,7718993.0,192974825.0,2.55,9.65,2.54,194.32,1.0,187740400.0,7052588.0,7509616.0,176314700.0,,,219258.0,0.15,,189306.0,,6.88,40000.0,272677.0,,,0.15,219258.0,5.0,86721.0,96885.0,175.27,2.36,,,7.45,7.45,87613152.0,2190328800.0,,2181.38,7.44,39.2,0.3273,40.48,0.0815,25.0
2023-12-25,7718993.0,192974825.0,2.55,9.67,2.54,194.07,1.0,187740400.0,7052588.0,7509616.0,176314700.0,,,,,,,,,,,,,,,,,,175.61,,,,7.45,7.45,87639888.0,2190997200.0,,2186.51,7.43,39.24,0.3279,40.49,0.0815,
2023-12-26,7729667.0,193241675.0,2.55,9.69,2.54,194.67,1.0,188007250.0,7052588.0,7520290.0,176314700.0,,,,5.14,,,,,186466.0,,,,5.14,,,,175792.0,175.94,4.41,,,7.45,7.45,87641824.0,2191045600.0,,2187.61,7.44,39.07,0.3472,43.05,0.0816,
2023-12-27,7716479.0,192911975.0,2.55,9.67,2.54,193.76,1.0,187743450.0,7039400.0,7509738.0,175985000.0,,,,,,,,0.34,,13188.0,,,,,,,10552.0,175.13,0.28,,,7.43,7.43,87680704.0,2192017600.0,,2186.93,7.41,38.98,0.348,43.22,0.0815,25.0
2023-12-28,7485458.0,185938776.72,2.47,9.32,2.46,188.55,1.0,181151090.28,6927565.0,7292717.0,172080714.6,,,45618.0,,,,,5.17,,218247.0,,,,45618.0,,60794.0,217021.0,173.75,5.44,,,7.32,7.32,87728104.0,2179166103.36,,2190.45,7.35,40.21,0.3695,44.6,0.0791,24.84
2023-12-29,7532956.0,186591320.12,2.52,9.32,2.5,189.29,1.0,182560225.55,6834465.0,7370215.0,169289698.05,,,4323.0,2.4,,,,2.52,110598.0,97423.0,,,2.4,4323.0,,,33100.0,170.59,0.9,,,7.23,7.23,87757304.0,2173748420.08,,2180.75,7.25,39.96,0.3749,45.49,0.0796,24.77
2024-01-01,7532956.0,186591320.12,2.52,9.46,2.5,189.11,1.0,182560225.55,6834465.0,7370215.0,169289698.05,,,,,,,,,,,,,,,,,,170.11,,,,7.23,7.23,87759480.0,2173802319.6,,2176.72,7.25,39.99,0.3752,45.51,0.0796,
2024-01-02,7693441.0,192951500.28,2.57,9.66,2.56,193.88,1.0,188869956.0,6994950.0,7530700.0,175433346.0,,,178027.0,,,187984.0,,1.08,,47876.0,,,,178027.0,4.66,30334.0,27499.0,174.67,0.63,,,7.41,7.41,87404096.0,2192094727.68,,2180.55,7.42,39.36,0.3601,44.39,0.0815,25.08
2024-01-03,7739595.0,190471432.95,2.59,9.8,2.57,196.22,1.0,186466376.94,7031904.0,7576854.0,173055157.44,,,34947.0,1.34,,,,0.02,46154.0,2000.0,,,1.34,34947.0,,4007.0,,176.65,,,,7.57,7.57,85805432.0,2111671681.52,,2138.17,7.63,38.97,0.3564,44.27,0.0834,24.61
2024-01-04,7575482.0,190296107.84,2.53,9.53,2.52,189.77,1.0,186208053.92,6876991.0,7412741.0,172750013.92,,,9200.0,,,,,4.26,,164113.0,,,,9200.0,,,164113.0,168.91,4.07,,,7.41,7.41,85961856.0,2159361822.72,,2128.2,7.35,40.21,0.3705,44.84,0.0816,25.12
2024-01-05,7064004.0,170666336.64,2.36,8.94,2.35,178.79,1.0,160922294.56,6655837.0,6660691.0,160805021.92,,,3177.0,0.54,,295916.0,,11.82,19356.0,489320.0,,,0.54,3177.0,7.29,264989.0,1067322.0,167.2,24.75,,,7.16,7.16,86310368.0,2085258490.88,,2138.97,7.25,41.17,0.3592,42.68,0.076,24.16
2024-01-08,6926828.0,166243872.0,2.31,8.5,2.3,172.38,1.0,161587416.0,6547059.0,6732809.0,157129416.0,,,99171.0,4.17,,,,5.47,265448.0,213929.0,,,4.17,99171.0,,5980.0,193330.0,158.76,4.8,,,7.06,7.06,86136208.0,2067268992.0,,2078.59,7.1,43.83,0.3909,44.26,0.0747,24.0
2024-01-09,8125790.0,193312544.1,2.72,9.82,2.7,200.73,1.0,177906615.9,7292460.0,7478210.0,173487623.4,,,399210.0,18.33,,,,0.5,764996.0,19595.0,,,18.33,399210.0,,365786.0,19595.0,175.84,0.55,,,7.9,7.9,85042528.0,2023161741.12,,2037.83,7.94,37.39,0.3049,38.06,0.088,23.79
2024-01-10,7675317.0,182212025.58,2.56,9.06,2.55,188.3,1.0,173234412.22,6997631.0,7297153.0,166123759.94,,,4182.0,0.0,,,,7.27,2197.0,299011.0,,,0.0,4182.0,,,183254.0,166.17,4.61,,,7.58,7.58,85274080.0,2024406659.2,,2025.35,7.58,39.45,0.3325,40.42,0.0832,23.74
2024-01-11,7067621.0,166725179.39,2.36,8.13,2.35,173.69,1.0,165458349.21,6656262.0,7013919.0,157021220.58,,,70785.0,0.03,,190728.0,,11.98,1156.0,504518.0,,,0.03,70785.0,4.52,92364.0,475118.0,158.27,11.37,,,7.21,7.21,85697144.0,2021595626.96,,2030.28,7.23,42.74,0.3805,43.83,0.0765,23.59
2024-01-12,6975470.0,166016186.0,2.33,7.98,2.32,171.24,1.0,164738078.4,6839901.0,6921768.0,162789643.8,,,211770.0,0.07,,,,2.28,3000.0,95151.0,,,0.07,211770.0,,67020.0,95151.0,161.41,2.27,,,7.41,7.41,85411632.0,2032796841.6,,2021.0,7.4,43.11,0.3887,44.55,0.0756,23.8
2024-01-15,6856079.0,164134531.26,2.29,7.78,2.28,168.24,1.0,163494136.26,6641622.0,6829329.0,159000430.68,,,,,,,,4.61,,198279.0,,,,,,,92439.0,158.28,2.19,,,7.21,7.21,85529392.0,2047573644.48,,2040.44,7.2,43.6,0.3971,45.14,0.0744,23.94
2024-01-16,6267915.0,148674943.8,2.09,7.13,2.08,155.87,1.0,148040433.8,5945162.0,6241165.0,141019242.64,,,,,,,,16.57,,696460.0,,,,,,,588164.0,143.17,12.98,,,6.45,6.45,86206984.0,2044829660.48,,2060.72,6.5,47.19,0.4635,49.04,0.068,23.72
2024-01-17,6386046.0,150263662.38,2.13,7.43,2.12,157.8,1.0,149462936.48,6056013.0,6352016.0,142497985.89,,,119036.0,,,118036.0,,0.2,,8185.0,,,,119036.0,2.8,,7185.0,143.58,0.17,,,6.56,6.56,86235392.0,2029118773.76,,2038.88,6.58,46.11,0.4479,48.43,0.0692,23.53
2024-01-18,4302794.0,105332397.12,1.44,5.03,1.43,106.36,1.0,104922357.12,3980041.0,4286044.0,97431403.68,,,,0.85,,,,50.16,37179.0,2113151.0,,,0.85,,,37179.0,2103151.0,93.61,51.31,,,4.31,4.31,88359352.0,2163036936.96,,2106.34,4.26,24.09,0.5202,67.85,0.0466,24.48
2024-01-19,4412441.0,104574851.7,1.47,4.96,1.47,111.83,1.0,104177876.7,4089688.0,4395691.0,96925605.6,,,109647.0,2.82,,,,,109647.0,,,,2.82,109647.0,,,,99.69,,,,4.46,4.46,87677976.0,2077968031.2,,2117.47,4.5,22.88,0.5043,66.94,0.0481,23.7
2024-01-22,4866460.0,118936282.4,1.63,5.31,1.62,120.2,1.0,102991430.88,4595159.0,4214052.0,112305685.96,,,261655.0,0.19,,242837.0,,0.72,10084.0,29529.0,,,0.19,261655.0,5.94,273345.0,434560.0,109.23,12.77,,,5.02,5.02,86957440.0,2125239833.6,,2084.17,4.98,21.3,0.3772,56.89,0.0532,24.44
2024-01-23,4108305.0,99749645.4,1.37,4.5,1.37,104.32,1.0,90340028.52,3840004.0,3720759.0,93235297.12,,,119777.0,4.35,,,,20.01,173196.0,876939.0,,,4.35,119777.0,,2007.0,666489.0,94.02,14.37,,,4.23,4.23,86952784.0,2111213595.52,,2121.06,4.24,9.11,0.4744,67.49,0.0452,24.28
2024-01-24,4159614.0,102992042.64,1.39,4.6,1.38,104.91,1.0,89751632.64,3779646.0,3624864.0,93584034.96,,,128873.0,1.03,,,,5.27,40840.0,215368.0,,,1.03,128873.0,,26137.0,136735.0,91.53,3.35,,,4.16,4.16,87107176.0,2156773677.76,,2126.3,4.13,9.23,0.4665,66.58,0.0458,24.76
2024-01-25,4680281.0,116164574.42,1.56,5.26,1.56,119.92,1.0,91971279.42,4300313.0,3705531.0,106733768.66,,,445793.0,2.01,,,,0.47,80667.0,19521.0,,,2.01,445793.0,,94395.0,,106.88,,,,4.73,4.73,86634184.0,2150260446.88,,2148.93,4.74,8.27,0.4904,68.68,0.0515,24.82
2024-01-26,4278380.0,106574445.8,1.43,4.97,1.42,110.11,1.0,93253823.3,3985168.0,3743630.0,99270534.88,,,16612.0,1.14,,,,9.61,38099.0,380644.0,,,1.14,16612.0,,48887.0,,98.77,,,,4.38,4.38,86948792.0,2165894408.72,,2158.78,4.37,8.98,0.4492,65.32,0.047,24.91
2024-01-29,4186036.0,103353228.84,1.4,4.99,1.39,108.21,1.0,90150251.34,3927950.0,3651286.0,96981085.5,,,,,,,,1.13,,57218.0,,,,,,,92344.0,98.02,2.01,,,4.31,4.31,87170760.0,2152246064.4,,2165.3,4.33,9.22,0.453,65.57,0.046,24.69
2024-01-30,3840435.0,95550022.8,1.28,4.78,1.28,98.64,1.0,85567171.6,3678281.0,3439195.0,91515631.28,,,8745.0,1.49,,,,7.29,58562.0,266003.0,,,1.49,8745.0,,7589.0,270653.0,90.54,7.59,,,4.04,4.04,87448224.0,2175711813.12,,2162.02,4.02,9.64,0.4772,67.67,0.0421,24.88
2024-01-31,3513030.0,87088013.7,1.17,4.62,1.17,91.27,1.0,85385560.45,3404708.0,3444355.0,84402711.32,,,56548.0,1.63,,,,9.4,66055.0,383572.0,,,1.63,56548.0,,53451.0,60895.0,84.83,1.48,,,3.74,3.74,87709296.0,2174313447.84,,2180.55,3.74,10.44,0.5611,73.81,0.0386,24.79
2024-02-01,3134535.0,77360323.8,1.05,4.26,1.04,81.18,1.0,76931829.64,3121994.0,3117173.0,77050811.92,,,27365.0,0.41,,,,7.91,16799.0,310079.0,,,0.41,27365.0,,,343981.0,77.34,9.12,,,3.44,3.44,87520232.0,2159999325.76,,2164.44,3.45,11.68,0.5812,74.96,0.0346,24.68
2024-02-02,3111805.0,75554625.4,1.04,4.25,1.03,80.33,1.0,75220775.4,3102876.0,3098055.0,75337829.28,,,,0.5,,,,1.09,24293.0,43411.0,,,0.5,,,24293.0,43411.0,76.69,1.09,,,3.43,3.43,87346640.0,2120776419.2,,2144.09,3.45,11.88,0.5901,75.48,0.0344,24.28
2024-02-05,3129057.0,74721881.16,1.05,4.21,1.04,79.75,1.0,74385053.76,3089049.0,3114952.0,73766490.12,,,17252.0,0.34,,,,0.76,17739.0,31079.0,,,0.34,17252.0,,,842.0,75.35,0.02,,,3.42,3.42,87105088.0,2080069501.44,,2105.44,3.46,12.04,0.5818,74.87,0.0347,23.88
2024-02-06,3201417.0,76545880.47,1.07,4.3,1.06,80.51,1.0,76152823.98,3156171.0,3184978.0,75464048.61,,,55340.0,0.69,,40005.0,,1.03,30021.0,40673.0,,,0.69,55340.0,0.96,52455.0,,75.2,,,,3.5,3.5,86912768.0,2078084282.88,,2075.51,3.5,11.91,0.5553,73.01,0.0355,23.91
2024-02-07,3110865.0,75531802.2,1.04,4.21,1.03,78.25,1.0,75132663.28,3101057.0,3094426.0,75293663.96,,,,,,41710.0,,2.91,,123696.0,,,,,1.05,68582.0,132262.0,74.0,3.36,,,3.44,3.44,87120680.0,2115290110.4,,2092.14,3.42,12.17,0.5429,72.07,0.0345,24.28
2024-02-08,3050605.0,76143100.8,1.02,4.11,1.01,77.84,1.0,75612026.88,3040797.0,3029328.0,75898293.12,,,4838.0,,,,,1.54,,65098.0,,,,4838.0,,,65098.0,73.7,1.44,,,3.37,3.37,87214024.0,2176862039.04,,2136.1,3.34,12.22,0.5629,73.57,0.0338,24.96
2024-02-09,3381994.0,84854229.46,1.13,4.54,1.12,87.44,1.0,74361064.57,2975242.0,2963773.0,74648821.78,,,,,,,,1.56,,65555.0,,,,,,,65555.0,74.15,1.65,,,3.3,3.3,87251616.0,2189143045.44,,2179.79,3.29,22.19,0.5021,66.98,0.0375,25.09
2024-02-12,3394576.0,86018555.84,1.13,4.59,1.13,88.61,1.0,75420835.7,2987824.0,2976355.0,75711460.16,,,19256.0,0.54,,,,0.0,19256.0,6674.0,,,0.54,19256.0,,,6674.0,75.07,0.0,,,3.31,3.31,87291616.0,2211969549.44,,2198.07,3.3,22.0,0.4976,66.66,0.0376,25.34
2024-02-13,2571009.0,62372678.34,0.86,3.42,0.85,68.53,0.0,61856498.32,2551911.0,2549732.0,61909360.86,,,,,,,,10.94,,435913.0,,,,,,,426623.0,64.97,10.71,,,2.83,2.83,87471344.0,2122054805.44,,2186.36,2.89,6.45,0.765,87.13,0.0286,24.26
2024-02-14,2459503.0,58536171.4,0.82,3.11,0.82,62.84,0.0,58029778.8,2440405.0,2438226.0,58081639.0,,,,0.17,,47558.0,,5.45,10900.0,169964.0,,,0.17,,1.27,58458.0,169964.0,59.12,6.84,,,2.71,2.71,87602400.0,2084937120.0,,2109.13,2.73,7.3,0.7392,85.59,0.0273,23.8
2024-02-15,2464430.0,58924521.3,0.82,3.05,0.82,61.7,0.0,58415788.23,2440028.0,2443153.0,58341069.48,,,59666.0,2.01,,5304.0,,2.54,86622.0,86999.0,,,2.01,59666.0,0.13,26956.0,86999.0,57.84,3.14,,,2.72,2.72,87313984.0,2087677357.44,,2077.89,2.71,8.85,0.6812,81.91,0.0275,23.91
2024-02-16,2454802.0,61468242.08,0.82,2.94,0.82,62.07,0.0,58147136.8,2430400.0,2322170.0,60857216.0,,,28022.0,0.88,,27700.0,,4.07,24348.0,176781.0,,,0.88,28022.0,0.69,139131.0,173031.0,58.19,4.08,,,2.72,2.72,87070672.0,2180249626.88,,2115.39,2.68,10.18,0.5769,74.9,0.0274,25.04
2024-02-19,2456810.0,59626778.7,0.82,2.85,0.82,61.91,0.0,54143214.9,2311157.0,2230870.0,56091780.39,,,,0.0,,,,4.69,7958.0,220509.0,,,0.0,,,101266.0,99258.0,57.71,2.43,,,2.58,2.58,87347840.0,2119932076.8,,2161.16,2.6,10.58,0.62,77.8,0.0274,24.27
2024-02-20,2641977.0,63592386.39,0.88,3.08,0.88,66.73,0.0,53328529.2,2592249.0,2215560.0,62395433.43,,,294557.0,0.94,,64632.0,,0.75,41309.0,15046.0,,,0.94,294557.0,1.57,1581.0,121251.0,62.75,2.45,,,2.89,2.89,87073448.0,2095857893.36,,2104.82,2.89,11.83,0.4921,68.25,0.0295,24.07
2024-02-21,2789108.0,67607977.92,0.93,3.26,0.93,70.09,0.0,57520671.6,2740849.0,2372965.0,66438179.76,,,126672.0,4.05,,,,0.1,162709.0,4109.0,,,4.05,126672.0,,26037.0,5304.0,66.02,0.13,,,3.05,3.05,87230936.0,2114477888.64,,2104.26,3.04,11.28,0.4439,64.4,0.031,24.24
2024-02-22,2384687.0,58090975.32,0.8,2.8,0.79,60.09,0.0,49515110.4,2183847.0,2032640.0,53198512.92,,,113508.0,9.12,,,,17.32,367337.0,720669.0,,,9.12,113508.0,,50159.0,707662.0,52.96,17.68,,,2.43,2.43,87740432.0,2137356923.52,,2128.71,2.43,20.56,0.3408,53.14,0.0265,24.36
2024-02-23,2177613.0,53003100.42,0.73,2.53,0.72,55.28,0.0,44669498.2,2048942.0,1835230.0,49871248.28,,,20000.0,0.45,,,,3.74,16596.0,154905.0,,,0.45,20000.0,,,214006.0,49.88,5.19,,,2.28,2.28,87768264.0,2136279545.76,,2135.5,2.28,14.67,0.3778,58.25,0.0242,24.34
2024-02-26,2118046.0,50536577.56,0.71,2.48,0.7,53.56,0.0,42547867.8,1863781.0,1783230.0,44469814.66,,,45280.0,,,,,5.73,,230441.0,,,,45280.0,,,52000.0,45.16,1.27,,,2.12,2.12,86143896.0,2055393358.56,,2079.95,2.13,12.68,0.3943,60.12,0.0241,23.86
2024-02-27,1855664.0,44313256.32,0.62,2.14,0.62,46.29,0.0,35740097.52,1811240.0,1496654.0,43252411.2,,,,,,,,1.9,,76735.0,,,,,,24194.0,286576.0,43.25,7.15,,,2.03,2.03,87251128.0,2083556936.64,,2082.45,2.03,13.41,0.4965,68.69,0.0208,23.88
2024-02-28,1803384.0,42668065.44,0.6,2.05,0.6,44.99,0.0,34873917.26,1765125.0,1473961.0,41762857.5,,,,,,,,2.75,,115242.0,,,,,,69127.0,22693.0,42.11,0.56,,,1.99,1.99,87106920.0,2060949727.2,,2073.47,1.99,13.52,0.5131,69.91,0.0203,23.66
2024-02-29,1704807.0,40403925.9,0.57,1.92,0.57,42.37,0.0,33762048.3,1670127.0,1424559.0,39582009.9,,,,,,,,2.28,,94998.0,,,,,,,49402.0,39.6,1.18,,,1.93,1.93,84992760.0,2014328412.0,,2014.05,1.93,14.02,0.5401,71.74,0.0197,23.7
2024-03-01,1168462.0,27680864.78,0.39,0.85,0.39,28.53,0.0,13162164.0,768022.0,555600.0,18194441.18,,,,,,,,21.4,,902105.0,,,,,,,868959.0,18.18,21.67,,,0.88,0.88,86276904.0,2043899855.76,,2042.31,0.88,18.33,0.4535,64.03,0.0134,23.69
2024-03-04,9627983.0,226546439.99,3.22,7.15,3.2,228.52,1.0,174621706.61,7707705.0,7421237.0,181362298.65,,,1219180.0,3.3,,7106526.0,,8.57,140453.0,362716.0,,,3.3,1219180.0,168.83,6083219.0,381342.0,182.31,9.87,,,8.11,8.11,87336576.0,2055029633.28,,2063.17,8.12,16.46,0.4911,67.41,0.1013,23.53
