,MLSBT FP Equity_DX_SI_QTY,MLSBT FP Equity_DX_SHORT_INTEREST_VALUE,MLSBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLSBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLSBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLSBT FP Equity_DX_SI_MV,MLSBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLSBT FP Equity_DX_SUPPLY_SI_QTY,MLSBT FP Equity_DX_BROKER_SI_QTY,MLSBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLSBT FP Equity_DX_SUPPLY_SI_MV,MLSBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLSBT FP Equity_DX_UTILIZATION_QUANTITY,MLSBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLSBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLSBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLSBT FP Equity_DX_ACTIVE_UTILIZATION_MV,MLSBT FP Equity_DX_BROKER_SI_CON_RATIO,MLSBT FP Equity_DX_DEMAND_SUPPLY_RATIO,MLSBT FP Equity_PX_LAST
2009-01-30,,,,,,,,,,,,,,,,,,,,3.25
2009-02-03,,,,,,,,,,,,,,,,,,,,3.0
2009-02-04,,,,,,,,,,,,,,,,,,,,3.18
2009-02-11,,,,,,,,,,,,,,,,,,,,2.86
2009-02-13,,,,,,,,,,,,,,,,,,,,2.86
2009-02-16,,,,,,,,,,,,,,,,,,,,3.05
2009-02-17,,,,,,,,,,,,,,,,,,,,2.8
2009-02-19,,,,,,,,,,,,,,,,,,,,2.8
2009-02-23,,,,,,,,,,,,,,,,,,,,2.79
2009-02-24,,,,,,,,,,,,,,,,,,,,2.75
2009-02-25,,,,,,,,,,,,,,,,,,,,2.55
2009-02-26,,,,,,,,,,,,,,,,,,,,2.55
2009-02-27,,,,,,,,,,,,,,,,,,,,2.75
2009-03-02,,,,,,,,,,,,,,,,,,,,3.02
2009-03-03,,,,,,,,,,,,,,,,,,,,3.32
2009-03-04,,,,,,,,,,,,,,,,,,,,3.49
2009-03-05,,,,,,,,,,,,,,,,,,,,3.4
2009-03-06,,,,,,,,,,,,,,,,,,,,3.3
2009-03-10,,,,,,,,,,,,,,,,,,,,2.96
2009-03-12,,,,,,,,,,,,,,,,,,,,2.66
2009-03-13,,,,,,,,,,,,,,,,,,,,2.4
2009-03-16,,,,,,,,,,,,,,,,,,,,2.63
2009-03-17,,,,,,,,,,,,,,,,,,,,2.85
2009-03-18,,,,,,,,,,,,,,,,,,,,2.99
2009-03-19,,,,,,,,,,,,,,,,,,,,3.27
2009-03-24,,,,,,,,,,,,,,,,,,,,3.29
2009-03-26,,,,,,,,,,,,,,,,,,,,2.86
2009-03-30,,,,,,,,,,,,,,,,,,,,3.0
2009-03-31,,,,,,,,,,,,,,,,,,,,3.0
2009-04-02,,,,,,,,,,,,,,,,,,,,2.99
2009-04-07,,,,,,,,,,,,,,,,,,,,2.99
2009-04-08,,,,,,,,,,,,,,,,,,,,2.75
2009-04-09,,,,,,,,,,,,,,,,,,,,2.75
2009-04-14,,,,,,,,,,,,,,,,,,,,2.48
2009-04-15,,,,,,,,,,,,,,,,,,,,2.72
2009-04-17,,,,,,,,,,,,,,,,,,,,2.98
2009-04-22,,,,,,,,,,,,,,,,,,,,2.44
2009-04-30,,,,,,,,,,,,,,,,,,,,2.41
2009-05-04,,,,,,,,,,,,,,,,,,,,2.41
2009-05-05,,,,,,,,,,,,,,,,,,,,2.6
2009-05-06,,,,,,,,,,,,,,,,,,,,2.6
2009-05-12,,,,,,,,,,,,,,,,,,,,2.8
2009-05-15,,,,,,,,,,,,,,,,,,,,2.52
2009-05-19,,,,,,,,,,,,,,,,,,,,2.4
2009-05-20,,,,,,,,,,,,,,,,,,,,2.25
2009-05-27,,,,,,,,,,,,,,,,,,,,2.6
2009-05-28,,,,,,,,,,,,,,,,,,,,2.5
2009-06-02,,,,,,,,,,,,,,,,,,,,2.3
2009-06-03,,,,,,,,,,,,,,,,,,,,2.5
2009-06-04,,,,,,,,,,,,,,,,,,,,2.3
2009-06-05,,,,,,,,,,,,,,,,,,,,2.49
2009-06-09,,,,,,,,,,,,,,,,,,,,2.49
2009-06-10,,,,,,,,,,,,,,,,,,,,2.47
2009-06-11,,,,,,,,,,,,,,,,,,,,2.49
2009-06-12,,,,,,,,,,,,,,,,,,,,2.45
2009-06-15,,,,,,,,,,,,,,,,,,,,2.44
2009-06-17,,,,,,,,,,,,,,,,,,,,2.2
2009-06-18,,,,,,,,,,,,,,,,,,,,2.21
2009-06-22,,,,,,,,,,,,,,,,,,,,2.18
2009-06-23,,,,,,,,,,,,,,,,,,,,2.35
2009-06-24,,,,,,,,,,,,,,,,,,,,2.5
2009-06-29,,,,,,,,,,,,,,,,,,,,2.06
2009-06-30,,,,,,,,,,,,,,,,,,,,2.26
2009-07-01,,,,,,,,,,,,,,,,,,,,2.13
2009-07-02,,,,,,,,,,,,,,,,,,,,2.34
2009-07-03,,,,,,,,,,,,,,,,,,,,2.55
2009-07-07,,,,,,,,,,,,,,,,,,,,2.2
2009-07-08,,,,,,,,,,,,,,,,,,,,2.4
2009-07-09,,,,,,,,,,,,,,,,,,,,2.6
2009-07-10,,,,,,,,,,,,,,,,,,,,2.79
2009-07-14,,,,,,,,,,,,,,,,,,,,2.76
2009-07-15,,,,,,,,,,,,,,,,,,,,2.84
2009-07-16,,,,,,,,,,,,,,,,,,,,2.73
2009-07-17,,,,,,,,,,,,,,,,,,,,2.7
2009-07-21,,,,,,,,,,,,,,,,,,,,2.44
2009-07-22,,,,,,,,,,,,,,,,,,,,2.45
2009-07-23,,,,,,,,,,,,,,,,,,,,2.45
2009-07-28,,,,,,,,,,,,,,,,,,,,2.4
2009-07-29,,,,,,,,,,,,,,,,,,,,2.22
2009-07-30,,,,,,,,,,,,,,,,,,,,2.42
2009-07-31,,,,,,,,,,,,,,,,,,,,2.3
2009-08-03,,,,,,,,,,,,,,,,,,,,2.5
2009-08-04,,,,,,,,,,,,,,,,,,,,2.25
2009-08-05,,,,,,,,,,,,,,,,,,,,2.45
2009-08-06,,,,,,,,,,,,,,,,,,,,2.65
2009-08-07,,,,,,,,,,,,,,,,,,,,2.4
2009-08-10,,,,,,,,,,,,,,,,,,,,2.6
2009-08-14,,,,,,,,,,,,,,,,,,,,2.4
2009-08-17,,,,,,,,,,,,,,,,,,,,2.63
2009-08-26,,,,,,,,,,,,,,,,,,,,2.3
2009-08-27,,,,,,,,,,,,,,,,,,,,2.53
2009-08-28,,,,,,,,,,,,,,,,,,,,2.64
2009-09-02,,,,,,,,,,,,,,,,,,,,2.59
2009-09-03,,,,,,,,,,,,,,,,,,,,2.41
2009-09-04,,,,,,,,,,,,,,,,,,,,2.41
2009-09-07,,,,,,,,,,,,,,,,,,,,2.23
2009-09-09,,,,,,,,,,,,,,,,,,,,2.25
2009-09-10,,,,,,,,,,,,,,,,,,,,2.25
2009-09-11,,,,,,,,,,,,,,,,,,,,2.3
2009-09-14,,,,,,,,,,,,,,,,,,,,2.52
2009-09-15,,,,,,,,,,,,,,,,,,,,2.58
2009-09-16,,,,,,,,,,,,,,,,,,,,2.59
2009-09-18,,,,,,,,,,,,,,,,,,,,2.11
2009-09-21,,,,,,,,,,,,,,,,,,,,2.21
2009-09-22,,,,,,,,,,,,,,,,,,,,2.15
2009-09-23,,,,,,,,,,,,,,,,,,,,2.12
2009-09-24,,,,,,,,,,,,,,,,,,,,2.22
2009-09-25,,,,,,,,,,,,,,,,,,,,2.31
2009-09-29,,,,,,,,,,,,,,,,,,,,2.54
2009-09-30,,,,,,,,,,,,,,,,,,,,2.79
2009-10-01,,,,,,,,,,,,,,,,,,,,3.06
2009-10-05,,,,,,,,,,,,,,,,,,,,2.56
2009-10-06,,,,,,,,,,,,,,,,,,,,2.8
2009-10-07,,,,,,,,,,,,,,,,,,,,2.85
2009-10-08,,,,,,,,,,,,,,,,,,,,2.59
2009-10-12,,,,,,,,,,,,,,,,,,,,2.85
2009-10-13,,,,,,,,,,,,,,,,,,,,2.8
2009-10-14,,,,,,,,,,,,,,,,,,,,2.8
2009-10-16,,,,,,,,,,,,,,,,,,,,2.79
2009-10-19,,,,,,,,,,,,,,,,,,,,2.8
2009-10-20,,,,,,,,,,,,,,,,,,,,2.6
2009-10-21,,,,,,,,,,,,,,,,,,,,2.6
2009-10-22,,,,,,,,,,,,,,,,,,,,2.65
2009-10-26,,,,,,,,,,,,,,,,,,,,2.56
2009-10-27,,,,,,,,,,,,,,,,,,,,2.41
2009-10-28,,,,,,,,,,,,,,,,,,,,2.41
2009-10-29,,,,,,,,,,,,,,,,,,,,2.17
2009-10-30,,,,,,,,,,,,,,,,,,,,2.2
2009-11-02,,,,,,,,,,,,,,,,,,,,2.23
2009-11-03,,,,,,,,,,,,,,,,,,,,2.27
2009-11-06,,,,,,,,,,,,,,,,,,,,2.28
2009-11-10,,,,,,,,,,,,,,,,,,,,2.49
2009-11-11,,,,,,,,,,,,,,,,,,,,2.49
2009-11-12,,,,,,,,,,,,,,,,,,,,2.35
2009-11-16,,,,,,,,,,,,,,,,,,,,2.3
2009-11-17,,,,,,,,,,,,,,,,,,,,2.3
2009-11-19,,,,,,,,,,,,,,,,,,,,2.61
2009-11-20,,,,,,,,,,,,,,,,,,,,2.7
2009-11-23,,,,,,,,,,,,,,,,,,,,2.78
2009-11-24,,,,,,,,,,,,,,,,,,,,2.78
2009-11-25,,,,,,,,,,,,,,,,,,,,2.78
2009-11-26,,,,,,,,,,,,,,,,,,,,2.7
2009-11-27,,,,,,,,,,,,,,,,,,,,2.7
2009-12-02,,,,,,,,,,,,,,,,,,,,2.5
2009-12-03,,,,,,,,,,,,,,,,,,,,2.4
2009-12-04,,,,,,,,,,,,,,,,,,,,2.35
2009-12-07,,,,,,,,,,,,,,,,,,,,2.41
2009-12-08,,,,,,,,,,,,,,,,,,,,2.43
2009-12-10,,,,,,,,,,,,,,,,,,,,2.35
2009-12-11,,,,,,,,,,,,,,,,,,,,2.35
2009-12-14,,,,,,,,,,,,,,,,,,,,2.35
2009-12-15,,,,,,,,,,,,,,,,,,,,2.36
2009-12-17,,,,,,,,,,,,,,,,,,,,2.34
2009-12-18,,,,,,,,,,,,,,,,,,,,2.3
2009-12-21,,,,,,,,,,,,,,,,,,,,2.3
2009-12-22,,,,,,,,,,,,,,,,,,,,2.3
2009-12-23,,,,,,,,,,,,,,,,,,,,2.3
2009-12-24,,,,,,,,,,,,,,,,,,,,2.12
2009-12-28,,,,,,,,,,,,,,,,,,,,2.3
2009-12-30,,,,,,,,,,,,,,,,,,,,2.11
2009-12-31,,,,,,,,,,,,,,,,,,,,2.09
2010-01-04,,,,,,,,,,,,,,,,,,,,2.29
2010-01-05,,,,,,,,,,,,,,,,,,,,2.3
2010-01-06,,,,,,,,,,,,,,,,,,,,2.3
2010-01-07,,,,,,,,,,,,,,,,,,,,2.16
2010-01-08,,,,,,,,,,,,,,,,,,,,2.29
2010-01-12,,,,,,,,,,,,,,,,,,,,2.24
2010-01-15,,,,,,,,,,,,,,,,,,,,2.1
2010-01-19,,,,,,,,,,,,,,,,,,,,2.22
2010-01-20,,,,,,,,,,,,,,,,,,,,2.11
2010-01-21,,,,,,,,,,,,,,,,,,,,2.12
2010-01-22,,,,,,,,,,,,,,,,,,,,2.12
2010-01-25,,,,,,,,,,,,,,,,,,,,2.3
2010-01-26,,,,,,,,,,,,,,,,,,,,2.35
2010-01-28,,,,,,,,,,,,,,,,,,,,2.13
2010-01-29,,,,,,,,,,,,,,,,,,,,2.12
2010-02-01,,,,,,,,,,,,,,,,,,,,2.3
2010-02-03,,,,,,,,,,,,,,,,,,,,2.0
2010-02-04,,,,,,,,,,,,,,,,,,,,2.01
2010-02-05,,,,,,,,,,,,,,,,,,,,2.02
2010-02-08,,,,,,,,,,,,,,,,,,,,2.0
2010-02-09,,,,,,,,,,,,,,,,,,,,2.0
2010-02-10,,,,,,,,,,,,,,,,,,,,1.99
2010-02-16,,,,,,,,,,,,,,,,,,,,1.85
2010-02-17,,,,,,,,,,,,,,,,,,,,1.79
2010-02-18,,,,,,,,,,,,,,,,,,,,1.82
2010-02-22,,,,,,,,,,,,,,,,,,,,2.0
2010-02-23,,,,,,,,,,,,,,,,,,,,2.0
2010-02-24,,,,,,,,,,,,,,,,,,,,2.05
2010-02-25,,,,,,,,,,,,,,,,,,,,2.25
2010-02-26,,,,,,,,,,,,,,,,,,,,2.26
2010-03-01,,,,,,,,,,,,,,,,,,,,2.1
2010-03-02,,,,,,,,,,,,,,,,,,,,2.1
2010-03-08,,,,,,,,,,,,,,,,,,,,2.3
2010-03-10,,,,,,,,,,,,,,,,,,,,2.03
2010-03-11,,,,,,,,,,,,,,,,,,,,2.03
2010-03-16,,,,,,,,,,,,,,,,,,,,2.08
2010-03-17,,,,,,,,,,,,,,,,,,,,2.1
2010-03-19,,,,,,,,,,,,,,,,,,,,2.2
2010-03-22,,,,,,,,,,,,,,,,,,,,2.3
2010-03-23,,,,,,,,,,,,,,,,,,,,2.44
2010-03-24,,,,,,,,,,,,,,,,,,,,2.44
2010-04-06,,,,,,,,,,,,,,,,,,,,2.2
2010-04-08,,,,,,,,,,,,,,,,,,,,2.2
2010-04-09,,,,,,,,,,,,,,,,,,,,2.12
2010-04-12,,,,,,,,,,,,,,,,,,,,2.12
2010-04-13,,,,,,,,,,,,,,,,,,,,2.12
2010-04-14,,,,,,,,,,,,,,,,,,,,2.22
2010-04-15,,,,,,,,,,,,,,,,,,,,2.06
2010-04-16,,,,,,,,,,,,,,,,,,,,2.26
2010-04-19,,,,,,,,,,,,,,,,,,,,2.39
2010-04-21,,,,,,,,,,,,,,,,,,,,2.04
2010-04-23,,,,,,,,,,,,,,,,,,,,2.03
2010-04-26,,,,,,,,,,,,,,,,,,,,2.07
2010-04-27,,,,,,,,,,,,,,,,,,,,1.93
2010-04-28,,,,,,,,,,,,,,,,,,,,1.89
2010-04-29,,,,,,,,,,,,,,,,,,,,1.8
2010-04-30,,,,,,,,,,,,,,,,,,,,1.98
2010-05-03,,,,,,,,,,,,,,,,,,,,2.1
2010-05-05,,,,,,,,,,,,,,,,,,,,1.73
2010-05-06,,,,,,,,,,,,,,,,,,,,1.72
2010-05-07,,,,,,,,,,,,,,,,,,,,1.74
2010-05-10,,,,,,,,,,,,,,,,,,,,1.91
2010-05-11,,,,,,,,,,,,,,,,,,,,1.91
2010-05-12,,,,,,,,,,,,,,,,,,,,2.1
2010-05-18,,,,,,,,,,,,,,,,,,,,2.24
2010-05-19,,,,,,,,,,,,,,,,,,,,2.23
2010-05-20,,,,,,,,,,,,,,,,,,,,2.23
2010-05-21,,,,,,,,,,,,,,,,,,,,2.11
2010-05-25,,,,,,,,,,,,,,,,,,,,2.1
2010-05-28,,,,,,,,,,,,,,,,,,,,2.1
2010-06-01,,,,,,,,,,,,,,,,,,,,2.1
2010-06-08,,,,,,,,,,,,,,,,,,,,1.89
2010-06-09,,,,,,,,,,,,,,,,,,,,2.03
2010-06-22,,,,,,,,,,,,,,,,,,,,1.92
2010-06-23,,,,,,,,,,,,,,,,,,,,1.81
2010-06-25,,,,,,,,,,,,,,,,,,,,1.8
2010-06-28,,,,,,,,,,,,,,,,,,,,1.81
2010-06-29,,,,,,,,,,,,,,,,,,,,1.8
2010-07-01,,,,,,,,,,,,,,,,,,,,1.8
2010-07-02,,,,,,,,,,,,,,,,,,,,1.63
2010-07-07,,,,,,,,,,,,,,,,,,,,1.98
2010-07-08,,,,,,,,,,,,,,,,,,,,2.0
2010-07-12,,,,,,,,,,,,,,,,,,,,1.95
2010-07-16,,,,,,,,,,,,,,,,,,,,2.0
2010-07-21,,,,,,,,,,,,,,,,,,,,2.0
2010-07-22,,,,,,,,,,,,,,,,,,,,2.0
2010-07-27,,,,,,,,,,,,,,,,,,,,1.9
2010-07-29,,,,,,,,,,,,,,,,,,,,2.0
2010-07-30,,,,,,,,,,,,,,,,,,,,1.8
2010-08-03,,,,,,,,,,,,,,,,,,,,2.09
2010-08-04,,,,,,,,,,,,,,,,,,,,2.1
2010-08-05,,,,,,,,,,,,,,,,,,,,2.09
2010-08-10,,,,,,,,,,,,,,,,,,,,2.19
2010-08-11,,,,,,,,,,,,,,,,,,,,2.25
2010-08-12,,,,,,,,,,,,,,,,,,,,2.15
2010-08-17,,,,,,,,,,,,,,,,,,,,2.3
2010-08-18,,,,,,,,,,,,,,,,,,,,2.28
2010-08-19,,,,,,,,,,,,,,,,,,,,2.19
2010-08-24,,,,,,,,,,,,,,,,,,,,2.28
2010-08-26,,,,,,,,,,,,,,,,,,,,2.26
2010-08-31,,,,,,,,,,,,,,,,,,,,2.26
2010-09-01,,,,,,,,,,,,,,,,,,,,2.28
2010-09-06,,,,,,,,,,,,,,,,,,,,2.3
2010-09-07,,,,,,,,,,,,,,,,,,,,2.3
2010-09-10,,,,,,,,,,,,,,,,,,,,2.29
2010-09-14,,,,,,,,,,,,,,,,,,,,2.29
2010-09-17,,,,,,,,,,,,,,,,,,,,2.28
2010-09-20,,,,,,,,,,,,,,,,,,,,2.28
2010-09-22,,,,,,,,,,,,,,,,,,,,2.29
2010-09-24,,,,,,,,,,,,,,,,,,,,2.07
2010-09-27,,,,,,,,,,,,,,,,,,,,2.19
2010-09-30,,,,,,,,,,,,,,,,,,,,2.19
2010-10-04,,,,,,,,,,,,,,,,,,,,2.18
2010-10-05,,,,,,,,,,,,,,,,,,,,2.14
2010-10-12,,,,,,,,,,,,,,,,,,,,2.14
2010-10-13,,,,,,,,,,,,,,,,,,,,2.1
2010-10-15,,,,,,,,,,,,,,,,,,,,2.14
2010-10-20,,,,,,,,,,,,,,,,,,,,2.0
2010-10-21,,,,,,,,,,,,,,,,,,,,2.0
2010-10-22,,,,,,,,,,,,,,,,,,,,2.14
2010-10-25,,,,,,,,,,,,,,,,,,,,2.0
2010-10-26,,,,,,,,,,,,,,,,,,,,1.91
2010-10-28,,,,,,,,,,,,,,,,,,,,2.1
2010-10-29,,,,,,,,,,,,,,,,,,,,1.97
2010-11-01,,,,,,,,,,,,,,,,,,,,2.0
2010-11-03,,,,,,,,,,,,,,,,,,,,2.14
2010-11-04,,,,,,,,,,,,,,,,,,,,1.97
2010-11-05,,,,,,,,,,,,,,,,,,,,1.98
2010-11-08,,,,,,,,,,,,,,,,,,,,2.06
2010-11-12,,,,,,,,,,,,,,,,,,,,2.06
2010-11-15,,,,,,,,,,,,,,,,,,,,2.05
2010-11-16,,,,,,,,,,,,,,,,,,,,1.91
2010-11-17,,,,,,,,,,,,,,,,,,,,2.05
2010-11-22,,,,,,,,,,,,,,,,,,,,1.99
2010-11-23,,,,,,,,,,,,,,,,,,,,1.99
2010-11-24,,,,,,,,,,,,,,,,,,,,1.91
2010-11-25,,,,,,,,,,,,,,,,,,,,1.91
2010-11-26,,,,,,,,,,,,,,,,,,,,2.0
2010-12-06,,,,,,,,,,,,,,,,,,,,2.0
2010-12-07,,,,,,,,,,,,,,,,,,,,2.0
2010-12-08,,,,,,,,,,,,,,,,,,,,2.0
2010-12-09,,,,,,,,,,,,,,,,,,,,1.98
2010-12-15,,,,,,,,,,,,,,,,,,,,1.97
2010-12-17,,,,,,,,,,,,,,,,,,,,1.97
2010-12-20,,,,,,,,,,,,,,,,,,,,1.9
2010-12-21,,,,,,,,,,,,,,,,,,,,1.71
2010-12-23,,,,,,,,,,,,,,,,,,,,1.72
2010-12-27,,,,,,,,,,,,,,,,,,,,1.73
2010-12-29,,,,,,,,,,,,,,,,,,,,1.96
2011-01-05,,,,,,,,,,,,,,,,,,,,2.27
2011-01-11,,,,,,,,,,,,,,,,,,,,2.06
2011-01-19,,,,,,,,,,,,,,,,,,,,2.07
2011-01-25,,,,,,,,,,,,,,,,,,,,2.1
2011-01-26,,,,,,,,,,,,,,,,,,,,2.1
2011-02-01,,,,,,,,,,,,,,,,,,,,2.17
2011-02-02,,,,,,,,,,,,,,,,,,,,2.1
2011-02-10,,,,,,,,,,,,,,,,,,,,2.1
2011-02-14,,,,,,,,,,,,,,,,,,,,1.92
2011-02-16,,,,,,,,,,,,,,,,,,,,2.1
2011-02-17,,,,,,,,,,,,,,,,,,,,2.3
2011-02-23,,,,,,,,,,,,,,,,,,,,2.3
2011-02-24,,,,,,,,,,,,,,,,,,,,2.08
2011-03-02,,,,,,,,,,,,,,,,,,,,1.92
2011-03-03,,,,,,,,,,,,,,,,,,,,2.08
2011-03-04,,,,,,,,,,,,,,,,,,,,2.08
2011-03-07,,,,,,,,,,,,,,,,,,,,2.17
2011-03-08,,,,,,,,,,,,,,,,,,,,2.17
2011-03-11,,,,,,,,,,,,,,,,,,,,2.64
2011-03-14,,,,,,,,,,,,,,,,,,,,2.62
2011-03-17,,,,,,,,,,,,,,,,,,,,1.94
2011-03-21,,,,,,,,,,,,,,,,,,,,2.3
2011-03-22,,,,,,,,,,,,,,,,,,,,2.51
2011-03-23,,,,,,,,,,,,,,,,,,,,2.5
2011-03-24,,,,,,,,,,,,,,,,,,,,2.5
2011-03-28,,,,,,,,,,,,,,,,,,,,2.48
2011-03-29,,,,,,,,,,,,,,,,,,,,2.49
2011-03-30,,,,,,,,,,,,,,,,,,,,2.5
2011-03-31,,,,,,,,,,,,,,,,,,,,2.5
2011-04-01,,,,,,,,,,,,,,,,,,,,2.67
2011-04-04,,,,,,,,,,,,,,,,,,,,2.68
2011-04-07,,,,,,,,,,,,,,,,,,,,2.4
2011-04-08,,,,,,,,,,,,,,,,,,,,2.4
2011-04-11,,,,,,,,,,,,,,,,,,,,2.4
2011-04-12,,,,,,,,,,,,,,,,,,,,2.59
2011-04-13,,,,,,,,,,,,,,,,,,,,2.59
2011-04-14,,,,,,,,,,,,,,,,,,,,2.57
2011-04-15,,,,,,,,,,,,,,,,,,,,2.59
2011-04-18,,,,,,,,,,,,,,,,,,,,2.67
2011-04-20,,,,,,,,,,,,,,,,,,,,2.66
2011-04-21,,,,,,,,,,,,,,,,,,,,2.67
2011-04-26,,,,,,,,,,,,,,,,,,,,2.65
2011-04-28,,,,,,,,,,,,,,,,,,,,2.65
2011-05-02,,,,,,,,,,,,,,,,,,,,2.68
2011-05-03,,,,,,,,,,,,,,,,,,,,2.69
2011-05-06,,,,,,,,,,,,,,,,,,,,2.69
2011-05-11,,,,,,,,,,,,,,,,,,,,2.5
2011-05-12,,,,,,,,,,,,,,,,,,,,2.68
2011-05-13,,,,,,,,,,,,,,,,,,,,2.69
2011-05-18,,,,,,,,,,,,,,,,,,,,2.7
2011-05-19,,,,,,,,,,,,,,,,,,,,2.7
2011-05-20,,,,,,,,,,,,,,,,,,,,2.69
2011-05-23,,,,,,,,,,,,,,,,,,,,2.48
2011-05-24,,,,,,,,,,,,,,,,,,,,2.69
2011-05-25,,,,,,,,,,,,,,,,,,,,2.5
2011-05-27,,,,,,,,,,,,,,,,,,,,2.4
2011-05-31,,,,,,,,,,,,,,,,,,,,2.65
2011-06-02,,,,,,,,,,,,,,,,,,,,2.31
2011-06-07,,,,,,,,,,,,,,,,,,,,2.68
2011-06-08,,,,,,,,,,,,,,,,,,,,2.65
2011-06-09,,,,,,,,,,,,,,,,,,,,2.5
2011-06-10,,,,,,,,,,,,,,,,,,,,2.56
2011-06-13,,,,,,,,,,,,,,,,,,,,2.68
2011-06-14,,,,,,,,,,,,,,,,,,,,2.7
2011-06-15,,,,,,,,,,,,,,,,,,,,2.68
2011-06-16,,,,,,,,,,,,,,,,,,,,2.69
2011-06-20,,,,,,,,,,,,,,,,,,,,2.67
2011-06-22,,,,,,,,,,,,,,,,,,,,2.5
2011-06-24,,,,,,,,,,,,,,,,,,,,2.68
2011-06-27,,,,,,,,,,,,,,,,,,,,2.69
2011-06-28,,,,,,,,,,,,,,,,,,,,2.67
2011-07-01,,,,,,,,,,,,,,,,,,,,2.65
2011-07-06,,,,,,,,,,,,,,,,,,,,2.57
2011-07-11,,,,,,,,,,,,,,,,,,,,2.34
2011-07-12,,,,,,,,,,,,,,,,,,,,2.34
2011-07-13,,,,,,,,,,,,,,,,,,,,2.22
2011-07-15,,,,,,,,,,,,,,,,,,,,2.21
2011-07-18,,,,,,,,,,,,,,,,,,,,2.2
2011-07-20,,,,,,,,,,,,,,,,,,,,2.2
2011-07-22,,,,,,,,,,,,,,,,,,,,2.5
2011-07-25,,,,,,,,,,,,,,,,,,,,2.5
2011-07-27,,,,,,,,,,,,,,,,,,,,2.55
2011-08-01,,,,,,,,,,,,,,,,,,,,2.6
2011-08-05,,,,,,,,,,,,,,,,,,,,2.6
2011-08-10,,,,,,,,,,,,,,,,,,,,2.5
2011-08-23,,,,,,,,,,,,,,,,,,,,2.3
2011-08-24,,,,,,,,,,,,,,,,,,,,2.16
2011-08-25,,,,,,,,,,,,,,,,,,,,2.17
2011-08-26,,,,,,,,,,,,,,,,,,,,2.37
2011-08-30,,,,,,,,,,,,,,,,,,,,2.49
2011-09-01,,,,,,,,,,,,,,,,,,,,2.25
2011-09-02,,,,,,,,,,,,,,,,,,,,2.39
2011-09-06,,,,,,,,,,,,,,,,,,,,2.07
2011-09-08,,,,,,,,,,,,,,,,,,,,2.38
2011-09-14,,,,,,,,,,,,,,,,,,,,2.07
2011-09-16,,,,,,,,,,,,,,,,,,,,2.39
2011-09-19,,,,,,,,,,,,,,,,,,,,2.2
2011-09-21,,,,,,,,,,,,,,,,,,,,2.39
2011-09-22,,,,,,,,,,,,,,,,,,,,2.39
2011-09-23,,,,,,,,,,,,,,,,,,,,2.39
2011-09-26,,,,,,,,,,,,,,,,,,,,2.38
2011-09-27,,,,,,,,,,,,,,,,,,,,2.38
2011-09-28,,,,,,,,,,,,,,,,,,,,2.38
2011-09-29,,,,,,,,,,,,,,,,,,,,2.48
2011-09-30,,,,,,,,,,,,,,,,,,,,2.48
2011-10-03,,,,,,,,,,,,,,,,,,,,2.49
2011-10-04,,,,,,,,,,,,,,,,,,,,2.6
2011-10-05,,,,,,,,,,,,,,,,,,,,2.7
2011-10-07,,,,,,,,,,,,,,,,,,,,2.65
2011-10-12,,,,,,,,,,,,,,,,,,,,2.65
2011-10-14,,,,,,,,,,,,,,,,,,,,2.65
2011-10-17,,,,,,,,,,,,,,,,,,,,2.65
2011-10-24,,,,,,,,,,,,,,,,,,,,2.64
2011-10-26,,,,,,,,,,,,,,,,,,,,2.63
2011-10-28,,,,,,,,,,,,,,,,,,,,2.64
2011-10-31,,,,,,,,,,,,,,,,,,,,2.65
2011-11-02,,,,,,,,,,,,,,,,,,,,2.7
2011-11-04,,,,,,,,,,,,,,,,,,,,2.69
2011-11-08,,,,,,,,,,,,,,,,,,,,2.7
2011-11-09,,,,,,,,,,,,,,,,,,,,2.7
2011-11-11,,,,,,,,,,,,,,,,,,,,2.72
2011-11-14,,,,,,,,,,,,,,,,,,,,2.71
2011-11-15,,,,,,,,,,,,,,,,,,,,2.77
2011-11-17,,,,,,,,,,,,,,,,,,,,2.81
2011-11-22,,,,,,,,,,,,,,,,,,,,3.45
2011-11-23,,,,,,,,,,,,,,,,,,,,3.59
2011-11-28,,,,,,,,,,,,,,,,,,,,3.59
2011-11-30,,,,,,,,,,,,,,,,,,,,3.8
2011-12-02,,,,,,,,,,,,,,,,,,,,3.8
2011-12-06,,,,,,,,,,,,,,,,,,,,3.88
2011-12-07,,,,,,,,,,,,,,,,,,,,3.89
2011-12-08,,,,,,,,,,,,,,,,,,,,3.9
2011-12-09,,,,,,,,,,,,,,,,,,,,3.99
2011-12-12,,,,,,,,,,,,,,,,,,,,3.95
2011-12-14,,,,,,,,,,,,,,,,,,,,3.98
