,ALLUX FP Equity_DX_SI_QTY,ALLUX FP Equity_DX_SHORT_INTEREST_VALUE,ALLUX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALLUX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALLUX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALLUX FP Equity_DX_SI_MV,ALLUX FP Equity_DX_DSS,ALLUX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALLUX FP Equity_DX_SUPPLY_SI_QTY,ALLUX FP Equity_DX_BROKER_SI_QTY,ALLUX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALLUX FP Equity_DX_BROKER_SI_QTY_ADD,ALLUX FP Equity_DX_SUPPLY_SI_MV_DEC,ALLUX FP Equity_DX_SUPPLY_SI_QTY_DEC,ALLUX FP Equity_DX_BROKER_SI_MV_ADD,ALLUX FP Equity_DX_SUPPLY_SI_QTY_ADD,ALLUX FP Equity_DX_BROKER_SI_QTY_DEC,ALLUX FP Equity_DX_SUPPLY_SI_MV,ALLUX FP Equity_DX_BROKER_SI_MV_DEC,ALLUX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALLUX FP Equity_DX_UTILIZATION_QUANTITY,ALLUX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALLUX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALLUX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALLUX FP Equity_DX_ACTIVE_UTILIZATION_MV,ALLUX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALLUX FP Equity_DX_BROKER_SI_CON_RATIO,ALLUX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALLUX FP Equity_DX_DEMAND_SUPPLY_RATIO,ALLUX FP Equity_PX_LAST
2016-06-21,193.0,57221.47,0.18,1.83,0.06,0.06,0.0,57221.47,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,310.0
2016-06-22,193.0,58737.26,0.18,1.91,0.06,0.06,0.0,58737.26,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,310.0
2016-06-23,193.0,60632.02,0.18,1.83,0.06,0.06,0.0,60632.02,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,320.0
2016-06-24,193.0,60632.02,0.18,1.82,0.06,0.06,0.0,60632.02,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,320.0
2016-06-27,193.0,58737.26,0.18,2.57,0.06,0.06,0.0,58737.26,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,310.0
2016-06-28,193.0,58737.26,0.18,2.5,0.06,0.06,0.0,58737.26,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,310.0
2016-06-29,193.0,58737.26,0.18,2.59,0.06,0.06,0.0,58737.26,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2016-06-30,193.0,60632.02,0.18,2.62,0.06,0.06,0.0,60632.02,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,320.0
2016-07-01,193.0,58737.26,0.18,2.61,0.06,0.06,0.0,58737.26,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,310.0
2016-07-04,193.0,58737.26,0.18,2.55,0.06,0.06,0.0,58737.26,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,310.0
2016-07-05,193.0,60205.7,0.18,1.57,0.06,0.06,0.0,60205.7,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,317.75
2016-07-06,193.0,58737.26,0.18,1.57,0.06,0.06,0.0,58737.26,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,310.0
2016-07-07,193.0,58737.26,0.18,1.56,0.06,0.06,0.0,58737.26,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2016-07-08,193.0,59684.64,0.18,1.56,0.06,0.06,0.0,59684.64,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,315.0
2016-07-11,193.0,59684.64,0.18,1.58,0.06,0.06,0.0,59684.64,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,
2016-07-12,193.0,60795.0,0.18,1.58,0.06,0.06,0.0,60795.0,0.0,193.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0,315.0
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.99
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.01
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.0
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.99
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.0
2016-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.5
2016-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.86
2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.99
2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.1
2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.99
2016-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.13
2016-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.99
2016-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.0
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.59
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.12
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.1
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.0
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.1
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.25
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.0
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.5
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.87
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.1
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.5
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.01
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.01
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.01
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.94
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.99
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.99
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.0
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.11
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.1
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.14
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.14
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.5
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.99
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.49
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.98
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.01
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.02
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0
2017-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.55
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.99
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.01
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.0
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.05
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.89
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.89
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.1
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.49
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.71
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.25
2017-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0
2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.01
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.49
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.5
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.02
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.0
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.99
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.02
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.01
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.99
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.0
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.0
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.0
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.99
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.99
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.95
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.16
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.99
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.94
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.0
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.99
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.01
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.97
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.97
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.13
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.99
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.98
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.12
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.84
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.01
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.6
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.0
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.5
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.99
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.98
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.98
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.5
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.99
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.0
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.51
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.01
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.0
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.6
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.0
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.0
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.0
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.1
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.8
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.1
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.0
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.0
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.0
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.0
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.0
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.0
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0
