,PARRO FP Equity_DX_SI_QTY,PARRO FP Equity_DX_SHORT_INTEREST_VALUE,PARRO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PARRO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PARRO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PARRO FP Equity_DX_SI_MV,PARRO FP Equity_DX_DSS,PARRO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PARRO FP Equity_DX_SUPPLY_SI_QTY,PARRO FP Equity_DX_BROKER_SI_QTY,PARRO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PARRO FP Equity_DX_BROKER_SI_MV_NEW_x,PARRO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PARRO FP Equity_DX_SUPPLY_SI_QTY_INC_x,PARRO FP Equity_DX_BROKER_SI_MV_INC_x,PARRO FP Equity_DX_SUPPLY_SI_MV_NEW,PARRO FP Equity_DX_BROKER_SI_QTY_ADD,PARRO FP Equity_DX_BROKER_SI_QTY_NEW,PARRO FP Equity_DX_SUPPLY_SI_MV_DEC,PARRO FP Equity_DX_BROKER_SI_QTY_INC,PARRO FP Equity_DX_SUPPLY_SI_QTY_DEC,PARRO FP Equity_DX_BROKER_SI_MV_NEW_y,PARRO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PARRO FP Equity_DX_BROKER_SI_MV_INC_y,PARRO FP Equity_DX_SUPPLY_SI_QTY_INC_y,PARRO FP Equity_DX_BROKER_SI_MV_ADD,PARRO FP Equity_DX_SUPPLY_SI_QTY_ADD,PARRO FP Equity_DX_BROKER_SI_QTY_DEC,PARRO FP Equity_DX_SUPPLY_SI_MV,PARRO FP Equity_DX_BROKER_SI_MV_DEC,PARRO FP Equity_DX_SUPPLY_SI_MV_RMV,PARRO FP Equity_DX_BROKER_SI_MV_RMV,PARRO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PARRO FP Equity_DX_UTILIZATION_QUANTITY,PARRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PARRO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PARRO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PARRO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PARRO FP Equity_DX_ACTIVE_UTILIZATION_MV,PARRO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PARRO FP Equity_DX_BROKER_SI_CON_RATIO,PARRO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PARRO FP Equity_DX_DEMAND_SUPPLY_RATIO,PARRO FP Equity_PX_LAST
2006-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,565640.0,17534840.0,,16.5,0.0,,0.0,,0.0,31.0
2006-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,521155.0,15895227.5,,15.18,0.0,,0.0,,0.0,30.5
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,510614.0,15267358.6,,14.78,0.0,,0.0,,0.0,29.9
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,509776.0,15165836.0,,15.22,0.0,,0.0,,0.0,29.75
2006-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,509696.0,15295976.96,,15.22,0.0,,0.0,,0.0,30.01
2006-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,502869.0,15312361.05,,15.06,0.0,,0.0,,0.0,30.45
2006-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,503128.0,15320247.6,,15.05,0.0,,0.0,,0.0,30.45
2006-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,503120.0,15345160.0,,15.05,0.0,,0.0,,0.0,30.5
2006-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,502833.0,15336406.5,,15.34,0.0,,0.0,,0.0,30.5
2006-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,502895.0,15333268.55,,15.28,0.0,,0.0,,0.0,30.49
2006-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,502868.0,15337474.0,,15.3,0.0,,0.0,,0.0,30.5
2006-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,546193.0,16658886.5,,16.6,0.0,,0.0,,0.0,30.5
2006-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,546313.0,16307443.05,,16.48,0.0,,0.0,,0.0,29.85
2006-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,546120.0,16328988.0,,16.32,0.0,,0.0,,0.0,29.9
2006-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,546148.0,16220595.6,,16.32,0.0,,0.0,,0.0,29.7
2006-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,545968.0,16488233.6,,16.39,0.0,,0.0,,0.0,30.2
2006-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,546296.0,16115732.0,,16.34,0.0,,0.0,,0.0,29.5
2006-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,545888.0,16130990.4,,16.28,0.0,,0.0,,0.0,29.55
2006-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,541545.0,15975577.5,,16.0,0.0,,0.0,,0.0,29.5
2006-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,541574.0,15759803.4,,15.94,0.0,,0.0,,0.0,29.1
2006-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263930.0,7730509.7,,7.75,0.0,,0.0,,0.0,29.29
2006-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,250110.0,7253190.0,,7.71,0.0,,0.0,,0.0,29.0
2006-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,264033.0,7654316.67,,7.69,0.0,,0.0,,0.0,28.99
2006-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,264131.0,7527733.5,,7.57,0.0,,0.0,,0.0,28.5
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,250036.0,7248543.64,,7.6,0.0,,0.0,,0.0,28.99
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,250072.0,7224580.08,,7.62,0.0,,0.0,,0.0,28.89
2006-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,250069.0,7101959.6,,7.55,0.0,,0.0,,0.0,28.4
2006-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,250033.0,7000924.0,,7.45,0.0,,0.0,,0.0,28.0
2006-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,250005.0,6850137.0,,7.29,0.0,,0.0,,0.0,27.4
2006-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,249962.0,6986437.9,,7.35,0.0,,0.0,,0.0,27.95
2006-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,249752.0,6990558.48,,7.37,0.0,,0.0,,0.0,27.99
2006-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,249757.0,7018171.7,,7.38,0.0,,0.0,,0.0,28.1
2006-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263590.0,7380520.0,,7.38,0.0,,0.0,,0.0,28.0
2006-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263515.0,7378420.0,,7.37,0.0,,0.0,,0.0,28.0
2006-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263465.0,7403366.5,,7.39,0.0,,0.0,,0.0,28.1
2006-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263242.0,7791963.2,,7.6,0.0,,0.0,,0.0,29.6
2006-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263605.0,7784255.65,,7.71,0.0,,0.0,,0.0,29.53
2006-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263538.0,7985201.4,,7.82,0.0,,0.0,,0.0,30.3
2006-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263506.0,8036933.0,,8.02,0.0,,0.0,,0.0,30.5
2006-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263449.0,8245953.7,,8.15,0.0,,0.0,,0.0,31.3
2006-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263606.0,8198146.6,,8.2,0.0,,0.0,,0.0,31.1
2006-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,112593.0,3501642.3,,3.99,0.0,,0.0,,0.0,
2006-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263630.0,8198893.0,,8.17,0.0,,0.0,,0.0,
2006-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263575.0,8223540.0,,8.19,0.0,,0.0,,0.0,31.2
2006-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263562.0,8283753.66,,8.23,0.0,,0.0,,0.0,31.43
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263678.0,8305857.0,,8.22,0.0,,0.0,,0.0,31.5
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,113500.0,3575250.0,,4.03,0.0,,0.0,,0.0,
2007-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,263616.0,8303904.0,,8.25,0.0,,0.0,,0.0,31.5
2007-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,250040.0,7826252.0,,8.28,0.0,,0.0,,0.0,31.3
2007-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,250019.0,8350634.6,,8.55,0.0,,0.0,,0.0,33.4
2007-01-05,5000.0,167500.0,0.04,0.3,0.04,0.17,0.0,0.0,5000.0,0.0,167500.0,,,,,,,,,,,,,,,,5000.0,,0.17,,,,15.38,2.0,27500.0,921250.0,,0.92,15.38,,1.0,100.0,0.02,33.5
2007-01-08,5000.0,168000.0,0.04,0.29,0.04,0.17,0.0,0.0,5000.0,0.0,168000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,2.0,27500.0,924000.0,,0.92,15.38,,1.0,100.0,0.02,33.6
2007-01-09,5000.0,171200.0,0.04,0.28,0.04,0.17,0.0,0.0,5000.0,0.0,171200.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,2.0,27500.0,941600.0,,0.92,15.38,,1.0,100.0,0.02,34.24
2007-01-10,5000.0,171250.0,0.04,0.27,0.04,0.17,0.0,0.0,5000.0,0.0,171250.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,2.0,27500.0,941875.0,,0.94,15.38,,1.0,100.0,0.02,34.25
2007-01-11,5000.0,170000.0,0.04,0.26,0.04,0.17,0.0,0.0,5000.0,0.0,170000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,2.0,27500.0,935000.0,,0.94,15.38,,1.0,100.0,0.02,34.0
2007-01-12,5000.0,170000.0,0.04,0.25,0.04,0.17,0.0,0.0,5000.0,0.0,170000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,2.0,27500.0,935000.0,,0.94,15.38,,1.0,100.0,0.02,34.0
2007-01-15,5000.0,170000.0,0.04,0.25,0.04,0.17,0.0,0.0,5000.0,0.0,170000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,2.0,27500.0,935000.0,,0.94,15.38,,1.0,100.0,0.02,34.0
2007-01-16,5000.0,170000.0,0.04,0.25,0.04,0.17,0.0,0.0,5000.0,0.0,170000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,2.0,27500.0,935000.0,,0.93,15.38,,1.0,100.0,0.02,34.0
2007-01-17,5000.0,165000.0,0.04,0.24,0.04,0.17,0.0,0.0,5000.0,0.0,165000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,2.0,27500.0,907500.0,,0.94,15.38,,1.0,100.0,0.02,33.0
2007-01-18,5000.0,167500.0,0.04,0.24,0.04,0.17,0.0,0.0,5000.0,0.0,167500.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,1.9,27500.0,921250.0,,0.91,15.38,,1.0,100.0,0.019,33.5
2007-01-19,5000.0,167450.0,0.04,0.23,0.04,0.17,0.0,0.0,5000.0,0.0,167450.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,1.9,27500.0,920975.0,,0.92,15.38,,1.0,100.0,0.019,33.49
2007-01-22,5000.0,168400.0,0.04,0.24,0.04,0.17,0.0,0.0,5000.0,0.0,168400.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,1.9,27500.0,926200.0,,0.92,15.38,,1.0,100.0,0.019,33.68
2007-01-23,5000.0,166000.0,0.04,0.25,0.04,0.17,0.0,0.0,5000.0,0.0,166000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,1.9,27500.0,913000.0,,0.93,15.38,,1.0,100.0,0.019,33.2
2007-01-24,5000.0,170000.0,0.04,0.24,0.04,0.17,0.0,0.0,5000.0,0.0,170000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,1.9,27500.0,935000.0,,0.91,15.38,,1.0,100.0,0.019,34.0
2007-01-25,5000.0,170000.0,0.04,0.23,0.04,0.17,0.0,0.0,5000.0,0.0,170000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,1.9,27500.0,935000.0,,0.94,15.38,,1.0,100.0,0.019,34.0
2007-01-26,5000.0,170000.0,0.04,0.24,0.04,0.17,0.0,0.0,5000.0,0.0,170000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,1.9,27500.0,935000.0,,0.94,15.38,,1.0,100.0,0.019,34.0
2007-01-29,5000.0,171200.0,0.04,0.23,0.04,0.17,0.0,0.0,5000.0,0.0,171200.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,1.9,27500.0,941600.0,,0.94,15.38,,1.0,100.0,0.019,34.24
2007-01-30,5000.0,169000.0,0.04,0.23,0.04,0.17,0.0,0.0,5000.0,0.0,169000.0,,,,,,,,,,,,,,,,,,0.17,,,,15.38,1.9,27500.0,929500.0,,0.94,15.38,,1.0,100.0,0.019,33.8
2007-01-31,6617.0,216375.9,0.05,0.3,0.05,0.22,0.0,52875.9,5000.0,1617.0,163500.0,,,,,,1617.0,,,,,,,,,0.06,,,0.17,,,,1.9,1.9,258016.0,8437123.2,,8.53,1.94,24.55,0.6296,75.45,0.0252,32.7
2007-02-01,6617.0,217037.6,0.05,0.32,0.05,0.22,0.0,53037.6,5000.0,1617.0,164000.0,,,,,,,,,,,,,,,,,,0.17,,,,1.9,1.9,257478.0,8445278.4,,8.53,1.95,24.52,0.6299,75.48,0.0252,32.8
2007-02-02,6617.0,220346.1,0.05,0.31,0.05,0.23,0.0,53846.1,5000.0,1617.0,166500.0,,,,,,,,,,,,,,,,,,0.17,,,,1.9,1.9,257476.0,8573950.8,,8.61,1.94,24.44,0.6307,75.56,0.0252,33.3
2007-02-05,11916.0,393347.16,0.09,0.61,0.09,0.4,0.0,228297.16,5000.0,6916.0,165050.0,,,,0.18,,,,,5299.0,,,,0.18,,,,,0.17,,,,1.9,1.9,257663.0,8505455.63,,8.53,1.92,41.84,0.5133,58.16,0.0454,33.01
2007-02-06,11916.0,394419.6,0.09,0.68,0.09,0.4,0.0,228919.6,5000.0,6916.0,165500.0,,,,,,,,,,,,,,,,,,0.17,,,,2.18,2.18,224282.0,7423734.2,,7.42,2.18,41.63,0.514,58.37,0.052,33.1
2007-02-07,11916.0,405144.0,0.09,0.74,0.09,0.4,0.0,235144.0,5000.0,6916.0,170000.0,,,,,,,,,,,,,,,,,,0.17,,,,1.9,1.9,257607.0,8758638.0,,8.66,1.88,41.69,0.5138,58.31,0.0454,34.0
2007-02-08,11916.0,408599.64,0.09,0.72,0.09,0.4,0.0,237149.64,5000.0,6916.0,171450.0,,,,,,,,,,,,,,,,,,0.17,,,,1.9,1.9,257856.0,8841882.24,,8.76,1.9,42.35,0.5117,57.65,0.0453,34.29
2007-02-09,11916.0,414557.64,0.09,0.73,0.09,0.41,0.0,240607.64,5000.0,6916.0,173950.0,,,,,,,,,,,,,,,,,,0.17,,,,1.9,1.9,257835.0,8970079.65,,8.87,1.92,42.91,0.5101,57.09,0.0453,34.79
2007-02-12,11916.0,420039.0,0.09,0.75,0.09,0.41,0.0,243789.0,5000.0,6916.0,176250.0,,,,,,,,,,,,,,,,,,0.17,,,,1.9,1.9,258070.0,9096967.5,,8.95,1.91,42.91,0.5101,57.09,0.0453,35.25
2007-02-13,11916.0,417060.0,0.09,0.71,0.09,0.41,0.0,242060.0,5000.0,6916.0,175000.0,,,,,,,,,,,,,,,,,,0.18,,,,1.9,1.9,258192.0,9036720.0,,8.94,1.93,43.23,0.5092,56.77,0.0453,35.0
2007-02-14,11916.0,428976.0,0.09,0.71,0.09,0.41,0.0,248976.0,5000.0,6916.0,180000.0,,,,,,,,,,,,,,,,,,0.18,,,,1.9,1.9,258126.0,9292536.0,,9.15,1.88,43.06,0.5096,56.94,0.0453,36.0
2007-02-15,13116.0,498408.0,0.1,0.78,0.1,0.45,0.0,262808.0,6200.0,6916.0,235600.0,,,,,,,,,,,,,,,,1200.0,,0.22,,,,2.34,2.34,259128.0,9846864.0,,9.51,2.28,39.75,0.4275,51.1,0.0494,38.0
2007-02-16,13067.0,509613.0,0.1,0.79,0.1,0.47,0.0,314613.0,6210.0,8067.0,242190.0,,,10.0,,,1151.0,,,,,,,,10.0,0.05,,,0.24,,,,2.34,2.34,258849.0,10095111.0,,9.85,2.37,41.27,0.4198,48.98,0.0493,39.0
2007-02-19,13067.0,500466.1,0.1,0.75,0.1,0.47,0.0,308966.1,6726.0,8067.0,257605.8,,,516.0,,,,,,,,,,,516.0,,,,0.26,,,,2.47,2.47,265783.0,10179488.9,,10.03,2.5,41.27,0.4198,48.98,0.048,38.3
2007-02-20,13516.0,524420.8,0.11,0.77,0.11,0.48,0.0,330420.8,6711.0,8516.0,260386.8,,,,0.02,,,,0.0,449.0,15.0,,,0.02,,,,,0.25,,,,2.46,2.46,266532.0,10341441.6,,10.07,2.45,39.55,0.4009,47.8,0.0495,38.8
2007-02-21,13516.0,516311.2,0.11,0.8,0.11,0.49,0.0,325311.2,6721.0,8516.0,256742.2,,,11.0,,,,,,,,,,,11.0,,,,0.26,,,,2.46,2.46,266642.0,10185724.4,,10.19,2.45,39.79,0.3999,47.47,0.0494,38.2
2007-02-22,13590.0,550395.0,0.11,0.81,0.11,0.49,0.0,346396.5,6745.0,8553.0,273172.5,,,37.0,0.0,,,,0.0,37.0,13.0,,,0.0,37.0,,,,0.25,,,,2.81,2.81,233166.0,9443223.0,,9.11,2.71,39.56,0.3994,47.58,0.0566,40.5
2007-02-23,13590.0,549036.0,0.11,0.81,0.11,0.5,0.0,345541.2,7127.0,8553.0,287930.8,,,382.0,,,,,,,,,,,382.0,,,,0.28,,,,2.6,2.6,266643.0,10772377.2,,10.62,2.57,40.6,0.3955,46.17,0.0496,40.4
2007-02-26,13893.0,548078.85,0.11,0.85,0.11,0.51,0.0,349369.2,7118.0,8856.0,280805.1,,,,0.01,,,,0.0,303.0,9.0,,,0.01,,,,,0.28,,,,2.96,2.96,233268.0,9202422.6,,9.18,2.96,39.64,0.3838,45.09,0.0578,39.45
2007-02-27,13893.0,530712.6,0.11,0.83,0.11,0.51,0.0,338299.2,7414.0,8856.0,283214.8,,,296.0,,,,,,,,,,,296.0,,,,0.29,,,,2.71,2.71,266058.0,10163415.6,,10.22,2.72,39.22,0.3853,45.68,0.0508,38.2
2007-02-28,14187.0,539106.0,0.11,0.84,0.11,0.51,0.0,347700.0,7375.0,9150.0,280250.0,,,,0.01,,,,0.0,294.0,38.0,,,0.01,,,,,0.28,,,,2.71,2.71,264621.0,10055598.0,,10.04,2.68,37.79,0.3775,45.45,0.0522,38.0
2007-03-01,14187.0,531303.15,0.11,0.78,0.11,0.51,0.0,342667.5,8015.0,9150.0,300161.75,,,639.0,,,,,,,,,,,639.0,,,,0.3,,,,2.95,2.95,263917.0,9883691.65,,9.92,2.92,37.66,0.3774,45.54,0.0522,37.45
2007-03-02,14797.0,547489.0,0.12,0.74,0.12,0.52,0.0,361120.0,8011.0,9760.0,296407.0,,,,0.02,,,,0.0,610.0,4.0,,,0.02,,,,,0.29,,,,2.96,2.96,262468.0,9711316.0,,9.72,2.91,35.63,0.3632,44.24,0.0547,37.0
2007-03-05,14797.0,526773.2,0.12,0.74,0.12,0.52,0.0,347456.0,8230.0,9760.0,292988.0,,,219.0,,,,,,,,,,,219.0,,,,0.3,,,,3.06,3.06,260830.0,9285548.0,,9.46,3.06,35.63,0.3632,44.25,0.055,35.6
2007-03-06,14940.0,537690.6,0.12,0.74,0.12,0.52,0.0,351262.4,8293.0,9760.0,298465.07,,,143.0,,,,,0.0,,79.0,,,,143.0,,,,0.29,,,,3.1,3.1,259352.0,9334078.48,,9.37,3.03,35.39,0.3633,44.42,0.0558,35.99
2007-03-07,15326.0,549437.1,0.12,0.71,0.12,0.53,0.0,363734.1,8337.0,10146.0,298881.45,,,44.0,0.01,,,,,386.0,,,,0.01,44.0,,,,0.3,,,,3.11,3.11,259571.0,9305620.35,,9.3,3.09,34.99,0.3576,43.43,0.0572,35.85
2007-03-08,15326.0,556487.06,0.12,0.75,0.12,0.53,0.0,368401.26,8322.0,10146.0,302171.82,,,,,,,,0.0,,15.0,,,,,,,,0.3,,,,3.11,3.11,259494.0,9422227.14,,9.35,3.06,34.82,0.357,43.39,0.0572,36.31
2007-03-09,15326.0,556333.8,0.12,0.75,0.12,0.54,0.0,368299.8,8351.0,10146.0,303141.3,,,29.0,,,,,,,,,,,29.0,,,,0.3,,,,3.12,3.12,259088.0,9404894.4,,9.37,3.09,35.13,0.3572,43.24,0.0573,36.3
2007-03-12,15326.0,567368.52,0.12,0.75,0.12,0.54,0.0,375604.92,8341.0,10146.0,308783.82,,,,,,,,0.0,,10.0,,,,,,,,0.3,,,,3.14,3.14,257416.0,9529540.32,,9.4,3.08,35.03,0.3564,43.12,0.0577,37.02
2007-03-13,15756.0,570367.2,0.13,0.78,0.13,0.56,0.0,367285.2,8812.0,10146.0,318994.4,,,471.0,,,,,,,,,,,471.0,,,,0.32,,,,3.31,3.31,257187.0,9310169.4,,9.32,3.32,34.51,0.3379,41.65,0.0592,36.2
2007-03-14,15757.0,563312.75,0.13,0.79,0.13,0.55,0.0,362719.5,8753.0,10146.0,312919.75,,,,,,,,0.0,,59.0,,,,,,,,0.31,,,,3.3,3.3,256890.0,9183817.5,,9.22,3.28,33.87,0.3368,41.8,0.0593,35.75
2007-03-15,15756.0,556186.8,0.13,0.78,0.13,0.55,0.0,358153.8,8742.0,10146.0,308592.6,,,,,,,,0.0,,11.0,,,,,,,,0.31,,,,2.88,2.88,294837.0,10407746.1,,10.45,2.87,33.76,0.3382,42.19,0.0519,35.3
2007-03-16,15748.0,566928.0,0.12,0.79,0.12,0.55,0.0,365256.0,8696.0,10146.0,313056.0,,,,,,,,0.0,,46.0,,,,,,,,0.31,,,,2.19,2.19,389186.0,14010696.0,,13.95,2.17,34.02,0.3392,42.23,0.0396,36.0
2007-03-19,15761.0,581738.51,0.13,0.79,0.13,0.55,0.0,374488.86,8778.0,10146.0,323995.98,,,83.0,,,,,,,,,,,83.0,,,,0.31,,,,2.2,2.2,390370.0,14408556.7,,14.2,2.15,34.09,0.3394,42.31,0.0395,36.91
