,JPNK FP Equity_DX_SI_QTY,JPNK FP Equity_DX_SHORT_INTEREST_VALUE,JPNK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,JPNK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,JPNK FP Equity_DX_SI_MV,JPNK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,JPNK FP Equity_DX_SUPPLY_SI_QTY,JPNK FP Equity_DX_BROKER_SI_QTY,JPNK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,JPNK FP Equity_DX_BROKER_SI_MV_NEW_x,JPNK FP Equity_DX_BROKER_SI_MV_INC_x,JPNK FP Equity_DX_BROKER_SI_QTY_ADD,JPNK FP Equity_DX_BROKER_SI_QTY_NEW,JPNK FP Equity_DX_BROKER_SI_QTY_INC,JPNK FP Equity_DX_BROKER_SI_MV_NEW_y,JPNK FP Equity_DX_BROKER_SI_MV_INC_y,JPNK FP Equity_DX_BROKER_SI_MV_ADD,JPNK FP Equity_DX_BROKER_SI_QTY_DEC,JPNK FP Equity_DX_SUPPLY_SI_MV,JPNK FP Equity_DX_BROKER_SI_MV_DEC,JPNK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,JPNK FP Equity_DX_UTILIZATION_QUANTITY,JPNK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,JPNK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,JPNK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,JPNK FP Equity_DX_ACTIVE_UTILIZATION_MV,JPNK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,JPNK FP Equity_DX_BROKER_SI_CON_RATIO,JPNK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,JPNK FP Equity_DX_DEMAND_SUPPLY_RATIO,JPNK FP Equity_PX_LAST
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.24
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.27
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.26
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.26
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.09
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.23
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.69
2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.69
2016-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.61
2016-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21
2016-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.47
2016-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0
2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8
2016-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5
2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.68
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.75
2016-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.23
2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.51
2016-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.59
2016-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.79
2016-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.79
2016-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6
2016-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.44
2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.84
2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.39
2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.99
2016-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.27
2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.52
2016-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.57
2016-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.96
2016-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.95
2016-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.72
2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.05
2016-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.99
2016-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.38
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.82
2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.08
2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.26
2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.27
2016-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.73
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.42
2016-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.17
2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.07
2016-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.08
2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.21
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.81
2016-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.78
2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.36
2016-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4
2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.32
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38
2016-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.74
2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.91
2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.53
2016-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.88
2016-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.65
2016-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.58
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.51
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.75
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.71
2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.28
2016-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.04
2016-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.75
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.34
2016-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.21
2016-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.03
2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.54
2016-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.77
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.38
2016-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.35
2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.14
2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.12
2016-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.28
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.13
2016-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.85
2016-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2
2016-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.15
2016-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.24
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.66
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.91
2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.67
2016-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.23
2016-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.74
2016-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.36
2016-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.42
2016-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2
2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.55
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.71
2016-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.14
2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.22
2016-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.71
2016-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.87
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.94
2016-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.58
2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.6
2016-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.18
2016-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.82
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1
2016-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.16
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.91
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.27
2016-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.35
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.08
2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.14
2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.21
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.33
2016-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.39
2016-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.16
2016-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.72
2016-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.83
2016-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.99
2016-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.48
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.62
2016-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.77
2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.81
2016-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.94
2016-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.39
2016-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.94
2016-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.15
2016-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.29
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.38
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.28
2016-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.13
2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.82
2016-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.07
2016-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.78
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.32
2016-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.02
2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.46
2016-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.33
2016-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.78
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.56
2016-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.22
2016-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.43
2016-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.65
2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.63
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.14
2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.78
2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.04
2016-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.23
2016-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.49
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.31
2016-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.75
2016-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6
2016-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.52
2016-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.24
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.14
2016-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.53
2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.34
2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.16
2016-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.95
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.83
2016-08-15,3000.0,329790.0,0.34,0.32,0.33,329790.0,0.0,3000.0,0.0,,,3000.0,,,,,0.33,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,109.93
2016-08-16,3000.0,324240.01,0.33,0.32,0.33,324240.01,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,108.08
2016-08-17,3000.0,324990.01,0.34,0.32,0.32,324990.01,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,108.33
2016-08-18,3000.0,322440.01,0.35,0.32,0.33,322440.01,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,107.48
2016-08-19,3000.0,321630.0,0.35,0.32,0.32,321630.0,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,107.21
2016-08-22,3000.0,322469.99,0.35,0.32,0.32,322469.99,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,107.49
2016-08-23,3000.0,324150.01,0.35,0.32,0.32,324150.01,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,108.05
2016-08-24,3000.0,325679.99,0.36,0.32,0.32,325679.99,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,108.56
2016-08-25,3000.0,324210.0,0.37,0.32,0.33,324210.0,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,108.07
2016-08-26,3000.0,323730.01,0.37,0.32,0.32,323730.01,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,107.91
2016-08-29,3000.0,325230.01,0.37,0.32,0.32,325230.01,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,108.41
2016-08-30,3000.0,325769.99,6.34,0.32,0.32,325769.99,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,108.59
2016-08-31,3000.0,325230.01,6.34,0.32,0.33,325230.01,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,108.41
2016-09-01,3000.0,326490.01,6.53,0.32,0.33,326490.01,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,108.83
2016-09-02,3000.0,330389.99,6.55,0.32,0.33,330389.99,0.0,3000.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0,110.13
2016-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.94
2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2016-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.68
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.88
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.01
2016-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.42
2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.35
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.44
2016-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.01
2016-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.24
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.93
2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.03
2016-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.15
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.89
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.88
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.03
2016-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.63
2016-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.71
2016-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.28
2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.05
2016-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.44
2016-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.19
2016-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.15
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.95
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.89
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.13
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.25
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.32
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.34
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.32
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.16
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.78
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.59
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.77
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.7
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.74
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.88
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.39
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.38
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.07
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.8
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.06
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.99
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.11
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.72
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.85
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.19
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.49
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.82
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.31
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.41
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.77
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.07
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.52
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.66
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.91
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.77
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.54
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.88
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.11
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.79
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.95
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.75
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.49
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.47
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.65
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.85
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.87
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.16
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.77
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.78
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.74
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.6
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.39
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.82
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.27
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.4
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.34
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.14
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.38
2017-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.55
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.09
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.96
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.69
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.01
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.75
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.67
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.2
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.47
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.43
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.89
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.17
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.57
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.83
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.62
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.64
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.02
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.83
2017-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.65
2017-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.11
2017-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.01
2017-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.02
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.93
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.77
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.93
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.36
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.47
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.43
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.63
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.6
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.61
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.19
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.98
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.52
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.53
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.01
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.4
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.77
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.07
