,PDJE FP Equity_DX_SI_QTY,PDJE FP Equity_DX_SHORT_INTEREST_VALUE,PDJE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PDJE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PDJE FP Equity_DX_SI_MV,PDJE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PDJE FP Equity_DX_SUPPLY_SI_QTY,PDJE FP Equity_DX_BROKER_SI_QTY,PDJE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PDJE FP Equity_DX_BROKER_SI_QTY_ADD,PDJE FP Equity_DX_SUPPLY_SI_MV_DEC,PDJE FP Equity_DX_SUPPLY_SI_QTY_DEC,PDJE FP Equity_DX_BROKER_SI_MV_ADD,PDJE FP Equity_DX_SUPPLY_SI_QTY_ADD,PDJE FP Equity_DX_BROKER_SI_QTY_DEC,PDJE FP Equity_DX_SUPPLY_SI_MV,PDJE FP Equity_DX_BROKER_SI_MV_DEC,PDJE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PDJE FP Equity_DX_UTILIZATION_QUANTITY,PDJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PDJE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PDJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PDJE FP Equity_DX_ACTIVE_UTILIZATION_MV,PDJE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PDJE FP Equity_DX_BROKER_SI_CON_RATIO,PDJE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PDJE FP Equity_DX_DEMAND_SUPPLY_RATIO,PDJE FP Equity_PX_LAST
2019-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.195
2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.235
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.33
2019-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.255
2019-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.415
2019-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.105
2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.285
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.145
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.035
2019-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.185
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.16
2019-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.295
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.49
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.745
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.79
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.775
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.89
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.945
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.64
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.665
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.705
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.74
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.82
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.97
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.135
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.175
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.12
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.175
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.915
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.015
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.895
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.735
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.65
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.265
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.205
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.085
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.37
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.395
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.675
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.69
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.49
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.63
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.635
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.31
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.335
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.435
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.395
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.075
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.115
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.812
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.215
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.46
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.645
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.52
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.62
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.75
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.78
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.095
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.105
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.19
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.985
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.93
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.87
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.805
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.845
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.115
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.105
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.29
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.37
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.38
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.34
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.29
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.32
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.62
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.665
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.695
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.565
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.715
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.815
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.83
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.76
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.83
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.865
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.795
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.835
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.92
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.155
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.705
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.535
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.475
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.945
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.85
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.72
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.965
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.665
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.575
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.865
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.14
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.07
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.145
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.835
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.91
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.98
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.355
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.485
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.315
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.755
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.755
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.795
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.715
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.085
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.05
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.075
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.945
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.91
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.115
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.125
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.975
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.975
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.055
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.13
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.18
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.93
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.325
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.26
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.415
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.65
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.925
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.845
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.98
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.89
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.785
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.68
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.58
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.635
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.665
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.69
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.855
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.905
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.87
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.71
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.95
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.14
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.305
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.57
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.505
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.43
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.635
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.645
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.735
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.72
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.675
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.52
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.66
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.875
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.93
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.99
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.985
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.92
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.56
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.175
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.495
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.38
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.825
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.65
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.595
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.745
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.705
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.88
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.84
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.905
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.965
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.175
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.195
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.225
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.125
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.87
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.805
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.09
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.095
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.02
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.17
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.21
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.485
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.415
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.355
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.48
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.49
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.615
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.825
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.845
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.79
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.67
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.815
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.34
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.54
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.635
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.365
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.115
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.605
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.835
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.115
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.07
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.11
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.42
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.55
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.505
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.57
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.355
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.575
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.29
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.145
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.41
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.98
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.745
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.68
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.015
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.65
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.555
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.425
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.46
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.158
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.098
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.228
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.65
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.918
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.256
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.818
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.874
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.706
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.09
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.086
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.388
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.86
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.18
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.508
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.636
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.714
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.486
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.336
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.704
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.662
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.538
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.906
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.01
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.166
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.626
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.878
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.652
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.135
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.24
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.54
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.13
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.49
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.155
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.01
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.175
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.225
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.26
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.21
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.592
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.442
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.666
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.455
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.38
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.305
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.23
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.265
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.615
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.72
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.82
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.075
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.545
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.74
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.165
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.075
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.92
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.015
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.85
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.64
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.68
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.525
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.765
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.21
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.215
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.105
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.265
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.885
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.07
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.55
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.565
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.39
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.545
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.685
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.805
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.995
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.775
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.055
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.995
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.785
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.595
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.785
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.195
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.025
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.38
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.295
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.225
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.145
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.37
