,GET FP Equity_DX_SI_QTY,GET FP Equity_DX_SHORT_INTEREST_VALUE,GET FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GET FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GET FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GET FP Equity_DX_SI_MV,GET FP Equity_DX_DSS,GET FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GET FP Equity_DX_SUPPLY_SI_QTY,GET FP Equity_DX_BROKER_SI_QTY,GET FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GET FP Equity_DX_BROKER_SI_MV_NEW_x,GET FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GET FP Equity_DX_SUPPLY_SI_QTY_INC_x,GET FP Equity_DX_BROKER_SI_MV_INC_x,GET FP Equity_DX_SUPPLY_SI_MV_NEW,GET FP Equity_DX_BROKER_SI_QTY_ADD,GET FP Equity_DX_BROKER_SI_QTY_NEW,GET FP Equity_DX_SUPPLY_SI_MV_DEC,GET FP Equity_DX_BROKER_SI_QTY_INC,GET FP Equity_DX_SUPPLY_SI_QTY_DEC,GET FP Equity_DX_BROKER_SI_MV_NEW_y,GET FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GET FP Equity_DX_BROKER_SI_MV_INC_y,GET FP Equity_DX_SUPPLY_SI_QTY_INC_y,GET FP Equity_DX_BROKER_SI_MV_ADD,GET FP Equity_DX_SUPPLY_SI_QTY_ADD,GET FP Equity_DX_BROKER_SI_QTY_DEC,GET FP Equity_DX_SUPPLY_SI_MV,GET FP Equity_DX_BROKER_SI_MV_DEC,GET FP Equity_DX_SUPPLY_SI_MV_RMV,GET FP Equity_DX_BROKER_SI_MV_RMV,GET FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GET FP Equity_DX_UTILIZATION_QUANTITY,GET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GET FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GET FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GET FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GET FP Equity_DX_ACTIVE_UTILIZATION_MV,GET FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GET FP Equity_DX_BROKER_SI_CON_RATIO,GET FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GET FP Equity_DX_DEMAND_SUPPLY_RATIO,GET FP Equity_PX_LAST
2023-07-26,2972170.0,47554720.0,0.95,3.4,0.54,47.43,0.0,40075328.0,2698893.0,2504708.0,43182288.0,,,32905.0,2.13,,,,,155736.0,,,,2.13,32905.0,,152736.0,,43.01,,,,2.51,2.51,104946760.0,1679148160.0,,1671.86,2.51,16.7,0.5189,69.67,0.0276,16.0
2023-07-27,2312745.0,36610753.35,0.74,2.68,0.42,37.07,0.0,29842526.04,2104099.0,1885188.0,33307887.17,,,46470.0,0.75,,,,10.25,47449.0,641264.0,,,0.75,46470.0,,,666969.0,33.77,10.4,,,1.95,1.95,105754224.0,1674089365.92,,1691.94,1.96,21.17,0.4281,61.11,0.0214,15.83
2023-07-28,2362135.0,37534325.15,0.76,2.73,0.43,37.4,0.0,30740444.42,2104099.0,1934578.0,33434133.11,,,3000.0,0.4,,,,0.05,49390.0,3000.0,,,0.4,3000.0,,,,33.28,,,,1.95,1.95,105903840.0,1682812017.6,,1676.72,1.95,21.08,0.4318,61.47,0.0219,15.89
2023-07-31,2689129.0,43012618.36,0.86,3.23,0.49,42.98,0.0,33684782.22,2259714.0,2105957.0,36144125.43,,,155615.0,2.88,,,,,171379.0,,,,2.88,155615.0,,,,36.1,,,,2.09,2.09,105792360.0,1692148798.2,,1685.99,2.1,18.43,0.4811,66.33,0.0249,15.995
2023-08-01,2295857.0,36435250.59,0.74,2.84,0.42,36.79,0.0,29832679.92,1983996.0,1879816.0,31486016.52,,,18000.0,1.61,,,,4.62,102572.0,293718.0,,,1.61,18000.0,,,328713.0,31.88,5.12,,,1.84,1.84,106088624.0,1683626462.88,,1695.35,1.85,21.24,0.3792,56.55,0.0212,15.87
2023-08-02,1999652.0,31114585.12,0.64,2.48,0.36,31.67,0.0,24640987.16,1703555.0,1583611.0,26507315.8,,,,,,,,4.54,,280441.0,,,,,,,296205.0,27.14,4.85,,,1.58,1.58,106371248.0,1655136618.88,,1681.55,1.59,24.25,0.3302,50.25,0.0185,15.56
2023-08-03,2011458.0,31016682.36,0.64,2.49,0.37,31.3,0.0,24601330.14,1703555.0,1595417.0,26268818.1,,,,0.0,,,,,16806.0,,,,0.0,,,,5000.0,26.59,0.09,,,1.58,1.58,106427368.0,1641110014.56,,1650.05,1.59,24.27,0.3331,50.56,0.0186,15.42
2023-08-04,2321252.0,35619611.94,0.74,2.89,0.42,35.81,0.0,29295308.3,1963193.0,1909111.0,30125196.59,,,61753.0,1.58,,218900.0,,0.37,113694.0,23900.0,,,1.58,61753.0,3.37,221785.0,18900.0,30.34,0.3,,,1.81,1.81,106285184.0,1630946148.48,,1632.76,1.82,21.12,0.2887,46.77,0.0214,15.345
2023-08-07,1792340.0,27727499.8,0.57,2.24,0.33,27.71,0.0,20854828.54,1306034.0,1348082.0,20204345.98,,,,2.81,,,,10.41,183292.0,678459.0,,,2.81,,,21300.0,744321.0,20.19,11.46,,,1.21,1.21,106746008.0,1651360743.76,,1641.74,1.22,21.42,0.1742,27.57,0.0166,15.47
2023-08-08,1712725.0,26512983.0,0.55,2.16,0.31,26.14,0.0,22541960.52,1366239.0,1456199.0,21149379.72,,,188015.0,3.02,,,,4.67,216570.0,296185.0,,,3.02,188015.0,,168375.0,108453.0,21.15,1.63,,,1.26,1.26,106876768.0,1654452368.64,,1655.31,1.26,20.07,0.1764,29.26,0.0158,15.48
2023-08-09,1748057.0,27164805.78,0.56,2.22,0.32,27.11,0.0,23137987.74,1540447.0,1488931.0,23938546.38,,,3960.0,2.87,,,,0.17,185200.0,10992.0,,,2.87,3960.0,,181240.0,152468.0,23.86,1.98,,,1.42,1.42,106802992.0,1659718495.68,,1653.67,1.42,28.33,0.205,29.88,0.0161,15.54
2023-08-10,1792452.0,27962251.2,0.57,2.28,0.33,27.89,0.0,23919885.6,1576842.0,1533326.0,24598735.2,,,111800.0,1.89,,,,1.16,119800.0,75405.0,,,1.89,111800.0,,,75405.0,24.51,1.15,,,1.46,1.46,106467416.0,1660891689.6,,1656.13,1.46,26.88,0.2291,35.44,0.0166,15.6
2023-08-11,1853552.0,28489094.24,0.59,2.35,0.34,28.65,0.0,24506327.62,1637942.0,1594426.0,25175168.54,,,,0.92,,,,,61100.0,,,,0.92,,,61100.0,,25.58,,,,1.52,1.52,106372264.0,1634941697.68,,1657.12,1.52,25.78,0.2363,37.41,0.0172,15.37
2023-08-14,1455152.0,22402065.04,0.47,1.89,0.26,22.4,0.0,18412820.27,1398442.0,1196026.0,21529014.59,,,50100.0,0.03,,,,4.5,2100.0,289600.0,,,0.03,50100.0,,,400500.0,21.55,6.24,,,1.3,1.3,106558008.0,1640460533.16,,1641.93,1.3,33.12,0.3123,42.54,0.0135,15.395
2023-08-15,1311175.0,20165871.5,0.42,1.72,0.24,20.18,0.0,16080605.14,1242538.0,1045553.0,19110234.44,,,,0.12,,3927.0,,2.51,8000.0,162400.0,,,0.12,,0.06,6496.0,162400.0,19.14,2.49,,,1.15,1.15,106626992.0,1639923136.96,,1641.4,1.15,34.76,0.2831,36.75,0.0122,15.38
2023-08-16,1173477.0,18036341.49,0.38,1.53,0.21,18.06,0.0,13830771.35,1104840.0,899855.0,16981390.8,,,15800.0,0.12,,,,2.36,7800.0,153498.0,,,0.12,15800.0,,,153498.0,17.03,2.36,,,1.03,1.03,106647496.0,1639172013.52,,1643.42,1.03,26.31,0.2725,41.11,0.0109,15.37
2023-08-17,1078346.0,16320766.71,0.35,1.48,0.2,16.43,0.0,12179497.74,1015140.0,804724.0,15364143.9,,,,0.04,,,,1.41,2569.0,91221.0,,,0.04,,,1521.0,97700.0,15.62,1.52,,,0.94,0.94,106471168.0,1611441127.68,,1631.87,0.95,20.28,0.2799,44.49,0.01,15.135
2023-08-18,1078346.0,16040396.75,0.35,1.55,0.2,16.19,0.0,11970269.5,1007140.0,804724.0,14981207.5,,,,,,,,0.12,,8000.0,,,,,,,,15.25,,,,0.94,0.94,106396656.0,1582650258.0,,1603.94,0.94,20.36,0.2797,44.45,0.01,14.875
2023-08-21,1078346.0,16132056.16,0.35,1.56,0.2,16.11,0.0,12038671.04,1007140.0,804724.0,15066814.4,,,,,,,,,,,,,,,,,,14.99,,,,0.94,0.94,106377184.0,1591402672.64,,1583.52,0.94,20.17,0.2823,44.92,0.01,14.96
2023-08-22,1041114.0,15595887.72,0.33,1.52,0.19,15.6,0.0,11484027.52,977908.0,766624.0,14649061.84,,,,,,,,0.56,,38100.0,,,,,,8868.0,38100.0,14.66,0.55,,,0.91,0.91,106241760.0,1591501564.8,,1591.94,0.91,19.48,0.2908,46.48,0.0097,14.98
2023-08-23,984774.0,14835620.31,0.32,1.47,0.18,14.81,0.0,10711245.13,915790.0,711002.0,13796376.35,,,,,,5778.0,,1.03,,67896.0,,,,,0.09,5778.0,61400.0,13.73,0.91,,,0.86,0.86,106088192.0,1598218612.48,,1590.45,0.86,20.57,0.306,49.23,0.0092,15.065
2023-08-24,1316233.0,19855374.81,0.42,2.02,0.24,19.95,0.0,15725524.19,1253745.0,1042461.0,18912743.33,,,,6.34,,,,1.13,414055.0,76100.0,,,6.34,,,414055.0,82596.0,18.92,1.24,,,1.17,1.17,105496800.0,1591419228.0,,1592.03,1.17,33.71,0.2738,36.46,0.0123,15.085
2023-08-25,1248309.0,18743359.64,0.4,1.95,0.23,18.89,0.0,14852582.75,1191599.0,989183.0,17891858.99,,,,,,,,1.22,,81146.0,,,,,,19000.0,53278.0,18.0,0.8,,,1.12,1.12,105270304.0,1580633614.56,,1586.58,1.12,33.98,0.2915,38.34,0.0117,15.015
2023-08-28,846635.0,12796888.03,0.27,1.36,0.15,12.77,0.0,8903188.45,776023.0,589030.0,11729587.65,,,,0.23,,,,6.28,15423.0,415576.0,,,0.23,,,,415576.0,11.67,6.36,,,0.73,0.73,105100888.0,1588599922.12,,1577.35,0.73,23.93,0.3926,57.31,0.008,15.115
2023-08-29,846636.0,13038194.4,0.27,1.37,0.15,12.94,0.0,8408877.4,791447.0,546031.0,12188283.8,,,,0.14,,,,0.09,1.0,7399.0,,,0.14,,,22823.0,43000.0,11.97,0.65,,,0.75,0.75,104787112.0,1613721524.8,,1584.46,0.75,23.77,0.3955,57.64,0.008,15.4
2023-08-30,855636.0,13142568.96,0.27,1.41,0.16,13.17,0.0,9032156.16,790447.0,588031.0,12141265.92,,,10000.0,0.16,,32000.0,,0.15,10000.0,11000.0,,,0.16,10000.0,0.49,,,12.19,,,,0.75,0.75,104721528.0,1608522670.08,,1606.19,0.75,23.79,0.3831,56.52,0.0081,15.36
2023-08-31,945557.0,14613583.44,0.3,1.6,0.17,14.6,0.0,10377197.93,880368.0,671446.0,13606087.44,,,,,,83415.0,,0.0,,4.0,,,,,1.28,89925.0,,13.55,,,,0.83,0.83,104687344.0,1617942901.52,,1614.61,0.83,21.38,0.3218,51.21,0.009,15.455
2023-09-01,957067.0,14824967.83,0.31,1.58,0.17,14.82,0.0,10578988.44,885368.0,682956.0,13714350.32,,,,0.08,,6510.0,,,5000.0,,,,0.08,,0.1,5000.0,,13.71,,,,0.84,0.84,104840328.0,1623976680.72,,1624.47,0.84,21.18,0.3138,50.49,0.0091,15.49
2023-09-04,1096272.0,17052510.96,0.35,1.83,0.2,17.04,0.0,12788714.36,1024573.0,822161.0,15937233.02,,,,0.83,,85800.0,,,53405.0,,,,0.83,,1.33,139205.0,,15.89,,,,0.97,0.97,104976176.0,1632904417.68,,1628.22,0.97,18.43,0.2552,44.09,0.0103,15.555
2023-09-05,1764143.0,27070774.34,0.56,2.97,0.32,27.24,0.0,22964436.99,1190298.0,1496542.0,18265122.81,,,,8.11,,146733.0,,0.1,527648.0,6510.0,,,8.11,,2.28,172235.0,,18.56,,,,1.12,1.12,104862120.0,1609109231.4,,1631.34,1.12,27.05,0.2083,30.63,0.0166,15.345
2023-09-06,1730026.0,26149342.99,0.55,2.91,0.31,26.31,0.0,22255703.88,1172691.0,1472425.0,17725224.47,,,42200.0,1.05,,,,1.39,71300.0,88907.0,,,1.05,42200.0,,29100.0,95417.0,17.99,1.51,,,1.11,1.11,104929680.0,1586012113.2,,1604.6,1.11,27.58,0.2229,31.25,0.0163,15.115
2023-09-07,1298280.0,19831227.0,0.42,2.17,0.24,19.74,0.0,15682521.73,1229091.0,1026679.0,18774365.02,,,56400.0,0.81,,,,,56400.0,,,,0.81,56400.0,,,502146.0,18.62,7.59,,,1.16,1.16,104905680.0,1602434262.0,,1588.95,1.16,26.84,0.2427,37.27,0.0122,15.275
2023-09-08,1306226.0,20030975.71,0.42,2.2,0.24,19.99,0.0,15765591.47,1226037.0,1028079.0,18801277.4,,,14346.0,0.4,,,,0.25,23800.0,17400.0,,,0.4,14346.0,,,22400.0,18.74,0.33,,,1.15,1.15,105168728.0,1612762443.88,,1606.77,1.15,26.01,0.2357,36.89,0.0123,15.335
2023-09-11,1840783.0,28200795.56,0.59,3.18,0.33,28.23,0.0,23939583.52,1765048.0,1562636.0,27040535.36,,,16000.0,2.02,,403446.0,,0.08,131111.0,5000.0,,,2.02,16000.0,6.19,528011.0,,27.06,,,,1.66,1.66,104405608.0,1599493914.56,,1598.26,1.66,26.03,0.2569,40.17,0.0173,15.32
2023-09-12,1482412.0,22525250.34,0.47,2.56,0.27,22.66,0.0,18052997.16,1406677.0,1188088.0,21374457.02,,,,,,,,5.72,,374548.0,,,,,,16177.0,374548.0,21.57,5.75,,,1.32,1.32,104917176.0,1594216489.32,,1603.5,1.33,30.21,0.2251,32.23,0.0139,15.195
2023-09-13,1685015.0,25410026.2,0.54,2.92,0.31,25.56,0.0,21070333.96,1609280.0,1397237.0,24267942.4,,,,0.9,,149000.0,,0.1,60149.0,6546.0,,,0.9,,2.26,209149.0,,24.47,,,,1.51,1.51,104856872.0,1581241629.76,,1589.43,1.52,28.35,0.2361,35.46,0.0158,15.08
2023-09-14,1769570.0,27109812.4,0.57,3.12,0.32,26.82,0.0,22285452.48,1714381.0,1454664.0,26264316.92,,,96970.0,1.44,,,,0.54,96970.0,32997.0,,,1.44,96970.0,,41128.0,39543.0,25.9,0.5,,,1.6,1.6,105329576.0,1613649104.32,,1599.64,1.59,26.31,0.2239,33.53,0.0165,15.32
2023-09-15,1960907.0,30354840.36,0.63,3.45,0.36,30.16,0.0,25314815.52,1851018.0,1635324.0,28653758.64,,,41300.0,5.35,,,,2.24,343771.0,152434.0,,,5.35,41300.0,,247771.0,163111.0,28.37,2.43,,,1.73,1.73,105040992.0,1626034556.16,,1613.38,1.73,23.64,0.2218,35.74,0.0183,15.48
2023-09-18,1816772.0,27923785.64,0.58,3.11,0.33,28.06,0.0,23837686.51,1700424.0,1550923.0,26135516.88,,,6459.0,,,24459.0,,2.4,,157053.0,,,,6459.0,0.38,,108860.0,26.3,1.7,,,1.59,1.59,104930824.0,1612786764.88,,1618.36,1.6,25.22,0.2438,38.85,0.017,15.37
2023-09-19,1657096.0,25651846.08,0.53,2.86,0.3,25.55,0.0,21536503.56,1540748.0,1391247.0,23850779.04,,,,,,,,4.51,,289676.0,,,,,,130000.0,159676.0,23.69,2.47,,,1.44,1.44,105093344.0,1626844965.12,,1617.62,1.44,27.96,0.2803,42.43,0.0155,15.48
2023-09-20,1466796.0,23043365.16,0.47,2.55,0.27,22.85,0.0,18866877.37,1446848.0,1200947.0,22729982.08,,,,,,,,1.44,,93900.0,,,,,,,190300.0,22.4,2.92,,,1.37,1.37,104394936.0,1640044444.56,,1621.86,1.36,31.83,0.2503,34.77,0.0139,15.71
2023-09-21,1526096.0,23639227.04,0.49,2.67,0.28,23.88,0.0,19521226.03,1477048.0,1260247.0,22879473.52,,,174500.0,2.5,,,,2.21,157600.0,144300.0,,,2.5,174500.0,,,98300.0,23.17,1.45,,,1.4,1.4,104392672.0,1617042489.28,,1631.95,1.4,29.96,0.2583,37.69,0.0144,15.49
2023-09-22,1670583.0,25284273.71,0.53,2.91,0.3,25.68,0.0,21287725.61,1655161.0,1406523.0,25050861.74,,,110019.0,4.18,,61846.0,,1.58,275930.0,97817.0,,,4.18,110019.0,0.97,165911.0,191500.0,25.61,3.05,,,1.56,1.56,104308072.0,1578702669.72,,1603.24,1.57,27.15,0.2091,29.19,0.0158,15.135
2023-09-25,1346824.0,20249498.84,0.43,2.32,0.24,20.35,0.0,16376467.81,1223330.0,1089223.0,18392766.55,,,,1.03,,,,7.2,69000.0,460931.0,,,1.03,,,29100.0,386300.0,18.56,6.08,,,1.15,1.15,104770584.0,1575225730.44,,1585.97,1.16,32.93,0.2524,34.13,0.0127,15.035
2023-09-26,1311241.0,19190012.04,0.42,2.16,0.24,19.52,0.0,13665197.09,1187052.0,933734.0,17372506.02,,,,,,,,2.1,,138184.0,,,,,,101906.0,155489.0,17.86,2.36,,,1.12,1.12,104741584.0,1532893081.84,,1564.81,1.13,30.42,0.2456,34.64,0.0124,14.635
2023-09-27,1248183.0,18591685.79,0.4,2.01,0.23,18.44,0.0,14257925.96,1185994.0,957229.0,17665380.63,,,,0.87,,,,1.88,58795.0,121853.0,,,0.87,,,120795.0,35300.0,17.41,0.61,,,1.12,1.12,104948584.0,1563209158.68,,1546.81,1.11,28.63,0.2554,37.39,0.0118,14.895
2023-09-28,1130683.0,16931977.93,0.36,1.75,0.21,16.89,0.0,12574941.78,1068494.0,839729.0,16000697.65,,,,,,2000.0,,1.75,,119500.0,,,,,0.03,2000.0,119500.0,15.91,1.71,,,1.01,1.01,104952760.0,1571667581.0,,1562.72,1.01,21.08,0.2544,41.04,0.0107,14.975
2023-09-29,1157183.0,17485035.13,0.37,1.77,0.21,17.42,0.0,12824295.19,1090994.0,848729.0,16484919.34,,,9000.0,0.14,,,,,9000.0,,,,0.14,9000.0,,13500.0,,16.35,,,,1.04,1.04,104094800.0,1572872428.0,,1562.09,1.04,20.81,0.2495,40.67,0.011,15.11
2023-10-02,1207368.0,17905267.44,0.39,1.67,0.22,18.14,0.0,13437893.07,1089384.0,906129.0,16155564.72,,,57400.0,0.89,,,,0.88,57400.0,59010.0,,,0.89,57400.0,,,,16.52,,,,1.04,1.04,103250104.0,1531199042.32,,1560.64,1.05,25.02,0.2474,38.34,0.0116,14.83
2023-10-03,1296448.0,18526241.92,0.42,1.77,0.24,18.98,0.0,14595048.63,1212259.0,1021347.0,17323181.11,,,71513.0,1.85,,36613.0,,0.39,130400.0,26138.0,,,1.85,71513.0,0.54,77500.0,51795.0,18.0,0.8,,,1.17,1.17,102063008.0,1458480384.32,,1501.7,1.18,32.4,0.2595,35.23,0.0126,14.29
2023-10-04,1353107.0,19532099.55,0.43,1.81,0.25,19.44,0.0,15332496.13,1268918.0,1062175.0,18316831.33,,,33215.0,0.48,,,,,40828.0,,,,0.48,33215.0,,23444.0,,18.13,,,,1.23,1.23,102080296.0,1473529072.76,,1459.84,1.23,33.52,0.2599,34.69,0.0131,14.435
2023-10-05,1407876.0,20111508.66,0.45,1.87,0.26,20.28,0.0,16374538.38,1323687.0,1146275.0,18908868.8,,,98400.0,1.45,,,,0.62,98400.0,43631.0,,,1.45,98400.0,,,14300.0,19.08,0.18,,,1.28,1.28,101790672.0,1454079749.52,,1462.83,1.29,32.56,0.2765,38.17,0.0137,14.285
2023-10-06,1456448.0,21045673.6,0.47,1.9,0.26,20.91,0.0,17265539.15,1372259.0,1194847.0,19829142.55,,,56546.0,0.76,,,,0.15,48572.0,7974.0,,,0.76,56546.0,,,,19.59,,,,1.33,1.33,101554896.0,1467468247.2,,1452.49,1.33,31.98,0.2844,39.91,0.0142,14.45
2023-10-09,1432848.0,21220478.88,0.46,1.84,0.26,20.96,0.0,16877979.54,1348659.0,1139634.0,19973639.79,,,,,,,,0.3,,23600.0,,,,,,,55213.0,19.51,0.78,,,1.31,1.31,101581248.0,1504418282.88,,1472.22,1.31,32.73,0.2836,39.27,0.0139,14.81
2023-10-10,1157035.0,17592717.18,0.37,1.38,0.21,17.34,0.0,13721508.97,1090846.0,902434.0,16586313.43,,,,,,15600.0,,3.84,,273413.0,,,,,0.23,15600.0,252800.0,16.16,3.59,,,1.06,1.06,101776200.0,1547507121.0,,1514.29,1.06,28.1,0.2763,40.7,0.0112,15.205
2023-10-11,1137765.0,17015275.58,0.36,1.32,0.21,17.1,0.0,13166890.47,1071576.0,880434.0,16025419.08,,,2730.0,,,,,0.32,,22000.0,,,,2730.0,,,22000.0,16.29,0.3,,,1.04,1.04,101626128.0,1519818744.24,,1537.94,1.05,26.88,0.2721,40.67,0.0111,14.955
2023-10-12,981137.0,14721960.69,0.31,1.12,0.18,14.72,0.0,11010759.03,914948.0,733806.0,13728794.74,,,,,,,,2.42,,156628.0,,,,,,,146628.0,13.72,2.2,,,0.89,0.89,102256976.0,1534365924.88,,1535.51,0.89,18.93,0.2989,47.57,0.0095,15.005
2023-10-13,973368.0,14435047.44,0.31,1.15,0.18,14.53,0.0,10807614.61,907179.0,728767.0,13453464.57,,,,,,,,0.11,,7769.0,,,,,,,5039.0,13.63,0.15,,,0.88,0.88,102248296.0,1516342229.68,,1532.23,0.88,19.18,0.2952,47.0,0.0094,14.83
2023-10-16,1025215.0,15280829.58,0.33,1.19,0.19,15.29,0.0,11635051.67,959026.0,780614.0,14294282.53,,,,1.55,,,,0.81,105647.0,53800.0,,,1.55,,,105647.0,53800.0,14.25,0.8,,,0.93,0.93,101951968.0,1519594083.04,,1511.19,0.93,20.86,0.2833,44.82,0.01,14.905
2023-10-17,1018842.0,15043202.13,0.33,1.17,0.19,15.1,0.0,11579318.37,952653.0,784241.0,14065921.55,,,,2.27,,,,2.38,154027.0,160400.0,,,2.27,,,154027.0,150400.0,14.19,2.23,,,0.92,0.92,102213728.0,1509185693.92,,1518.76,0.93,20.11,0.2797,44.95,0.0099,14.765
2023-10-18,1167467.0,17062530.2,0.37,1.34,0.21,17.15,0.0,13633836.59,1093778.0,932866.0,15985565.47,,,,0.11,,141125.0,,,7500.0,,,,0.11,,2.08,141125.0,,16.16,,,,1.06,1.06,102408568.0,1496701221.32,,1510.27,1.06,17.5,0.2214,39.11,0.0113,14.615
2023-10-19,1282822.0,18825412.85,0.41,1.45,0.23,18.85,0.0,15382643.18,1216633.0,1048221.0,17854089.27,,,77423.0,1.73,,,,,115355.0,,,,1.73,77423.0,,45432.0,,17.78,,,,1.17,1.17,102463040.0,1503645112.0,,1496.93,1.17,24.53,0.2195,35.71,0.0124,14.675
2023-10-20,1340690.0,19842212.0,0.43,1.51,0.24,19.82,0.0,16266517.2,1281501.0,1099089.0,18966214.8,,,,0.96,,,,0.32,64868.0,22100.0,,,0.96,,,86968.0,14000.0,18.76,0.2,,,1.23,1.23,102870168.0,1522478486.4,,1511.44,1.23,23.52,0.2066,34.2,0.0129,14.8
2023-10-23,1591989.0,23418158.19,0.51,1.74,0.29,23.51,0.0,19769019.07,1488329.0,1343917.0,21893319.59,,,26610.0,4.01,,13471.0,,0.7,271970.0,47613.0,,,4.01,26610.0,0.2,227831.0,40613.0,22.0,0.59,,,1.43,1.43,102786336.0,1511987002.56,,1514.61,1.43,19.69,0.1709,28.65,0.0153,14.71
2023-10-24,1588409.0,23278133.9,0.51,1.74,0.29,23.42,0.0,19364193.74,1466349.0,1321337.0,21489344.6,,,90176.0,2.48,,,,2.84,168078.0,192458.0,,,2.48,90176.0,,80302.0,190658.0,21.61,2.81,,,1.41,1.41,102771768.0,1506120260.04,,1512.4,1.41,17.49,0.1664,28.62,0.0152,14.655
2023-10-25,1815819.0,26374770.98,0.58,1.97,0.33,26.66,0.0,21109589.2,1606440.0,1453328.0,23333541.0,,,98108.0,2.46,,,,0.57,170532.0,38571.0,,,2.46,98108.0,,80554.0,38541.0,23.6,0.57,,,1.54,1.54,102647448.0,1490954182.2,,1503.03,1.55,18.27,0.1511,25.35,0.0174,14.525
2023-10-26,1563891.0,23075211.71,0.5,1.26,0.28,23.02,0.0,17503708.95,1343912.0,1186290.0,19829421.56,,,67000.0,0.31,,,,4.95,23942.0,335970.0,,,0.31,67000.0,,6442.0,290980.0,19.63,4.28,,,1.29,1.29,102991952.0,1519646251.76,,1503.14,1.29,20.1,0.1623,29.94,0.015,14.755
2023-10-27,1561747.0,23184134.22,0.5,1.23,0.28,23.25,0.0,18881385.19,1528914.0,1271902.0,22696728.33,,,71200.0,0.86,,64331.0,,0.06,55600.0,4673.0,,,0.86,71200.0,0.94,118475.0,34319.0,22.66,0.49,,,1.47,1.47,102800616.0,1526075144.52,,1517.57,1.47,20.59,0.165,30.41,0.015,14.845
2023-10-30,2057933.0,30868995.0,0.68,1.66,0.37,30.82,0.0,26857980.0,1879863.0,1790532.0,28197945.0,,,313839.0,7.48,,55000.0,,0.85,498895.0,57709.0,,,7.48,313839.0,0.82,94819.0,35265.0,28.02,0.52,,,1.8,1.8,102273608.0,1534104120.0,,1520.65,1.81,22.91,0.1602,23.83,0.0198,15.0
2023-10-31,2129223.0,32438712.41,0.7,1.72,0.39,32.26,0.0,28593383.17,1966153.0,1876822.0,29954340.96,,,98392.0,1.87,,,,0.5,119591.0,35490.0,,,1.87,98392.0,,23388.0,33301.0,29.61,0.48,,,1.88,1.88,102566016.0,1562593253.76,,1546.38,1.88,22.2,0.1777,28.76,0.0204,15.235
2023-11-01,2164037.0,33120586.29,0.72,1.72,0.39,33.15,0.0,29640213.98,2015967.0,1936636.0,30854374.94,,,,1.45,,,,0.45,84814.0,35000.0,,,1.45,,,84814.0,25000.0,30.81,0.36,,,1.92,1.92,102911000.0,1575052855.0,,1568.92,1.93,21.63,0.1866,30.55,0.0206,15.305
2023-11-02,2639922.0,41182783.2,0.87,2.09,0.48,40.83,0.0,34887075.6,2481163.0,2236351.0,38706142.8,,,11000.0,5.24,,,,,328529.0,,,,5.24,11000.0,,454196.0,28814.0,38.06,0.43,,,2.36,2.36,102509888.0,1599154252.8,,1572.15,2.36,18.73,0.1765,29.42,0.0251,15.6
2023-11-03,3586242.0,56017100.04,1.19,2.83,0.65,56.12,0.0,50228781.02,3270313.0,3215671.0,51082289.06,,,808606.0,14.18,,176170.0,,1.39,883450.0,92223.0,,,14.18,808606.0,2.7,72767.0,80300.0,50.91,1.2,,,3.11,3.11,101931208.0,1592165468.96,,1585.0,3.11,23.34,0.1915,27.19,0.0341,15.62
2023-11-06,3628693.0,56099593.78,1.2,2.88,0.66,56.74,0.0,49788960.92,3398473.0,3220502.0,52540392.58,,,196158.0,6.14,,,,4.05,389644.0,261860.0,,,6.14,196158.0,,193862.0,384813.0,53.25,6.12,,,3.22,3.22,102251648.0,1580810478.08,,1594.06,3.23,22.2,0.1803,24.52,0.0343,15.46
2023-11-07,2602547.0,40001147.39,0.86,2.11,0.47,40.4,0.0,36650164.62,2436457.0,2384526.0,37448344.09,,,,0.0,,,,15.14,368.0,962016.0,,,0.0,,,,836344.0,37.77,13.09,,,2.3,2.3,103595592.0,1592264249.04,,1601.04,2.3,27.07,0.2315,34.31,0.0245,15.37
2023-11-08,3558307.0,55260507.71,1.18,2.92,0.65,55.11,0.0,51869019.72,3381755.0,3339924.0,52518655.15,,,23000.0,14.98,,462.0,,0.36,966922.0,22086.0,,,14.98,23000.0,0.01,944384.0,11986.0,51.96,0.18,,,3.19,3.19,102578488.0,1593043918.64,,1579.56,3.18,24.72,0.21,29.49,0.0336,15.53
