,FIPP FP Equity_DX_SI_QTY,FIPP FP Equity_DX_SHORT_INTEREST_VALUE,FIPP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FIPP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FIPP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FIPP FP Equity_DX_SI_MV,FIPP FP Equity_DX_DSS,FIPP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FIPP FP Equity_DX_SUPPLY_SI_QTY,FIPP FP Equity_DX_BROKER_SI_QTY,FIPP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FIPP FP Equity_DX_SUPPLY_SI_QTY_INC_x,FIPP FP Equity_DX_BROKER_SI_MV_INC_x,FIPP FP Equity_DX_BROKER_SI_QTY_ADD,FIPP FP Equity_DX_SUPPLY_SI_MV_DEC,FIPP FP Equity_DX_BROKER_SI_QTY_INC,FIPP FP Equity_DX_SUPPLY_SI_QTY_DEC,FIPP FP Equity_DX_BROKER_SI_MV_INC_y,FIPP FP Equity_DX_SUPPLY_SI_QTY_INC_y,FIPP FP Equity_DX_BROKER_SI_MV_ADD,FIPP FP Equity_DX_SUPPLY_SI_QTY_ADD,FIPP FP Equity_DX_BROKER_SI_QTY_DEC,FIPP FP Equity_DX_SUPPLY_SI_MV,FIPP FP Equity_DX_BROKER_SI_MV_DEC,FIPP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FIPP FP Equity_DX_UTILIZATION_QUANTITY,FIPP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FIPP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FIPP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FIPP FP Equity_DX_ACTIVE_UTILIZATION_MV,FIPP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FIPP FP Equity_DX_BROKER_SI_CON_RATIO,FIPP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FIPP FP Equity_DX_DEMAND_SUPPLY_RATIO,FIPP FP Equity_PX_LAST
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1150.0,0.0,0.0,,0.0,,0.0,0.115
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1180.0,0.0,0.0,,0.0,,0.0,0.118
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1180.0,0.0,0.0,,0.0,,0.0,0.118
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1270.0,0.0,0.0,,0.0,,0.0,0.127
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1270.0,0.0,0.0,,0.0,,0.0,0.127
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1290.0,0.0,0.0,,0.0,,0.0,0.129
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1300.0,0.0,0.0,,0.0,,0.0,0.13
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1290.0,0.0,0.0,,0.0,,0.0,0.129
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1290.0,0.0,0.0,,0.0,,0.0,0.129
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1290.0,0.0,0.0,,0.0,,0.0,0.129
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1290.0,0.0,0.0,,0.0,,0.0,0.129
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1290.0,0.0,0.0,,0.0,,0.0,0.129
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1140.0,0.0,0.0,,0.0,,0.0,0.114
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1100.0,0.0,0.0,,0.0,,0.0,0.11
2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1120.0,0.0,0.0,,0.0,,0.0,0.112
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1120.0,0.0,0.0,,0.0,,0.0,0.112
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1120.0,0.0,0.0,,0.0,,0.0,0.112
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1170.0,0.0,0.0,,0.0,,0.0,0.117
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1260.0,0.0,0.0,,0.0,,0.0,0.126
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1260.0,0.0,0.0,,0.0,,0.0,0.126
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1380.0,0.0,0.0,,0.0,,0.0,0.138
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1400.0,0.0,0.0,,0.0,,0.0,0.14
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1400.0,0.0,0.0,,0.0,,0.0,0.14
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1320.0,0.0,0.0,,0.0,,0.0,0.132
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1320.0,0.0,0.0,,0.0,,0.0,0.132
2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1320.0,0.0,0.0,,0.0,,0.0,0.132
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1280.0,0.0,0.0,,0.0,,0.0,0.128
2024-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1280.0,0.0,0.0,,0.0,,0.0,0.128
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1380.0,0.0,0.0,,0.0,,0.0,0.138
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1300.0,0.0,0.0,,0.0,,0.0,0.13
2024-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1370.0,0.0,0.0,,0.0,,0.0,0.137
2024-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1370.0,0.0,0.0,,0.0,,0.0,0.137
2024-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1370.0,0.0,0.0,,0.0,,0.0,0.137
2024-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1370.0,0.0,0.0,,0.0,,0.0,0.137
2024-07-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1370.0,0.0,0.0,,0.0,,0.0,0.137
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1530.0,0.0,0.0,,0.0,,0.0,0.153
2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1300.0,0.0,0.0,,0.0,,0.0,0.13
2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1300.0,0.0,0.0,,0.0,,0.0,0.13
2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1300.0,0.0,0.0,,0.0,,0.0,0.13
2024-07-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1300.0,0.0,0.0,,0.0,,0.0,0.13
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1300.0,0.0,0.0,,0.0,,0.0,0.13
2024-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1350.0,0.0,0.0,,0.0,,0.0,0.135
2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1350.0,0.0,0.0,,0.0,,0.0,0.135
2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1470.0,0.0,0.0,,0.0,,0.0,0.147
2024-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1420.0,0.0,0.0,,0.0,,0.0,0.142
2024-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1310.0,0.0,0.0,,0.0,,0.0,0.131
2024-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1320.0,0.0,0.0,,0.0,,0.0,0.132
2024-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1310.0,0.0,0.0,,0.0,,0.0,0.131
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1310.0,0.0,0.0,,0.0,,0.0,0.131
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1310.0,0.0,0.0,,0.0,,0.0,0.131
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1310.0,0.0,0.0,,0.0,,0.0,0.131
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1310.0,0.0,0.0,,0.0,,0.0,0.131
2024-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1310.0,0.0,0.0,,0.0,,0.0,0.131
2024-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1390.0,0.0,0.0,,0.0,,0.0,0.139
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1390.0,0.0,0.0,,0.0,,0.0,0.139
2024-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1300.0,0.0,0.0,,0.0,,0.0,0.13
2024-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1300.0,0.0,0.0,,0.0,,0.0,0.13
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1300.0,0.0,0.0,,0.0,,0.0,0.13
2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1420.0,0.0,0.0,,0.0,,0.0,0.142
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1420.0,0.0,0.0,,0.0,,0.0,0.142
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1420.0,0.0,0.0,,0.0,,0.0,0.142
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1420.0,0.0,0.0,,0.0,,0.0,0.142
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,10000.0,1420.0,0.0,0.0,,0.0,,0.0,0.142
2024-08-19,67200.0,9542.4,0.11,17.36,0.05,0.01,0.0,4771.2,33600.0,33600.0,4771.2,,,33600.0,,,,,,0.0,33600.0,,0.0,,77.06,77.06,10000.0,1420.0,0.0,77.2,,1.0,100.0,1.5413,0.142
2024-08-20,67200.0,9542.4,0.11,17.36,0.05,0.01,0.0,4771.2,33600.0,33600.0,4771.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1420.0,0.0,74.3,,1.0,100.0,1.5413,0.142
2024-08-21,67200.0,9744.0,0.11,17.36,0.05,0.01,0.0,4872.0,33600.0,33600.0,4872.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1450.0,0.0,74.27,,1.0,100.0,1.5413,0.145
2024-08-22,67200.0,9744.0,0.11,19.22,0.05,0.01,0.0,4872.0,33600.0,33600.0,4872.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1450.0,0.0,74.19,,1.0,100.0,1.5413,0.145
2024-08-23,67200.0,9744.0,0.11,19.99,0.05,0.01,0.0,4872.0,33600.0,33600.0,4872.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1450.0,0.0,74.34,,1.0,100.0,1.5413,0.145
2024-08-26,67200.0,9744.0,0.11,20.8,0.05,0.01,0.0,4872.0,33600.0,33600.0,4872.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1450.0,0.0,74.19,,1.0,100.0,1.5413,0.145
2024-08-27,67200.0,8736.0,0.11,20.8,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,74.22,,1.0,100.0,1.5413,0.13
2024-08-28,67200.0,8736.0,0.11,20.41,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,68.03,,1.0,100.0,1.5413,0.13
2024-08-29,67200.0,8736.0,0.11,20.37,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,68.02,,1.0,100.0,1.5413,0.13
2024-08-30,67200.0,8736.0,0.11,21.06,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,68.06,,1.0,100.0,1.5413,0.13
2024-09-02,67200.0,8736.0,0.11,27.42,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,68.09,,1.0,100.0,1.5413,0.13
2024-09-03,67200.0,8736.0,0.11,31.74,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,68.05,,1.0,100.0,1.5413,0.13
2024-09-04,67200.0,8736.0,0.11,45.71,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,68.13,,1.0,100.0,1.5413,0.13
2024-09-05,67200.0,8736.0,0.11,85.7,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,68.11,,1.0,100.0,1.5413,0.13
2024-09-06,67200.0,8870.4,0.11,86.19,0.05,0.01,0.0,4435.2,33600.0,33600.0,4435.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1320.0,0.0,74.23,,1.0,100.0,1.5413,0.132
2024-09-09,67200.0,8870.4,0.11,109.6,0.05,0.01,0.0,4435.2,33600.0,33600.0,4435.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1320.0,0.0,74.97,,1.0,100.0,1.5413,0.132
2024-09-10,67200.0,8870.4,0.11,109.6,0.05,0.01,0.0,4435.2,33600.0,33600.0,4435.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1320.0,0.0,75.05,,1.0,100.0,1.5413,0.132
2024-09-11,67200.0,8870.4,0.11,109.6,0.05,0.01,0.0,4435.2,33600.0,33600.0,4435.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1320.0,0.0,74.2,,1.0,100.0,1.5413,0.132
2024-09-12,67200.0,8736.0,0.11,109.61,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,74.3,,1.0,100.0,1.5413,0.13
2024-09-13,67200.0,8736.0,0.11,72.62,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,73.4,,1.0,100.0,1.5413,0.13
2024-09-16,67200.0,8736.0,0.11,71.65,0.05,0.01,0.0,4368.0,33600.0,33600.0,4368.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1300.0,0.0,73.39,,1.0,100.0,1.5413,0.13
2024-09-17,67200.0,8870.4,0.11,69.99,0.05,0.01,0.0,4435.2,33600.0,33600.0,4435.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1320.0,0.0,73.31,,1.0,100.0,1.5413,0.132
2024-09-18,67200.0,8870.4,0.11,69.58,0.05,0.01,0.0,4435.2,33600.0,33600.0,4435.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1320.0,0.0,74.2,,1.0,100.0,1.5413,0.132
2024-09-19,67200.0,8870.4,0.11,70.49,0.05,0.01,0.0,4435.2,33600.0,33600.0,4435.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1320.0,0.0,74.27,,1.0,100.0,1.5413,0.132
2024-09-20,67200.0,8870.4,0.11,77.13,0.05,0.01,0.0,4435.2,33600.0,33600.0,4435.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1320.0,0.0,74.28,,1.0,100.0,1.5413,0.132
2024-09-23,67200.0,8870.4,0.11,90.99,0.05,0.01,0.0,4435.2,33600.0,33600.0,4435.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1320.0,0.0,74.16,,1.0,100.0,1.5413,0.132
2024-09-24,67200.0,9072.0,0.11,106.71,0.05,0.01,0.0,4536.0,33600.0,33600.0,4536.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1350.0,0.0,74.28,,1.0,100.0,1.5413,0.135
2024-09-25,67200.0,9072.0,0.11,97.23,0.05,0.01,0.0,4536.0,33600.0,33600.0,4536.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1350.0,0.0,74.18,,1.0,100.0,1.5413,0.135
2024-09-26,67200.0,9072.0,0.11,97.23,0.05,0.01,0.0,4536.0,33600.0,33600.0,4536.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1350.0,0.0,74.21,,1.0,100.0,1.5413,0.135
2024-09-27,67200.0,9072.0,0.11,4.65,0.05,0.01,0.0,4536.0,33600.0,33600.0,4536.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1350.0,0.0,74.23,,1.0,100.0,1.5413,0.135
2024-09-30,67200.0,9072.0,0.11,4.65,0.05,0.01,0.0,4536.0,33600.0,33600.0,4536.0,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1350.0,0.0,74.14,,1.0,100.0,1.5413,0.135
2024-10-01,67200.0,9206.4,0.11,4.65,0.05,0.01,0.0,4603.2,33600.0,33600.0,4603.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1370.0,0.0,74.07,,1.0,100.0,1.5413,0.137
2024-10-02,67200.0,9206.4,0.11,2.54,0.05,0.01,0.0,4603.2,33600.0,33600.0,4603.2,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1370.0,0.0,74.16,,1.0,100.0,1.5413,0.137
2024-10-03,67200.0,9273.6,0.11,2.55,0.05,0.01,0.0,4636.8,33600.0,33600.0,4636.8,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1380.0,0.0,74.2,,1.0,100.0,1.5413,0.138
2024-10-04,67200.0,9273.6,0.11,2.48,0.05,0.01,0.0,4636.8,33600.0,33600.0,4636.8,,,,,,,,,,,,0.0,,77.06,77.06,10000.0,1380.0,0.0,74.56,,1.0,100.0,1.5413,0.138
