,LOCAL FP Equity_DX_SI_QTY,LOCAL FP Equity_DX_SHORT_INTEREST_VALUE,LOCAL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LOCAL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LOCAL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LOCAL FP Equity_DX_SI_MV,LOCAL FP Equity_DX_DSS,LOCAL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LOCAL FP Equity_DX_SUPPLY_SI_QTY,LOCAL FP Equity_DX_BROKER_SI_QTY,LOCAL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LOCAL FP Equity_DX_BROKER_SI_MV_NEW_x,LOCAL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LOCAL FP Equity_DX_SUPPLY_SI_QTY_INC_x,LOCAL FP Equity_DX_BROKER_SI_MV_INC_x,LOCAL FP Equity_DX_SUPPLY_SI_MV_NEW,LOCAL FP Equity_DX_BROKER_SI_QTY_ADD,LOCAL FP Equity_DX_BROKER_SI_QTY_NEW,LOCAL FP Equity_DX_SUPPLY_SI_MV_DEC,LOCAL FP Equity_DX_BROKER_SI_QTY_INC,LOCAL FP Equity_DX_SUPPLY_SI_QTY_DEC,LOCAL FP Equity_DX_BROKER_SI_MV_NEW_y,LOCAL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LOCAL FP Equity_DX_BROKER_SI_MV_INC_y,LOCAL FP Equity_DX_SUPPLY_SI_QTY_INC_y,LOCAL FP Equity_DX_BROKER_SI_MV_ADD,LOCAL FP Equity_DX_SUPPLY_SI_QTY_ADD,LOCAL FP Equity_DX_BROKER_SI_QTY_DEC,LOCAL FP Equity_DX_SUPPLY_SI_MV,LOCAL FP Equity_DX_BROKER_SI_MV_DEC,LOCAL FP Equity_DX_SUPPLY_SI_MV_RMV,LOCAL FP Equity_DX_BROKER_SI_MV_RMV,LOCAL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LOCAL FP Equity_DX_UTILIZATION_QUANTITY,LOCAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LOCAL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LOCAL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LOCAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LOCAL FP Equity_DX_ACTIVE_UTILIZATION_MV,LOCAL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LOCAL FP Equity_DX_BROKER_SI_CON_RATIO,LOCAL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LOCAL FP Equity_DX_DEMAND_SUPPLY_RATIO,LOCAL FP Equity_PX_LAST
2018-10-05,21721308.0,21352045.76,3.98,21.22,3.72,21.75,1.0,16263341.8,13952970.0,16544600.0,13715769.51,,,52859.0,,,,,0.05,,52000.0,,,,52859.0,,,92995.0,13.93,0.21,,,90.93,16.11,1391123.0,1367473.91,,1.39,90.92,19.54,0.1465,25.1,0.2507,0.983
2018-10-08,21591008.0,21331915.9,3.95,21.26,3.7,21.45,1.0,16180059.06,13915585.0,16376578.0,13748597.98,,,,0.01,,,,0.07,10000.0,75106.0,,,0.01,,,37721.0,178022.0,13.69,0.22,,,90.91,16.06,1391123.0,1374429.52,,1.37,90.92,19.32,0.1456,25.08,0.2491,0.988
2018-10-09,22471812.0,21797657.64,4.11,21.87,3.85,22.37,1.0,16446763.22,14090036.0,16955426.0,13667334.92,,,176760.0,0.61,,,,0.0,578848.0,2309.0,,,0.61,176760.0,,,,13.92,,,,90.94,16.25,1403135.0,1361040.95,,1.39,90.94,18.63,0.142,24.85,0.2592,0.97
2018-10-10,21094810.0,19333393.36,3.86,20.07,3.61,20.57,1.0,14669495.33,13640523.0,16005996.0,12501539.33,,,,0.22,,,,0.48,227517.0,449513.0,,,0.22,,,,1176947.0,13.26,1.32,,,86.54,15.75,2121287.0,1944159.54,,2.07,86.49,19.33,0.1511,26.48,0.2436,0.9165
2018-10-11,21485636.0,19197415.77,3.93,18.89,3.68,19.85,1.0,14667934.56,13851079.0,16416267.0,12375939.09,,,100000.0,0.04,,,,0.02,410271.0,19444.0,,,0.04,100000.0,,130000.0,,12.69,,,,86.72,15.92,2121287.0,1895369.93,,1.94,86.72,18.92,0.1507,26.85,0.247,0.8935
2018-10-12,22442468.0,20310433.54,4.11,18.5,3.85,20.26,1.0,15644606.49,13937319.0,17286858.0,12613273.7,,,86240.0,0.63,,,,,870591.0,,,,0.63,86240.0,,,,12.47,,,,16.02,16.02,73054648.0,66114456.44,,65.83,15.92,18.07,0.1475,27.15,0.258,0.905
2018-10-15,22740348.0,20182058.85,4.16,18.38,3.9,20.73,1.0,15409957.15,14158726.0,17363332.0,12565869.33,,,221407.0,0.16,,,,,76473.0,,,,0.16,221407.0,,,,12.82,,,,16.3,16.3,72729112.0,64547086.9,,65.0,16.47,17.89,0.1466,27.2,0.2617,0.8875
2018-10-16,23269084.0,20918906.52,4.26,18.56,3.99,20.89,1.0,16084967.33,14722901.0,17892066.0,13235888.0,,,564175.0,0.47,,,,,545632.0,,,,0.47,564175.0,,,16897.0,13.08,0.13,,,16.92,16.92,72310512.0,65007150.29,,64.76,16.81,17.41,0.1409,26.37,0.2674,0.899
2018-10-17,23575548.0,20982237.72,4.31,18.99,4.04,21.41,1.0,15192093.52,15737406.0,17069768.0,14006291.34,,,50899.0,0.22,,,,0.28,196764.0,319880.0,,,0.22,50899.0,,1283486.0,1019061.0,14.17,0.84,,,18.08,18.08,71307872.0,63464006.08,,63.74,18.18,21.54,0.1478,25.02,0.2708,0.89
2018-10-18,24568596.0,21829197.55,4.5,19.62,4.21,22.14,1.0,16048812.02,16334340.0,18062816.0,14513061.09,,,135200.0,1.17,,,,0.18,1285200.0,188266.0,,,1.17,135200.0,,650000.0,292152.0,14.57,0.33,,,18.76,18.76,70721936.0,62836440.14,,62.9,18.8,20.63,0.1378,23.58,0.2822,0.8885
2018-10-19,25048480.0,21328780.72,4.58,20.04,4.29,22.4,1.0,15878884.4,16228511.0,18648132.0,13818577.12,,,,0.47,,,,0.1,601000.0,105829.0,,,0.47,,,,15686.0,14.39,0.03,,,18.63,18.63,70863288.0,60340089.73,,61.2,19.04,20.31,0.1357,23.2,0.2876,0.8515
2018-10-22,25129944.0,21448407.2,4.6,19.34,4.31,21.66,1.0,15985708.48,16399612.0,18729594.0,13997068.84,,,153097.0,0.0,,,,,171101.0,,,,0.0,153097.0,,18004.0,89638.0,13.97,0.07,,,18.85,18.85,70621424.0,60275385.38,,60.25,18.83,20.16,0.1354,23.22,0.2888,0.8535
2018-10-23,25780200.0,20830401.6,4.72,19.95,4.42,22.13,1.0,15026847.87,17336874.0,18597584.0,14008194.19,,,1916324.0,,,,,0.83,,979062.0,,,,1916324.0,,,132010.0,14.78,0.1,,,19.96,19.96,69522464.0,56174150.91,,57.21,20.53,22.37,0.1409,22.88,0.2968,0.808
2018-10-24,26089582.0,21263009.33,4.77,20.01,4.47,21.4,1.0,15367693.79,17144874.0,18856066.0,13973072.31,,,50899.0,0.0,,184905.0,,0.38,274316.0,242899.0,,,0.0,50899.0,0.15,,200739.0,13.88,0.22,,,19.72,19.72,69777624.0,56868763.56,,56.76,19.65,22.22,0.1382,22.59,0.3001,0.815
2018-10-25,25337770.0,17128332.52,4.64,19.3,4.34,20.56,1.0,12273712.88,17008746.0,18156380.0,11497912.3,,,28778.0,,,,,0.12,,164906.0,,,,28778.0,,,699687.0,13.82,0.59,,,19.57,19.57,69903688.0,47254893.09,,50.49,21.49,21.23,0.141,23.71,0.2915,0.676
2018-10-26,25137528.0,15886917.7,4.6,15.85,4.31,17.18,1.0,11360917.95,16808504.0,17976136.0,10622974.53,,,4758.0,0.0,,,,0.26,4758.0,205000.0,,,0.0,4758.0,,,185000.0,11.34,0.17,,,19.27,19.27,70406432.0,44496865.02,,45.51,19.94,21.12,0.1401,23.52,0.2882,0.632
2018-10-29,30291852.0,20144081.58,5.54,16.9,5.19,19.56,2.0,13859602.82,18962408.0,20841508.0,12610001.32,,,2359949.0,1.51,,,,0.13,2912372.0,206044.0,,,1.51,2359949.0,,,47000.0,11.99,0.03,,,84.27,21.49,3538830.0,2353321.95,,2.3,83.88,19.32,0.134,19.4,0.3432,0.665
2018-10-30,30253476.0,20874898.44,5.54,16.47,5.18,20.54,2.0,14058145.56,19247698.0,20374124.0,13280911.62,,,2277672.0,1.64,,264865.0,,1.2,2031047.0,2035561.0,,,1.64,2277672.0,0.18,43178.0,2763297.0,12.82,1.64,,,22.23,22.23,67347528.0,46469794.32,,46.07,21.77,19.36,0.1378,23.26,0.3494,0.69
2018-10-31,30002280.0,21496633.62,5.49,15.9,5.14,21.13,2.0,14239517.51,19541686.0,19873716.0,14001618.02,,,153657.0,0.29,,,,0.05,96277.0,300975.0,,,0.29,153657.0,,441306.0,596685.0,13.5,0.34,,,21.96,21.96,69458528.0,49767035.31,,49.29,21.51,19.53,0.141,23.98,0.3371,0.7165
2018-11-01,29073968.0,21064089.82,5.32,14.84,4.98,21.19,1.0,14056757.69,20907844.0,19402012.0,15147732.98,,,2157260.0,0.8,,,,0.67,743183.0,1054514.0,,,0.8,2157260.0,,263413.0,1214888.0,14.94,0.84,,,23.4,23.4,68458704.0,49598331.05,,49.42,23.22,20.2,0.1524,25.6,0.3253,0.7245
2018-11-02,28658704.0,20519632.06,5.24,14.49,4.91,21.02,1.0,13582053.17,20828820.0,18969348.0,14913435.12,,,175186.0,0.32,,,,0.18,410240.0,254210.0,,,0.32,175186.0,,,842902.0,15.03,0.58,,,22.99,22.99,69777360.0,49960589.76,,50.09,23.08,20.38,0.1468,23.9,0.3163,0.716
2018-11-05,27288228.0,19047183.14,4.99,13.62,4.68,19.92,1.0,13610212.66,19458344.0,19498872.0,13581924.11,,,531822.0,0.43,,,,1.36,531822.0,1902299.0,,,0.43,531822.0,,,2299.0,13.92,0.04,,,21.75,21.75,70011096.0,48867745.01,,49.19,22.06,15.66,0.1393,25.01,0.305,0.698
2018-11-06,26760398.0,18705518.2,4.9,13.05,4.59,19.08,1.0,13260758.36,19864516.0,18971042.0,13885296.68,,,513471.0,0.16,,,,0.14,288400.0,175699.0,,,0.16,513471.0,,68400.0,816230.0,13.94,0.78,,,21.87,21.87,70957504.0,49599295.3,,49.62,21.93,16.15,0.1342,23.2,0.2946,0.699
2018-11-07,27053648.0,18748178.06,4.95,13.39,4.64,19.28,1.0,12934354.36,20460680.0,18664292.0,14179251.24,,,900000.0,0.39,,,,0.21,546914.0,303836.0,,,0.39,900000.0,,,853665.0,14.38,0.61,,,22.21,22.21,71656072.0,49657657.9,,49.83,22.4,16.96,0.135,22.13,0.2937,0.693
2018-11-08,25273656.0,16718523.44,4.62,12.3,4.33,17.86,1.0,11514894.55,19281690.0,17407248.0,12754837.94,,,100000.0,,,,,0.9,,1278990.0,,,,100000.0,,,1257044.0,13.51,0.97,,,20.62,20.62,74238104.0,49108505.8,,49.88,21.31,18.17,0.1487,23.66,0.2702,0.6615
2018-11-09,24602868.0,16299400.05,4.5,11.72,4.22,16.68,1.0,11087904.09,18918772.0,16736459.0,12533686.45,,,,,,,,0.37,,362918.0,,,,,,,670788.0,12.76,0.76,,,19.76,19.76,76836704.0,50904316.4,,51.1,19.98,18.56,0.1502,22.86,0.2569,0.6625
2018-11-12,24403220.0,15288617.33,4.46,11.44,4.18,16.51,1.0,10360311.47,18920756.0,16536810.0,11853853.63,,,1984.0,,,,,,,,,,,1984.0,,,199649.0,12.8,0.12,,,19.64,19.64,77441648.0,48517192.47,,51.37,19.95,18.79,0.1514,22.77,0.2532,0.6265
2018-11-13,24365410.0,15581679.7,4.46,11.23,4.17,15.8,1.0,10551110.5,19206470.0,16499000.0,12282537.57,,,192953.0,0.01,,,,,20000.0,,,,0.01,192953.0,,92761.0,57810.0,12.41,0.23,,,19.93,19.93,77184712.0,49359623.32,,49.37,20.08,18.54,0.1498,22.42,0.2528,0.6395
2018-11-14,24504800.0,15560548.0,4.48,11.08,4.2,16.12,1.0,10565377.65,19665884.0,16638390.0,12487836.34,,,1133752.0,0.32,,,,0.36,342735.0,675679.0,,,0.32,1133752.0,,1342.0,203345.0,12.89,0.14,,,20.28,20.28,77315232.0,49095172.32,,49.39,20.7,18.55,0.1541,23.67,0.2527,0.635
2018-11-15,24043360.0,15303598.64,4.4,10.75,4.12,15.68,1.0,10296628.04,18493260.0,16176949.0,11770959.99,,,,0.4,,,,0.75,635512.0,1172625.0,,,0.4,,,,1096953.0,12.04,0.76,,,87.37,19.14,2672410.0,1700988.97,,1.7,87.63,18.94,0.1473,21.04,0.2488,0.6365
2018-11-16,24417520.0,15248741.24,4.47,10.94,4.18,15.9,1.0,10351901.85,18650366.0,16576304.0,11647153.57,,,182301.0,0.23,,,,0.02,400000.0,25195.0,,,0.23,182301.0,,,645.0,12.18,0.0,,,87.47,19.3,2672410.0,1668920.05,,1.68,87.87,18.71,0.1453,20.75,0.2527,0.6245
2018-11-19,23883104.0,13087940.99,4.37,10.63,4.09,15.05,1.0,8951114.2,18493708.0,16334150.0,10134551.98,,,281690.0,,,,,0.32,,458347.0,,,,281690.0,,20000.0,242154.0,11.92,0.27,,,86.9,19.14,2787100.0,1527330.8,,1.58,88.27,19.28,0.1487,21.21,0.2472,0.548
2018-11-20,24148972.0,13656243.67,4.42,10.38,4.14,13.91,1.0,9387310.74,18214912.0,16600019.0,10300532.74,,,26996.0,0.17,,,,0.31,345672.0,323797.0,,,0.17,26996.0,,18004.0,79803.0,10.7,0.44,,,86.63,18.84,2811408.0,1589851.22,,1.57,87.18,19.62,0.1423,20.18,0.2497,0.5655
2018-11-21,24201452.0,14315158.86,4.43,10.2,4.15,14.3,1.0,9849953.75,18539376.0,16652500.0,10966040.9,,,357586.0,,,258329.0,,0.02,,66122.0,,,,357586.0,0.15,33000.0,205848.0,11.11,0.06,,,86.83,19.16,2812616.0,1663662.36,,1.65,87.1,19.2,0.138,19.34,0.2502,0.5915
2018-11-22,25490186.0,14746072.6,4.66,10.98,4.37,15.14,1.0,9811218.85,19810888.0,16959756.0,11460598.71,,,630617.0,0.28,,,,0.69,444861.0,459105.0,,,0.28,630617.0,,1100000.0,137604.0,11.72,0.0,,,20.5,20.5,76847192.0,44456100.57,,44.7,20.77,18.3,0.14,21.43,0.2637,0.5785
2018-11-23,25422694.0,14096883.82,4.65,11.28,4.36,14.88,1.0,9358442.89,19724746.0,16877264.0,10937371.66,,,,0.01,,,,0.06,3650.0,86142.0,,,0.01,,,,86142.0,11.43,0.09,,,20.43,20.43,76801808.0,42586602.54,,43.09,20.96,18.0,0.1396,21.33,0.2634,0.5545
2018-11-26,25847226.0,15081856.37,4.73,11.58,4.43,14.68,1.0,9979355.43,20041068.0,17102580.0,11693963.18,,,75870.0,0.15,,,,0.04,352928.0,40195.0,,,0.15,75870.0,,280648.0,127614.0,11.11,0.1,,,20.81,20.81,76275792.0,44506924.63,,44.0,20.16,18.14,0.1365,20.72,0.2684,0.5835
2018-11-27,25674770.0,14827179.68,4.7,11.44,4.4,15.16,1.0,9777146.61,20123352.0,16930124.0,11621235.78,,,362622.0,0.34,,,,0.15,370266.0,284393.0,,,0.34,362622.0,,4054.0,542722.0,11.75,0.29,,,89.45,20.9,2373950.0,1370956.13,,1.37,89.55,18.67,0.1421,21.12,0.2666,0.5775
2018-11-28,25464284.0,16806427.44,4.66,11.28,4.36,15.21,1.0,11192971.68,20152278.0,16959048.0,13300503.48,,,263799.0,0.0,,,,0.16,28926.0,234873.0,,,0.0,263799.0,,,,11.62,,,,88.87,20.93,2523220.0,1665325.2,,1.63,87.69,18.48,0.1411,20.82,0.2645,0.66
2018-11-29,24571248.0,15234173.76,4.5,10.59,4.21,16.29,1.0,9960928.68,19685684.0,16066014.0,12205124.08,,,,0.16,,,,0.24,201866.0,466594.0,,,0.16,,,,1094901.0,12.97,0.25,,,88.64,20.46,2523220.0,1564396.4,,1.58,89.13,17.63,0.1443,22.21,0.2553,0.62
2018-11-30,23429296.0,14619880.7,4.29,9.95,4.01,14.72,1.0,9834014.11,18527764.0,15759638.0,11561324.74,,,47836.0,0.0,,,,0.9,29519.0,1253278.0,,,0.0,47836.0,,47523.0,335895.0,11.64,0.39,,,84.11,19.24,3499366.0,2183604.38,,2.18,84.25,18.37,0.1393,19.47,0.2433,0.624
2018-12-03,23429296.0,14924461.55,4.29,9.95,4.01,14.84,1.0,10038889.41,18638212.0,15759638.0,11872541.04,,,34766.0,,,,,0.01,,23443.0,,,,34766.0,,99124.0,,11.62,,,,84.28,19.38,3475922.0,2214162.31,,2.2,84.1,18.32,0.1389,19.42,0.2436,0.637
2018-12-04,23596492.0,14936579.44,4.32,10.01,4.04,15.21,1.0,10081687.19,18638212.0,15926836.0,11797988.2,,,,0.18,,,,,167198.0,,,,0.18,,,,,11.86,,,,80.5,19.3,4513572.0,2857091.08,,2.87,80.54,18.25,0.14,19.35,0.2444,0.633
2018-12-05,22369634.0,13667846.37,4.09,9.63,3.83,14.29,1.0,10296355.71,15872101.0,16851646.0,9697853.71,,,277778.0,0.96,,,,1.96,1496250.0,3043889.0,,,0.96,277778.0,,,571440.0,10.05,0.41,,,71.18,16.43,6427769.0,3927366.86,,4.02,71.41,17.41,0.1296,19.8,0.2316,0.611
2018-12-06,22432976.0,13145723.94,4.1,9.67,3.84,13.77,1.0,9921276.52,16032596.0,16930506.0,9395101.26,,,277778.0,0.15,,,,0.09,277778.0,117283.0,,,0.15,277778.0,,,198918.0,9.79,0.29,,,72.2,16.6,6174152.0,3618053.07,,3.72,72.46,16.88,0.1284,19.83,0.2322,0.586
2018-12-07,23565562.0,13550198.15,4.31,11.3,4.04,13.94,1.0,9589328.48,16901404.0,16677093.0,9718307.3,,,1095303.0,0.0,,,,0.45,4679.0,531191.0,,,0.0,1095303.0,,304697.0,258092.0,9.9,0.2,,,76.27,17.5,5259908.0,3024447.1,,3.06,76.39,16.01,0.1395,24.67,0.2441,0.575
2018-12-10,23210500.0,12301565.0,4.25,12.72,3.98,13.35,1.0,8650675.9,16617336.0,16322030.0,8807188.08,,,50000.0,,,,,0.22,,334069.0,,,,50000.0,,,355063.0,9.56,0.29,,,75.74,17.22,5322326.0,2820832.78,,2.97,76.33,16.14,0.1422,25.28,0.2405,0.53
2018-12-11,23018210.0,12119087.57,4.21,12.82,3.94,12.34,1.0,8368968.64,16577300.0,15895477.0,8727948.45,,,,,,,,0.12,,85036.0,,,,,,45000.0,426553.0,8.95,0.54,,,79.14,16.99,4369222.0,2300395.38,,2.31,79.51,15.3,0.1404,25.22,0.2359,0.5265
2018-12-12,22154328.0,11608867.87,4.05,12.31,3.8,11.79,1.0,7999310.64,16415637.0,15265860.0,8601793.79,,,,0.03,,,,0.13,72601.0,236173.0,,,0.03,,,74510.0,702218.0,8.67,0.38,,,80.88,16.91,3880867.0,2033574.31,,2.04,80.96,16.27,0.148,26.2,0.2282,0.524
2018-12-13,22628278.0,12377668.07,4.14,12.8,3.88,12.1,1.0,8533095.52,17753796.0,15599809.0,9711326.41,,,1405318.0,0.2,,,,0.32,382653.0,589212.0,,,0.2,1405318.0,,522052.0,48704.0,9.3,0.03,,,100.0,18.28,0.0,0.0,,0.0,100.0,17.42,0.1489,25.9,0.233,0.547
2018-12-14,22326794.0,11877854.41,4.08,12.62,3.83,12.33,1.0,8138708.9,16200487.0,15298325.0,8618659.08,,,,0.01,,45000.0,,0.76,3179.0,1553308.0,,,0.01,,0.02,,349663.0,8.87,0.07,,,91.64,16.69,1477665.0,786117.78,,0.78,91.88,16.39,0.1495,26.53,0.2301,0.532
2018-12-17,22219784.0,11798705.3,4.07,12.69,3.81,12.0,1.0,8119687.73,16746999.0,15291314.0,8892656.47,,,744096.0,0.01,,,,0.14,48541.0,197584.0,,,0.01,744096.0,,,55552.0,8.94,0.05,,,93.67,17.28,1130927.0,600522.24,,0.6,93.69,16.9,0.1487,26.05,0.2292,0.531
2018-12-18,20955484.0,10452595.42,3.83,11.93,3.59,11.23,1.0,7281860.49,13845003.0,14598758.0,6905887.5,,,86597.0,,,,,1.62,,2988593.0,,,,86597.0,,,692556.0,7.35,0.35,,,91.82,14.28,1233918.0,615478.3,,0.66,91.81,16.04,0.1529,27.8,0.2162,0.4988
2018-12-19,19373220.0,9773789.49,3.54,10.38,3.32,9.91,1.0,6566820.72,13805436.0,13016493.0,6964842.46,,,,0.0,,,,0.05,90235.0,39567.0,,,0.0,,,,1672500.0,6.88,0.89,,,91.8,14.24,1233918.0,622511.63,,0.62,91.79,17.08,0.1697,29.6,0.1998,0.5045
2018-12-20,19544664.0,8775554.14,3.58,10.41,3.35,9.88,1.0,5921383.26,13976879.0,13187936.0,6275618.67,,,34669.0,0.09,,,,0.0,171443.0,3417.0,,,0.09,34669.0,,140191.0,,7.04,,,,91.89,14.45,1233918.0,554029.18,,0.62,91.87,17.92,0.1735,30.03,0.2021,0.449
2018-12-21,19561622.0,9135277.47,3.58,10.15,3.35,9.13,1.0,6166685.97,13993838.0,13204895.0,6535122.35,,,90120.0,0.0,,,,0.08,16959.0,86597.0,,,0.0,90120.0,,13436.0,,6.3,,,,100.0,14.46,0.0,0.0,,0.0,100.0,18.1,0.1684,28.92,0.2022,0.467
2018-12-24,19632452.0,9085898.79,3.59,10.1,3.36,9.38,1.0,6028305.07,14064667.0,13025724.0,6509127.89,,,250000.0,,,,,0.06,,179171.0,,,,250000.0,,,179171.0,6.56,0.07,,,91.93,14.54,1233918.0,571057.25,,0.58,91.92,16.89,0.1733,30.53,0.2029,0.4628
2018-12-25,19632452.0,9085898.79,3.59,10.31,3.36,9.34,1.0,6028305.07,14064667.0,13025724.0,6509127.89,,,,,,,,,,,,,,,,,,6.52,,,,91.93,14.54,1233918.0,571057.25,,0.57,91.95,16.96,0.1727,30.39,0.2029,
2018-12-26,19632452.0,9085898.79,3.59,10.31,3.36,9.35,1.0,6028305.07,14064667.0,13025724.0,6509127.89,,,,,,,,,,,,,,,,,,6.52,,,,91.93,14.54,1233918.0,571057.25,,0.57,91.95,17.0,0.1727,30.36,0.2029,
2018-12-27,19047570.0,8891405.68,3.48,10.0,3.26,9.02,1.0,5807385.51,13825905.0,12440843.0,6453932.45,,,23142.0,,,,,0.12,,261904.0,,,,23142.0,,,584881.0,6.4,0.32,,,91.75,14.32,1243438.0,580436.86,,0.58,91.74,17.4,0.1739,31.44,0.1973,0.4668
2018-12-28,20224682.0,9707847.36,3.7,10.69,3.47,9.71,1.0,6469346.88,15224642.0,13477806.0,7307828.16,,,1481313.0,0.56,,,,0.11,1109884.0,260530.0,,,0.56,1481313.0,,177954.0,72921.0,7.1,0.04,,,84.51,15.77,2791022.0,1339690.56,,1.3,84.5,18.84,0.1729,29.68,0.2095,0.48
2018-12-31,19477432.0,9806887.01,3.56,10.28,3.34,9.6,1.0,6457520.42,15260696.0,12825264.0,7683760.44,,,205833.0,0.05,,,,0.08,94708.0,169779.0,,,0.05,205833.0,,,747250.0,7.26,0.34,,,84.54,15.81,2791022.0,1405279.58,,1.34,84.41,16.95,0.1719,30.66,0.2018,0.5035
2019-01-01,19477432.0,9806887.01,3.56,10.26,3.34,9.84,1.0,6457520.42,15260696.0,12825264.0,7683760.44,,,,,,,,,,,,,,,,,,7.47,,,,84.54,15.81,2791022.0,1405279.58,,1.41,84.16,17.36,0.1735,31.02,0.2018,
2019-01-02,19300000.0,9260140.0,3.53,10.16,3.31,9.85,1.0,6068430.27,15104643.0,12647833.0,7247207.71,,,,,,,,0.0,,156053.0,,,,,,,177431.0,7.62,0.02,,,84.4,15.66,2791021.0,1339131.88,,1.41,84.43,17.33,0.1779,31.58,0.2,0.4798
2019-01-03,19487156.0,9396706.62,3.57,10.01,3.34,9.52,1.0,6090392.38,14935109.0,12630428.0,7201709.56,,,900000.0,0.06,,,,0.69,174873.0,1057674.0,,,0.06,900000.0,,,192278.0,7.16,0.21,0.01,,15.47,15.47,81577888.0,39336857.59,11860.0,39.27,15.42,17.09,0.1802,32.13,0.2019,0.4822
2019-01-04,19237816.0,10003664.32,3.52,10.2,3.3,9.55,1.0,6360165.76,14930597.0,12231088.0,7763910.44,,,150000.0,0.06,,,,0.09,100000.0,204512.0,,,0.06,150000.0,,50000.0,499340.0,7.2,0.25,,,83.28,15.45,2997591.0,1558747.32,,1.45,83.28,17.63,0.1822,32.21,0.1991,0.52
2019-01-07,19546732.0,10301127.76,3.58,10.2,3.35,10.31,1.0,6634932.11,14354154.0,12590004.0,7564639.16,,,,0.22,,,,0.12,411657.0,576443.0,,,0.22,,,,52741.0,7.33,0.0,,,89.24,14.84,1731119.0,912299.71,,0.9,89.06,17.62,0.1807,32.17,0.2021,0.527
2019-01-08,19231704.0,10144723.86,3.52,9.89,3.3,10.28,1.0,6424967.41,14379861.0,12180033.0,7585376.68,,,29432.0,,,,,0.15,,309971.0,,,,29432.0,,306246.0,409971.0,7.59,0.19,,,87.84,14.85,1991090.0,1050299.98,,1.05,87.85,17.13,0.1829,33.21,0.1986,0.5275
2019-01-09,19594464.0,10355674.22,3.58,9.85,3.36,10.45,1.0,6417466.1,14742621.0,12142793.0,7791475.2,,,,,,,,0.13,,237240.0,,,,,,600000.0,37240.0,7.76,0.04,,,100.0,15.22,0.0,0.0,,0.0,100.0,16.87,0.1897,34.69,0.2023,0.5285
2019-01-10,19295876.0,10477660.67,3.53,9.56,3.31,10.38,1.0,6431403.32,14444033.0,11844205.0,7843109.92,,,52722.0,,,,,0.17,,351310.0,,,,52722.0,,,298588.0,7.65,0.15,,,100.0,14.92,0.0,0.0,,0.0,100.0,17.02,0.1939,35.09,0.1994,0.543
2019-01-11,19074256.0,10033058.66,3.49,9.14,3.27,10.48,1.0,6113479.18,14222412.0,11622584.0,7480988.71,,,185277.0,,,,,0.28,,588195.0,,,,185277.0,,181297.0,221621.0,7.72,0.02,,,100.0,14.71,0.0,0.0,,0.0,100.0,17.32,0.1985,35.6,0.1973,0.526
2019-01-14,18874612.0,9871422.08,3.45,8.86,3.23,10.05,1.0,5974198.67,14211880.0,11422942.0,7432813.24,,,,,,,,0.01,,10532.0,,,,,,,199642.0,7.47,0.12,,,100.0,14.72,0.0,0.0,,0.0,100.0,17.49,0.2006,35.99,0.1956,0.523
2019-01-15,18252232.0,9235629.39,3.34,8.85,3.13,9.63,1.0,5465084.37,14255958.0,10800562.0,7213514.75,,,44078.0,0.02,,,,,44078.0,,,,0.02,44078.0,,,666458.0,7.46,0.39,,,14.74,14.74,82445856.0,41717603.14,,42.17,15.03,18.14,0.2096,37.29,0.1887,0.506
2019-01-16,18764664.0,9879595.6,3.43,9.14,3.22,9.73,1.0,5589409.82,14227115.0,10616163.0,7490576.05,,,604692.0,0.06,,,,0.41,133274.0,725672.0,,,0.06,604692.0,,92137.0,317673.0,7.21,0.15,,,14.76,14.76,82137352.0,43245315.83,,42.84,14.41,17.39,0.2233,39.52,0.1947,0.5265
2019-01-17,18617188.0,9969504.17,3.41,9.11,3.19,9.95,1.0,5605982.96,14344415.0,10468689.0,7681434.23,,,177300.0,0.11,,,,0.03,177300.0,60000.0,,,0.11,177300.0,,,324774.0,7.56,0.14,,,100.0,14.89,0.0,0.0,,0.0,100.0,17.68,0.227,40.12,0.1932,0.5355
2019-01-18,18639730.0,9618100.68,3.41,9.01,3.19,10.05,1.0,5413474.68,14366956.0,10491230.0,7413349.3,,,66181.0,0.04,,,,0.02,66181.0,43640.0,,,0.04,66181.0,,,43640.0,7.69,0.04,,,100.0,14.93,0.0,0.0,,0.0,100.0,17.81,0.2282,40.32,0.1937,0.516
