,ALPLA FP Equity_DX_SI_QTY,ALPLA FP Equity_DX_SHORT_INTEREST_VALUE,ALPLA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPLA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPLA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPLA FP Equity_DX_SI_MV,ALPLA FP Equity_DX_DSS,ALPLA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPLA FP Equity_DX_SUPPLY_SI_QTY,ALPLA FP Equity_DX_BROKER_SI_QTY,ALPLA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPLA FP Equity_DX_BROKER_SI_QTY_ADD,ALPLA FP Equity_DX_SUPPLY_SI_MV_DEC,ALPLA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPLA FP Equity_DX_BROKER_SI_MV_ADD,ALPLA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPLA FP Equity_DX_BROKER_SI_QTY_DEC,ALPLA FP Equity_DX_SUPPLY_SI_MV,ALPLA FP Equity_DX_BROKER_SI_MV_DEC,ALPLA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPLA FP Equity_DX_UTILIZATION_QUANTITY,ALPLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPLA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPLA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPLA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPLA FP Equity_DX_BROKER_SI_CON_RATIO,ALPLA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPLA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALPLA FP Equity_PX_LAST
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.457
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.453
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,2646.0,0.0,0.0,0.0,,0.0,0.49
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,2160.0,0.0,0.0,0.0,,0.0,0.4
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1976.4,0.0,0.0,0.0,,0.0,0.366
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1998.0,0.0,0.0,0.0,,0.0,0.37
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1836.0,0.0,0.0,0.0,,0.0,0.34
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1900.8,0.0,0.0,0.0,,0.0,0.352
2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,2214.0,0.0,0.0,0.0,,0.0,0.41
2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1846.8,0.0,0.0,0.0,,0.0,0.342
2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1771.2,0.0,0.0,0.0,,0.0,0.328
2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1771.2,0.0,0.0,0.0,,0.0,
2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1771.2,0.0,0.0,0.0,,0.0,
2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1576.8,0.0,0.0,0.0,,0.0,0.292
2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1566.0,0.0,0.0,0.0,,0.0,0.29
2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1414.8,0.0,0.0,0.0,,0.0,0.262
2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1306.8,0.0,0.0,0.0,,0.0,0.242
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1107.0,0.0,0.0,0.0,,0.0,0.205
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1182.6,0.0,0.0,0.0,,0.0,0.219
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1112.4,0.0,0.0,0.0,,0.0,0.206
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1112.4,0.0,0.0,0.0,,0.0,0.206
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1317.6,0.0,0.0,0.0,,0.0,0.244
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1339.2,0.0,0.0,0.0,,0.0,0.248
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1296.0,0.0,0.0,0.0,,0.0,0.24
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1285.2,0.0,0.0,0.0,,0.0,0.238
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1360.8,0.0,0.0,0.0,,0.0,0.252
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1506.6,0.0,0.0,0.0,,0.0,0.279
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1506.6,0.0,0.0,0.0,,0.0,
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1549.8,0.0,0.0,0.0,,0.0,0.287
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1512.0,0.0,0.0,0.0,,0.0,0.28
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1512.0,0.0,0.0,0.0,,0.0,0.28
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1441.8,0.0,0.0,0.0,,0.0,0.267
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1458.0,0.0,0.0,0.0,,0.0,0.27
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1436.4,0.0,0.0,0.0,,0.0,0.266
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1436.4,0.0,0.0,0.0,,0.0,0.266
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1436.4,0.0,0.0,0.0,,0.0,0.266
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1474.2,0.0,0.0,0.0,,0.0,0.273
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1414.8,0.0,0.0,0.0,,0.0,0.262
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1414.8,0.0,0.0,0.0,,0.0,0.262
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1414.8,0.0,0.0,0.0,,0.0,0.262
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1458.0,0.0,0.0,0.0,,0.0,0.27
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1490.4,0.0,0.0,0.0,,0.0,0.276
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1382.4,0.0,0.0,0.0,,0.0,0.256
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1323.0,0.0,0.0,0.0,,0.0,0.245
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1377.0,0.0,0.0,0.0,,0.0,0.255
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1215.0,0.0,0.0,0.0,,0.0,0.225
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1225.8,0.0,0.0,0.0,,0.0,0.227
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,988.1,0.0,0.0,0.0,,0.0,0.241
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,996.3,0.0,0.0,0.0,,0.0,0.243
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,959.4,0.0,0.0,0.0,,0.0,0.234
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,979.9,0.0,0.0,0.0,,0.0,0.239
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,869.2,0.0,0.0,0.0,,0.0,0.212
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,881.5,0.0,0.0,0.0,,0.0,0.215
2023-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,820.0,0.0,0.0,0.0,,0.0,0.2
2023-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,803.6,0.0,0.0,0.0,,0.0,0.196
2023-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,787.2,0.0,0.0,0.0,,0.0,0.192
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,770.8,0.0,0.0,0.0,,0.0,0.188
2023-06-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,791.3,0.0,0.0,0.0,,0.0,0.193
2023-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,791.3,0.0,0.0,0.0,,0.0,0.193
2023-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,635.5,0.0,0.0,0.0,,0.0,0.155
2023-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,647.8,0.0,0.0,0.0,,0.0,0.158
2023-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4100.0,610.9,0.0,0.0,0.0,,0.0,0.149
2023-06-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,810.0,0.0,0.0,0.0,,0.0,0.15
2023-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,756.0,0.0,0.0,0.0,,0.0,0.14
2023-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,777.6,0.0,0.0,0.0,,0.0,0.144
2023-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,664.2,0.0,0.0,0.0,,0.0,0.123
2023-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,669.6,0.0,0.0,0.0,,0.0,0.124
2023-06-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,615.6,0.0,0.0,0.0,,0.0,0.114
2023-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,680.4,0.0,0.0,0.0,,0.0,0.126
2023-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,723.6,0.0,0.0,0.0,,0.0,0.134
2023-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,680.4,0.0,0.0,0.0,,0.0,0.126
2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,731.7,0.0,0.0,0.0,,0.0,0.1355
2023-07-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,977.4,0.0,0.0,0.0,,0.0,0.181
2023-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1404.0,0.0,0.0,0.0,,0.0,0.26
2023-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,2862.0,0.0,0.0,0.0,,0.0,0.53
2023-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,2106.0,0.0,0.0,0.0,,0.0,0.39
2023-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1620.0,0.0,0.0,0.0,,0.0,0.3
2023-07-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3200.0,944.0,0.0,0.0,0.0,,0.0,0.295
2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3
2023-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1296.0,0.0,0.0,0.0,,0.0,0.24
2023-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1258.2,0.0,0.0,0.0,,0.0,0.233
2023-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1182.6,0.0,0.0,0.0,,0.0,0.219
2023-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345
2023-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3400.0,935.0,0.0,0.0,0.0,,0.0,0.275
2023-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2500.0,635.0,0.0,0.0,0.0,,0.0,0.254
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2500.0,670.0,0.0,0.0,0.0,,0.0,0.268
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2500.0,742.5,0.0,0.0,0.0,,0.0,0.297
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1517.4,0.0,0.0,0.0,,0.0,0.281
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1441.8,0.0,0.0,0.0,,0.0,0.267
2023-07-27,2000.0,492.0,0.03,0.01,0.03,0.0,0.0,246.0,1000.0,1000.0,246.0,1000.0,,,0.0,1000.0,,0.0,,100.0,29.41,0.0,0.0,0.0,100.0,1.0,100.0,0.5882,0.246
2023-07-28,2000.0,397.0,0.03,0.01,0.03,0.0,0.0,198.5,1000.0,1000.0,198.5,,,,,,,0.0,,100.0,29.41,0.0,0.0,0.0,100.0,1.0,100.0,0.5882,0.1985
2023-07-31,2000.0,397.0,0.03,0.01,0.03,0.0,0.0,198.5,1000.0,1000.0,198.5,,,,,,,0.0,,100.0,25.0,0.0,0.0,0.0,100.0,1.0,100.0,0.5,0.1985
2023-08-01,2000.0,396.0,0.03,0.01,0.03,0.0,0.0,198.0,1000.0,1000.0,198.0,,,,,,,0.0,,100.0,22.73,0.0,0.0,0.0,100.0,1.0,100.0,0.4545,0.198
2023-08-02,2000.0,393.0,0.03,0.01,0.03,0.0,0.0,196.5,1000.0,1000.0,196.5,,,,,,,0.0,,100.0,22.73,0.0,0.0,0.0,100.0,1.0,100.0,0.4545,0.1965
2023-08-03,2000.0,384.0,0.03,0.01,0.03,0.0,0.0,192.0,1000.0,1000.0,192.0,,,,,,,0.0,,100.0,22.73,0.0,0.0,0.0,100.0,1.0,100.0,0.4545,0.192
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1000.0,,,1000.0,0.0,0.0,0.0,0.0,4400.0,805.2,0.0,0.0,0.0,,0.0,0.183
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1036.8,0.0,0.0,0.0,,0.0,0.192
2023-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1123.2,0.0,0.0,0.0,,0.0,0.208
2023-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1404.0,0.0,0.0,0.0,,0.0,0.26
2023-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1560.6,0.0,0.0,0.0,,0.0,0.289
2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1539.0,0.0,0.0,0.0,,0.0,0.285
2023-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.262
2023-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243
2023-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252
2023-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
2023-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.255
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1436.4,0.0,0.0,0.0,,0.0,0.266
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1371.6,0.0,0.0,0.0,,0.0,0.254
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4500.0,1143.0,0.0,0.0,0.0,,0.0,0.254
2023-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4500.0,1156.5,0.0,0.0,0.0,,0.0,0.257
2023-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,4500.0,1071.0,0.0,0.0,0.0,,0.0,0.238
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1231.2,0.0,0.0,0.0,,0.0,0.228
2023-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1344.6,0.0,0.0,0.0,,0.0,0.249
2023-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1296.0,0.0,0.0,0.0,,0.0,0.24
2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1317.6,0.0,0.0,0.0,,0.0,0.244
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1258.2,0.0,0.0,0.0,,0.0,0.233
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1333.8,0.0,0.0,0.0,,0.0,0.247
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1323.0,0.0,0.0,0.0,,0.0,0.245
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1317.6,0.0,0.0,0.0,,0.0,0.244
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1252.8,0.0,0.0,0.0,,0.0,0.232
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1242.0,0.0,0.0,0.0,,0.0,0.23
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1225.8,0.0,0.0,0.0,,0.0,0.227
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1188.0,0.0,0.0,0.0,,0.0,0.22
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1198.8,0.0,0.0,0.0,,0.0,0.222
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1139.4,0.0,0.0,0.0,,0.0,0.211
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1128.6,0.0,0.0,0.0,,0.0,0.209
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1101.6,0.0,0.0,0.0,,0.0,0.204
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1134.0,0.0,0.0,0.0,,0.0,0.21
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1134.0,0.0,0.0,0.0,,0.0,0.21
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1080.0,0.0,0.0,0.0,,0.0,0.2
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1007.1,0.0,0.0,0.0,,0.0,0.1865
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,1031.4,0.0,0.0,0.0,,0.0,0.191
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,939.6,0.0,0.0,0.0,,0.0,0.174
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,915.3,0.0,0.0,0.0,,0.0,0.1695
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,864.0,0.0,0.0,0.0,,0.0,0.16
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,864.0,0.0,0.0,0.0,,0.0,0.16
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,5400.0,864.0,0.0,0.0,0.0,,0.0,0.16
